Year,TimeSlice,LoadCurve,Technology
2023,SUM-,0.791186483,"ADCF-IRG*,ALIVE-IRG*,AHORT-IRG*"
2023,FAL-,0.208121694,"ADCF-IRG*,ALIVE-IRG*,AHORT-IRG*"
2023,WIN-,0.000303431,"ADCF-IRG*,ALIVE-IRG*,AHORT-IRG*"
2023,SPR-,0.000388391,"ADCF-IRG*,ALIVE-IRG*,AHORT-IRG*"
