UC_N,Pset_Set,Pset_PN,Year,LimType,UC_NCAP,UC_RHST~2020,UC_RHST~2025,UC_RHST~0,UC_Desc
MAX_WND_CAP-2025,ELE,E*WIN*,,UP,1,0.75,3,4,Upper bound for wind generation capacity in near term
