"Scenario","Sector","Subsector","Technology","Enduse","Unit","Parameters","Fuel","Period","FuelGroup","Technology_Group","Value"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2035","Fossil Fuels","Mobile Motive Power","0.001321"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2040","Fossil Fuels","Mobile Motive Power","0.001055"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2045","Fossil Fuels","Mobile Motive Power","0.001055"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2050","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2055","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2060","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2018","Fossil Fuels","Mobile Motive Power","0.008573"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2025","Fossil Fuels","Mobile Motive Power","0.005572"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2030","Fossil Fuels","Mobile Motive Power","0.003429"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2035","Fossil Fuels","Mobile Motive Power","0.001286"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2040","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2045","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2050","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2055","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2060","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Electricity","2018","Electricity","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Electricity","2025","Electricity","Mobile Motive Power","0.005757"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Electricity","2030","Electricity","Mobile Motive Power","0.007139"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Electricity","2035","Electricity","Mobile Motive Power","0.009370"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Electricity","2040","Electricity","Mobile Motive Power","0.011691"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Electricity","2045","Electricity","Mobile Motive Power","0.013720"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Electricity","2050","Electricity","Mobile Motive Power","0.016446"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Electricity","2055","Electricity","Mobile Motive Power","0.016785"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Electricity","2060","Electricity","Mobile Motive Power","0.017098"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Green Hydrogen","2018","Electricity","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Green Hydrogen","2025","Electricity","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Green Hydrogen","2030","Electricity","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Green Hydrogen","2035","Electricity","Mobile Motive Power","0.001558"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Green Hydrogen","2040","Electricity","Mobile Motive Power","0.001679"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Green Hydrogen","2045","Electricity","Mobile Motive Power","0.000121"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Green Hydrogen","2050","Electricity","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Green Hydrogen","2055","Electricity","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Green Hydrogen","2060","Electricity","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Petrol","2018","Fossil Fuels","Mobile Motive Power","0.003427"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Petrol","2025","Fossil Fuels","Mobile Motive Power","0.002423"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Petrol","2030","Fossil Fuels","Mobile Motive Power","0.003710"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Petrol","2035","Fossil Fuels","Mobile Motive Power","0.002778"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Petrol","2040","Fossil Fuels","Mobile Motive Power","0.002219"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Petrol","2045","Fossil Fuels","Mobile Motive Power","0.002219"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Petrol","2050","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Petrol","2055","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Petrol","2060","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Diesel","2018","Fossil Fuels","Mobile Motive Power","0.053580"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Diesel","2025","Fossil Fuels","Mobile Motive Power","0.034827"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Diesel","2030","Fossil Fuels","Mobile Motive Power","0.021432"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Diesel","2035","Fossil Fuels","Mobile Motive Power","0.008037"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Diesel","2040","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Diesel","2045","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Diesel","2050","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Diesel","2055","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Diesel","2060","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Electricity","2018","Electricity","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Electricity","2025","Electricity","Mobile Motive Power","0.005815"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Electricity","2030","Electricity","Mobile Motive Power","0.007211"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Electricity","2035","Electricity","Mobile Motive Power","0.009464"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Electricity","2040","Electricity","Mobile Motive Power","0.011809"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Electricity","2045","Electricity","Mobile Motive Power","0.013859"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Electricity","2050","Electricity","Mobile Motive Power","0.016612"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Electricity","2055","Electricity","Mobile Motive Power","0.016955"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Electricity","2060","Electricity","Mobile Motive Power","0.017270"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Green Hydrogen","2018","Electricity","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Green Hydrogen","2025","Electricity","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Green Hydrogen","2030","Electricity","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Green Hydrogen","2035","Electricity","Mobile Motive Power","0.002544"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Green Hydrogen","2040","Electricity","Mobile Motive Power","0.002686"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Green Hydrogen","2045","Electricity","Mobile Motive Power","0.000189"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Green Hydrogen","2050","Electricity","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Green Hydrogen","2055","Electricity","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Green Hydrogen","2060","Electricity","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Petrol","2018","Fossil Fuels","Mobile Motive Power","0.024480"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Petrol","2025","Fossil Fuels","Mobile Motive Power","0.017310"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Petrol","2030","Fossil Fuels","Mobile Motive Power","0.026500"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Petrol","2035","Fossil Fuels","Mobile Motive Power","0.019842"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Petrol","2040","Fossil Fuels","Mobile Motive Power","0.015847"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Petrol","2045","Fossil Fuels","Mobile Motive Power","0.015847"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Petrol","2050","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Petrol","2055","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Mobile Motor","Motive Power, Mobile","PJ","Fuel Consumption","Petrol","2060","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2018","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2025","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2030","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2035","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2040","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2045","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2050","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2055","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2060","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","End Use Demand","Electricity","2018","Electricity","Heating/Cooling","0.120000"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","End Use Demand","Electricity","2025","Electricity","Heating/Cooling","0.135268"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","End Use Demand","Electricity","2030","Electricity","Heating/Cooling","0.140440"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","End Use Demand","Electricity","2035","Electricity","Heating/Cooling","0.147454"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","End Use Demand","Electricity","2040","Electricity","Heating/Cooling","0.153328"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","End Use Demand","Electricity","2045","Electricity","Heating/Cooling","0.157960"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","End Use Demand","Electricity","2050","Electricity","Heating/Cooling","0.161759"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","End Use Demand","Electricity","2055","Electricity","Heating/Cooling","0.165096"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","End Use Demand","Electricity","2060","Electricity","Heating/Cooling","0.168171"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","Fuel Consumption","Electricity","2018","Electricity","Heating/Cooling","0.066667"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","Fuel Consumption","Electricity","2025","Electricity","Heating/Cooling","0.075149"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","Fuel Consumption","Electricity","2030","Electricity","Heating/Cooling","0.078022"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","Fuel Consumption","Electricity","2035","Electricity","Heating/Cooling","0.081919"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","Fuel Consumption","Electricity","2040","Electricity","Heating/Cooling","0.085182"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","Fuel Consumption","Electricity","2045","Electricity","Heating/Cooling","0.087756"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","Fuel Consumption","Electricity","2050","Electricity","Heating/Cooling","0.089866"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","Fuel Consumption","Electricity","2055","Electricity","Heating/Cooling","0.091720"
"Kea","Commercial","Healthcare","Refrigerator","Refrigeration","PJ","Fuel Consumption","Electricity","2060","Electricity","Heating/Cooling","0.093428"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2018","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2025","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2030","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2035","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2040","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2045","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2050","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2055","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2060","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","End Use Demand","Electricity","2018","Electricity","Heating/Cooling","0.268803"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","End Use Demand","Electricity","2025","Electricity","Heating/Cooling","0.277741"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","End Use Demand","Electricity","2030","Electricity","Heating/Cooling","0.204240"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","End Use Demand","Electricity","2035","Electricity","Heating/Cooling","0.225880"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","End Use Demand","Electricity","2040","Electricity","Heating/Cooling","0.244757"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","End Use Demand","Electricity","2045","Electricity","Heating/Cooling","0.260051"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","End Use Demand","Electricity","2050","Electricity","Heating/Cooling","0.294739"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","End Use Demand","Electricity","2055","Electricity","Heating/Cooling","0.339822"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","End Use Demand","Electricity","2060","Electricity","Heating/Cooling","0.407615"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","Fuel Consumption","Electricity","2018","Electricity","Heating/Cooling","0.271518"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","Fuel Consumption","Electricity","2025","Electricity","Heating/Cooling","0.280546"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","Fuel Consumption","Electricity","2030","Electricity","Heating/Cooling","0.206303"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","Fuel Consumption","Electricity","2035","Electricity","Heating/Cooling","0.228162"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","Fuel Consumption","Electricity","2040","Electricity","Heating/Cooling","0.247229"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","Fuel Consumption","Electricity","2045","Electricity","Heating/Cooling","0.262678"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","Fuel Consumption","Electricity","2050","Electricity","Heating/Cooling","0.297717"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","Fuel Consumption","Electricity","2055","Electricity","Heating/Cooling","0.343255"
"Kea","Commercial","Healthcare","Resistance Heater","Process Heat","PJ","Fuel Consumption","Electricity","2060","Electricity","Heating/Cooling","0.411732"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2018","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2025","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2030","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2035","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2040","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2045","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2050","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2055","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2060","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","End Use Demand","Electricity","2018","Electricity","Heating/Cooling","0.532976"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","End Use Demand","Electricity","2025","Electricity","Heating/Cooling","1.369963"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","End Use Demand","Electricity","2030","Electricity","Heating/Cooling","1.299899"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","End Use Demand","Electricity","2035","Electricity","Heating/Cooling","1.433061"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","End Use Demand","Electricity","2040","Electricity","Heating/Cooling","1.561109"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","End Use Demand","Electricity","2045","Electricity","Heating/Cooling","1.681376"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","End Use Demand","Electricity","2050","Electricity","Heating/Cooling","1.796671"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","End Use Demand","Electricity","2055","Electricity","Heating/Cooling","1.833738"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","End Use Demand","Electricity","2060","Electricity","Heating/Cooling","1.867888"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","Fuel Consumption","Electricity","2018","Electricity","Heating/Cooling","0.538360"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","Fuel Consumption","Electricity","2025","Electricity","Heating/Cooling","1.383801"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","Fuel Consumption","Electricity","2030","Electricity","Heating/Cooling","1.313030"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","Fuel Consumption","Electricity","2035","Electricity","Heating/Cooling","1.447537"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","Fuel Consumption","Electricity","2040","Electricity","Heating/Cooling","1.576878"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","Fuel Consumption","Electricity","2045","Electricity","Heating/Cooling","1.698359"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","Fuel Consumption","Electricity","2050","Electricity","Heating/Cooling","1.814819"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","Fuel Consumption","Electricity","2055","Electricity","Heating/Cooling","1.852261"
"Kea","Commercial","Healthcare","Resistance Heater","Space Heating","PJ","Fuel Consumption","Electricity","2060","Electricity","Heating/Cooling","1.886755"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2018","Electricity","Stationary Motive Power","0.000000"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2025","Electricity","Stationary Motive Power","0.000000"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2030","Electricity","Stationary Motive Power","0.000000"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2035","Electricity","Stationary Motive Power","0.000000"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2040","Electricity","Stationary Motive Power","0.000000"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2045","Electricity","Stationary Motive Power","0.000000"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2050","Electricity","Stationary Motive Power","0.000000"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2055","Electricity","Stationary Motive Power","0.000000"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","Mt CO<sub>2</sub>/yr","Emissions","Electricity","2060","Electricity","Stationary Motive Power","0.000000"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","PJ","End Use Demand","Electricity","2018","Electricity","Stationary Motive Power","0.061000"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","PJ","End Use Demand","Electricity","2025","Electricity","Stationary Motive Power","0.068506"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","PJ","End Use Demand","Electricity","2030","Electricity","Stationary Motive Power","0.071125"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","PJ","End Use Demand","Electricity","2035","Electricity","Stationary Motive Power","0.074677"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","PJ","End Use Demand","Electricity","2040","Electricity","Stationary Motive Power","0.077652"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","PJ","End Use Demand","Electricity","2045","Electricity","Stationary Motive Power","0.079998"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","PJ","End Use Demand","Electricity","2050","Electricity","Stationary Motive Power","0.081922"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","PJ","End Use Demand","Electricity","2055","Electricity","Stationary Motive Power","0.083612"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","PJ","End Use Demand","Electricity","2060","Electricity","Stationary Motive Power","0.085169"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","PJ","Fuel Consumption","Electricity","2018","Electricity","Stationary Motive Power","0.070930"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","PJ","Fuel Consumption","Electricity","2025","Electricity","Stationary Motive Power","0.078118"
"Kea","Commercial","Healthcare","Stationary Motor","Motive Power, Stationary","PJ","Fuel Consumption","Electricity","2030","Electricity","Stationary Motive Power","0.079028"
