"Gross domestic product, by region and industry (Annual-Mar)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Gross Domestic Product - production measure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Total North Island","","","","","","","","","","","","","","","","","","","","","","","","","","Total South Island","","","","","","","","","","","","","","","","","","","","","","","","","","New Zealand","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","Agriculture","Forestry, Fishing, and Mining","Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services","Primary Manufacturing","Other Manufacturing","Manufacturing","Electricity, Gas, Water, and Waste services","Construction","Wholesale Trade","Retail Trade","Accommodation and Food Services","Accommodation","Food and beverage services","Transport, Postal and Warehousing","Information Media, Telecommunications and Other Services","Financial and Insurance Services","Rental, Hiring and Real Estate Services","Owner-Occupied Property Operation","Professional, Scientific, and Technical Services","Administrative and Support Services","Public Administration and Safety","Education and Training","Health Care and Social Assistance","Total All Industries","GST on Production, Import Duties and Other Taxes","Gross Domestic Product","Agriculture","Forestry, Fishing, and Mining","Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services","Primary Manufacturing","Other Manufacturing","Manufacturing","Electricity, Gas, Water, and Waste services","Construction","Wholesale Trade","Retail Trade","Accommodation and Food Services","Accommodation","Food and beverage services","Transport, Postal and Warehousing","Information Media, Telecommunications and Other Services","Financial and Insurance Services","Rental, Hiring and Real Estate Services","Owner-Occupied Property Operation","Professional, Scientific, and Technical Services","Administrative and Support Services","Public Administration and Safety","Education and Training","Health Care and Social Assistance","Total All Industries","GST on Production, Import Duties and Other Taxes","Gross Domestic Product","Agriculture","Forestry, Fishing, and Mining","Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services","Primary Manufacturing","Other Manufacturing","Manufacturing","Electricity, Gas, Water, and Waste services","Construction","Wholesale Trade","Retail Trade","Accommodation and Food Services","Accommodation","Food and beverage services","Transport, Postal and Warehousing","Information Media, Telecommunications and Other Services","Financial and Insurance Services","Rental, Hiring and Real Estate Services","Owner-Occupied Property Operation","Professional, Scientific, and Technical Services","Administrative and Support Services","Public Administration and Safety","Education and Training","Health Care and Social Assistance","Total All Industries","GST on Production, Import Duties and Other Taxes","Gross Domestic Product"
2000,3462,2363,4889,"..","..",13700,2526,4020,5259,3933,1471,494,977,3975,6952,4336,5092,6505,6545,1677,3588,3599,4024,83028,6214,89242,1703,776,1499,"..","..",3914,724,1159,952,1153,616,207,409,1299,1508,620,1263,1912,1050,387,725,1239,1320,22317,1670,23987,5165,3138,6388,11156,6458,17614,3250,5179,6211,5086,2086,701,1386,5274,8460,4956,6355,8416,7594,2064,4313,4838,5344,105345,7884,113229
2001,4735,2650,5121,"..","..",14461,2472,3929,5592,4119,1619,566,1052,3980,7396,4745,5337,6576,6536,1678,3749,3772,4296,87640,6441,94080,2389,899,1597,"..","..",4119,698,1210,1029,1227,698,244,454,1318,1528,645,1374,1945,1061,389,756,1295,1415,23995,1763,25758,7124,3549,6718,12070,6510,18580,3169,5139,6621,5346,2317,810,1506,5297,8924,5390,6711,8522,7596,2067,4505,5066,5711,111635,8204,119839
2002,5360,2691,5331,"..","..",15250,2640,4097,6274,4714,1748,618,1130,4191,7894,5152,5692,6704,7250,1868,3981,3884,4662,94054,6852,100906,2688,957,1605,"..","..",4301,647,1387,1158,1416,773,273,500,1421,1646,754,1494,2002,1176,453,812,1323,1509,25919,1888,27807,8048,3648,6935,12513,7038,19551,3287,5484,7433,6130,2521,891,1630,5612,9539,5906,7187,8707,8426,2321,4794,5207,6171,119973,8740,128712
2003,3698,2697,5644,"..","..",16357,2946,4498,6098,5228,1713,589,1125,4567,8619,5546,6237,7081,7830,2016,4201,4192,4975,98500,7507,106006,2053,941,1693,"..","..",4667,752,1555,1161,1599,763,262,501,1562,1801,884,1619,2140,1265,537,837,1360,1611,27108,2067,29175,5750,3639,7337,13618,7405,21023,3698,6053,7259,6826,2477,851,1626,6129,10420,6430,7856,9221,9095,2553,5039,5553,6586,125607,9574,135181
2004,4031,2434,5800,"..","..",16560,3366,5042,6694,5505,1961,677,1284,4907,9137,6280,6812,7489,8271,2164,4429,4587,5407,105079,8040,113119,2220,918,1762,"..","..",4707,845,1764,1238,1696,871,301,570,1678,1932,1009,1828,2350,1400,569,881,1457,1787,29152,2231,31383,6251,3352,7562,13378,7890,21268,4210,6806,7932,7202,2832,978,1854,6586,11070,7289,8641,9840,9672,2733,5310,6044,7195,134231,10271,144502
2005,4012,2641,6143,"..","..",17614,3502,5830,6966,5624,2170,760,1410,5308,9444,6678,7398,7970,8819,2346,4829,5007,5916,112073,8684,120756,2207,967,1826,"..","..",4884,860,2180,1281,1771,978,342,636,1847,1989,1125,2001,2585,1596,598,940,1558,2004,31372,2431,33803,6218,3608,7969,14322,8176,22498,4361,8010,8248,7395,3148,1102,2046,7155,11433,7803,9399,10556,10415,2944,5769,6564,7920,143444,11115,154559
