UC_N,Pset_Set,Pset_PN,Year,LimType,UC_ACT,UC_RHSRT~NI,UC_RHSRT~SI,UC_RHSRT~0,UC_Desc
MSW_USE,,MINMNCWST00,2021,LO,1,1,0,5,Minimum level of waste incineration activity
