UC_N,Pset_Set,Pset_PN,Year,LimType,UC_CAP,UC_RHSRT~NI,UC_RHSRT~SI,UC_RHSRT~0,UC_Desc
UC_SOLARPV_IND,ELE,ESOL*IND*,2020,UP,1,0,0,3,Solar for industry
,,,2030,,,0,0,,
,,,2050,,,0,0,,
,,,2030,,,0,0,,
,,,2050,,,0,0,,
