Year,TimeSlice,LoadCurve,Technology
2023,SUM-WK-P,0.010925642,C_WSR*
2023,SUM-WE-D,0.046778907,C_WSR*
2023,SUM-WE-N,0.026827231,C_WSR*
2023,SUM-WE-P,0.004148289,C_WSR*
2023,FAL-WK-D,0.089540266,C_WSR*
2023,FAL-WK-N,0.056308581,C_WSR*
2023,FAL-WK-P,0.008229743,C_WSR*
2023,FAL-WE-D,0.033592414,C_WSR*
2023,FAL-WE-N,0.020457338,C_WSR*
2023,FAL-WE-P,0.003045747,C_WSR*
2023,WIN-WK-D,0.131429796,C_WSR*
2023,WIN-WK-N,0.097976145,C_WSR*
2023,WIN-WK-P,0.012438493,C_WSR*
2023,WIN-WE-D,0.049330345,C_WSR*
2023,WIN-WE-N,0.036426535,C_WSR*
2023,WIN-WE-P,0.004634761,C_WSR*
2023,SPR-WK-D,0.071846616,C_WSR*
2023,SPR-WK-N,0.04894032,C_WSR*
2023,SPR-WK-P,0.006682296,C_WSR*
2023,SPR-WE-D,0.026714269,C_WSR*
2023,SPR-WE-N,0.017683546,C_WSR*
2023,SPR-WE-P,0.002444064,C_WSR*
