Csets,Region,CommName,* Fuel,* Enduse,CommDesc,* OLD CommDesc,Unit,LimType,CTSLvl,PeakTS,Ctype
*Commodity Set Membership,Region Name,Commodity Name,,,,Commodity Description,Unit,Sense of the Balance EQN.,Timeslice Level,Peak Monitoring,Electricity Indicator
ENV,,TOTCO2,,,-:-,Total CO2,kt,,,,
ENV,,TRACO2,,,-:-,Transport CO2,kt,,,,
