UC_N,Pset_CI,Pset_CO,Year,LimType,UC_NCAP,UC_RHST,UC_RHST~0,UC_Desc
SOLAR_LO_Growth_rate,ELCSOL,ELCDD,2020,LO,1,0.03,5,SOLAR minimal growth rate per year
