TimeSlice,LimType,Attribute,Year,NI,SI,Pset_Set,Pset_PN
SUM-,UP,NCAP_AFS,,0.453,0.605172,,ELCRE*DAM*00
FAL-,UP,NCAP_AFS,,0.496,0.561179,,ELCRE*DAM*00
WIN-,UP,NCAP_AFS,,0.381,0.539719,,ELCRE*DAM*00
SPR-,UP,NCAP_AFS,,0.569,0.639508,,ELCRE*DAM*00
