UC_N,Pset_Set,Pset_PN,Year,LimType,UC_CAP,UC_RHSRT~NI,UC_RHSRT~SI,UC_RHSRT~0,UC_Desc
UC_PUMPHYD_STG_LRG,,EHY*PUM*L,2025,UP,1,0,1.3,3,Pumped hydro - large (lake onslow)
