UC_N,Pset_Set,Pset_PN,Year,LimType,UC_CAP,UC_RHSRT~NI,UC_RHSRT~SI,UC_RHSRT~0,UC_Desc
UC_PUMPHYD_STG_SML,,EHY*PUM*S,2025,UP,1,0.2,0.73,3,Pumped hydro -small/generic
