"Scenario","Attribute","Commodity","Process","Period","Value"
"Tui","VAR_Cap","-","AINDC-SH-HP-ELC","2025","0.028840"
"Tui","VAR_Cap","-","AINDC-SH-HP-ELC","2030","0.109163"
"Tui","VAR_Cap","-","AINDC-SH-HP-ELC","2035","0.178698"
"Tui","VAR_Cap","-","AINDC-SH-HP-ELC","2040","0.354834"
"Tui","VAR_Cap","-","AINDC-SH-HP-ELC","2045","0.387709"
"Tui","VAR_Cap","-","AINDC-SH-HP-ELC","2050","0.391574"
"Tui","VAR_Cap","-","AINDC-SH-HP-ELC","2055","0.384396"
"Tui","VAR_Cap","-","AINDC-SH-HP-ELC","2060","0.376791"
"Tui","VAR_Cap","-","ALIVE-IRG-IrgVSD-ELC","2025","0.031365"
"Tui","VAR_Cap","-","ALIVE-IRG-IrgVSD-ELC","2030","0.045633"
"Tui","VAR_Cap","-","ALIVE-IRG-IrgVSD-ELC","2035","0.061296"
"Tui","VAR_Cap","-","ALIVE-IRG-IrgVSD-ELC","2040","0.070742"
"Tui","VAR_Cap","-","ALIVE-IRG-IrgVSD-ELC","2045","0.067891"
"Tui","VAR_Cap","-","ALIVE-IRG-IrgVSD-ELC","2050","0.065154"
"Tui","VAR_Cap","-","ALIVE-IRG-IrgVSD-ELC","2055","0.062527"
"Tui","VAR_Cap","-","ALIVE-IRG-IrgVSD-ELC","2060","0.060007"
"Tui","VAR_Cap","-","ALIVE-IRG-IrgVSD_ELC00","2018","0.029006"
"Tui","VAR_Cap","-","ALIVE-IRG-IrgVSD_ELC00","2025","0.018854"
"Tui","VAR_Cap","-","ALIVE-IRG-IrgVSD_ELC00","2030","0.011603"
"Tui","VAR_Cap","-","ALIVE-IRG-IrgVSD_ELC00","2035","0.004351"
"Tui","VAR_Cap","-","ALIVE-IRG-Irg_ELC00","2018","0.073279"
"Tui","VAR_Cap","-","ALIVE-IRG-Irg_ELC00","2025","0.047632"
"Tui","VAR_Cap","-","ALIVE-IRG-Irg_ELC00","2030","0.029312"
"Tui","VAR_Cap","-","ALIVE-IRG-Irg_ELC00","2035","0.010992"
"Tui","VAR_Cap","-","ALIVE-LIG--ELC","2025","0.007808"
"Tui","VAR_Cap","-","ALIVE-LIG--ELC","2030","0.007808"
"Tui","VAR_Cap","-","ALIVE-LIG--ELC","2035","0.006377"
"Tui","VAR_Cap","-","ALIVE-LIG--ELC","2040","0.006015"
"Tui","VAR_Cap","-","ALIVE-LIG--ELC","2045","0.005981"
"Tui","VAR_Cap","-","ALIVE-LIG--ELC","2050","0.005825"
"Tui","VAR_Cap","-","ALIVE-LIG--ELC","2055","0.005733"
"Tui","VAR_Cap","-","ALIVE-LIG--ELC","2060","0.005641"
"Tui","VAR_Cap","-","ALIVE-LIG-LT_ELC00","2018","0.008063"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Bike--ELC","2025","0.140326"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Bike--ELC","2030","0.130852"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Bike--ELC","2035","0.116780"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Bike--ELC","2040","0.108776"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Bike--ELC","2045","0.105712"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Bike--ELC","2050","0.102736"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Bike--ELC","2055","0.099844"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Bike--ELC","2060","0.097032"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Bike-_PET00","2018","0.151420"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Bike-_PET00","2025","0.045426"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr--DSL","2025","0.184209"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr--DSL","2030","0.263422"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr--DSL","2035","0.263422"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr--DSL","2040","0.249215"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr--DSL","2045","0.141880"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr--DSL","2050","0.034020"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr--ELC","2035","0.086414"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr--ELC","2040","0.212785"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr--ELC","2045","0.307070"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr--ELC","2050","0.402330"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr--ELC","2055","0.424100"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr--ELC","2060","0.412100"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr-_DSL00","2018","0.563374"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr-_DSL00","2025","0.384118"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr-_DSL00","2030","0.256079"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-MTr-_DSL00","2035","0.128039"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac--DSL","2025","0.993230"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac--DSL","2030","1.516676"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac--DSL","2035","1.761222"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac--DSL","2040","0.949638"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac--DSL","2045","0.426191"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac--ELC","2040","0.690895"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac--ELC","2045","0.690895"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac--ELC","2050","0.690895"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac--H2R","2045","0.477236"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac--H2R","2050","0.858538"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac--H2R","2055","1.505789"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac--H2R","2060","1.463378"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac-_DSL00","2018","2.250560"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac-_DSL00","2025","1.200299"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Trac-_DSL00","2030","0.450112"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti--DSL","2025","0.072249"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti--DSL","2030","0.088420"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti--DSL","2035","0.088420"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti--DSL","2040","0.082617"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti--DSL","2045","0.040483"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti--DSL","2050","0.006945"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti--ELC","2025","0.002979"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti--ELC","2030","0.019151"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti--ELC","2035","0.054426"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti--ELC","2040","0.106050"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti--ELC","2045","0.142873"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti--ELC","2050","0.171244"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti--ELC","2055","0.173167"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti--ELC","2060","0.168289"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti-_DSL00","2018","0.258814"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti-_DSL00","2025","0.176464"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti-_DSL00","2030","0.117643"
"Tui","VAR_Cap","-","ALIVE-MoTP-Mob-Uti-_DSL00","2035","0.058821"
"Tui","VAR_Cap","-","ALU-PH-FURN-ELC-Furn","2025","0.144163"
"Tui","VAR_Cap","-","ALU-PH-FURN-ELC-Furn","2030","0.365773"
"Tui","VAR_Cap","-","ALU-PH-FURN-ELC-Furn","2035","0.365773"
"Tui","VAR_Cap","-","ALU-PH-FURN-ELC-Furn","2040","0.365773"
"Tui","VAR_Cap","-","ALU-PH-FURN-ELC-Furn","2045","0.515397"
"Tui","VAR_Cap","-","ALU-PH-FURN-ELC-Furn","2050","0.515397"
"Tui","VAR_Cap","-","ALU-PH-FURN-ELC-Furn","2055","0.515397"
"Tui","VAR_Cap","-","ALU-PH-FURN-ELC-Furn","2060","0.515397"
"Tui","VAR_Cap","-","ALU-PH-FURN-ELC-Furn15","2018","0.665624"
"Tui","VAR_Cap","-","ALU-PH-FURN-ELC-Furn15","2025","0.371234"
"Tui","VAR_Cap","-","ALU-PH-FURN-ELC-Furn15","2030","0.149624"
"Tui","VAR_Cap","-","ALU-PH-FURN-ELC-Furn15","2035","0.149624"
"Tui","VAR_Cap","-","ALU-PH-FURN-ELC-Furn15","2040","0.149624"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-Motor","2025","0.025742"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-Motor","2030","0.051979"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-Motor","2035","0.055977"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-Motor","2040","0.060280"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-Motor","2045","0.043290"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-Motor","2050","0.031091"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-Motor","2055","0.022327"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-Motor","2060","0.016036"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-Mtr15","2018","0.067000"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-Mtr15","2025","0.020100"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2025","0.046211"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2030","0.051979"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2035","0.055977"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2040","0.060280"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2045","0.043290"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2050","0.031091"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2055","0.029916"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-ELC-VSD-Mtr","2060","0.016036"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-NGA-Pump15","2018","0.007000"
"Tui","VAR_Cap","-","CHMCL-MoTP-Stat-NGA-Pump15","2025","0.002100"
"Tui","VAR_Cap","-","CHMCL-PH-DirH-ELC-Heater15","2018","0.016246"
"Tui","VAR_Cap","-","CHMCL-PH-DirH-NGA-Burner","2025","0.020489"
"Tui","VAR_Cap","-","CHMCL-PH-DirH-NGA-Burner","2030","0.025144"
"Tui","VAR_Cap","-","CHMCL-PH-DirH-NGA-Burner","2035","0.027471"
"Tui","VAR_Cap","-","CHMCL-PH-DirH-NGA-Burner","2040","0.029585"
"Tui","VAR_Cap","-","CHMCL-PH-DirH-NGA-Burner","2045","0.021246"
"Tui","VAR_Cap","-","CHMCL-PH-DirH-NGA-Burner","2050","0.015259"
"Tui","VAR_Cap","-","CHMCL-PH-DirH-NGA-Burner","2055","0.010957"
"Tui","VAR_Cap","-","CHMCL-PH-DirH-NGA-Burner","2060","0.007871"
"Tui","VAR_Cap","-","CHMCL-PH-DirH-NGA-Burner15","2018","0.009000"
"Tui","VAR_Cap","-","CHMCL-PH-DirH-NGA-Burner15","2025","0.004154"
"Tui","VAR_Cap","-","CHMCL-PH-DirH-NGA-Burner15","2030","0.000692"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-ELC-Furn","2050","0.000122"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-ELC-Furn","2055","0.000122"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-ELC-Furn","2060","0.000122"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-FOL-Furn","2050","0.001888"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-FOL-Furn","2055","0.001888"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-FOL-Furn","2060","0.001888"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-FOL-Furn15","2018","0.005556"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-FOL-Furn15","2025","0.004436"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-FOL-Furn15","2030","0.003636"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-FOL-Furn15","2035","0.002836"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-FOL-Furn15","2040","0.002036"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-NGA-Furn","2025","0.003267"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-NGA-Furn","2030","0.004683"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-NGA-Furn","2035","0.005666"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-NGA-Furn","2040","0.006724"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-NGA-Furn","2045","0.007839"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-NGA-Furn","2050","0.006137"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-NGA-Furn","2055","0.004720"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-NGA-Furn","2060","0.003737"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-NGA-Furn15","2018","0.011106"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-NGA-Furn15","2025","0.032717"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-NGA-Furn15","2030","0.030917"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-NGA-Furn15","2035","0.029117"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-NGA-Furn15","2040","0.027317"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-NGA-Furn15","2045","0.005308"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-WOD-Furn","2025","0.003586"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-WOD-Furn","2030","0.004033"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-WOD-Furn","2035","0.004678"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-WOD-Furn","2040","0.004678"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-WOD-Furn","2045","0.003360"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-WOD-Furn","2050","0.002412"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-WOD-Furn","2055","0.001965"
"Tui","VAR_Cap","-","CHMCL-PH-FURN-WOD-Furn","2060","0.001321"
"Tui","VAR_Cap","-","CHMCL-PH-REFRM-NGA-REFRM15","2018","0.096000"
"Tui","VAR_Cap","-","CHMCL-PH-REFRM-NGA-REFRM15","2025","0.069120"
"Tui","VAR_Cap","-","CHMCL-PH-REFRM-NGA-REFRM15","2030","0.049920"
"Tui","VAR_Cap","-","CHMCL-PH-REFRM-NGA-REFRM15","2035","0.030720"
"Tui","VAR_Cap","-","CHMCL-PH-REFRM-NGA-REFRM15","2040","0.011520"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-FOL-BLR15","2018","0.013000"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-FOL-BLR15","2025","0.020039"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-FOL-BLR15","2030","0.017439"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-FOL-BLR15","2035","0.014839"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-FOL-BLR15","2040","0.012239"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-FOL-BLR15","2045","0.002349"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-NGA-BLR15","2018","0.289000"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-NGA-BLR15","2025","0.405294"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-NGA-BLR15","2030","0.347494"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-NGA-BLR15","2035","0.289694"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-NGA-BLR15","2040","0.231894"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-NGA-BLR15","2045","0.043382"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-NGA-Boiler","2025","0.076275"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-NGA-Boiler","2030","0.092396"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-NGA-Boiler","2035","0.092396"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-NGA-Boiler","2040","0.099500"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-NGA-Boiler","2045","0.071457"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-NGA-Boiler","2050","0.034293"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-NGA-Boiler","2055","0.018171"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-NGA-Boiler","2060","0.018171"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-WOD-Boiler","2025","0.016197"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-WOD-Boiler","2030","0.054295"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-WOD-Boiler","2035","0.080475"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-WOD-Boiler","2040","0.166233"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-WOD-Boiler","2045","0.242414"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-WOD-Boiler","2050","0.226217"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-WOD-Boiler","2055","0.188119"
"Tui","VAR_Cap","-","CHMCL-PH-STM_HW-WOD-Boiler","2060","0.161940"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-DSL-ICE_Off15","2018","0.406000"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-DSL-ICE_Off15","2025","0.281688"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-DSL-ICE_Off15","2030","0.180188"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-DSL-ICE_Off15","2035","0.078688"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-DSL-ICE_Off15","2040","0.003913"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-DSL-ICE_ofrd","2025","0.190439"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-DSL-ICE_ofrd","2030","0.353658"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-DSL-ICE_ofrd","2035","0.503676"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-DSL-ICE_ofrd","2040","0.638117"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-DSL-ICE_ofrd","2045","0.654638"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-DSL-ICE_ofrd","2050","0.664500"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-DSL-ICE_ofrd","2055","0.674523"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-DSL-ICE_ofrd","2060","0.684707"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-NGA-ICE_Off15","2018","0.023000"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-NGA-ICE_Off15","2025","0.028017"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-NGA-ICE_Off15","2030","0.022267"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-NGA-ICE_Off15","2035","0.016517"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-NGA-ICE_Off15","2040","0.002874"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-NGA-ICE_ofrd","2025","0.017893"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-NGA-ICE_ofrd","2030","0.020127"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-NGA-ICE_ofrd","2035","0.021674"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-NGA-ICE_ofrd","2040","0.023340"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-NGA-ICE_ofrd","2045","0.023692"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-NGA-ICE_ofrd","2050","0.024049"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-NGA-ICE_ofrd","2055","0.024412"
"Tui","VAR_Cap","-","CNST-MoTP-Mob-NGA-ICE_ofrd","2060","0.024781"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-DSL-St_ngn15","2018","0.011000"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-DSL-St_ngn15","2025","0.007150"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-DSL-St_ngn15","2030","0.004400"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-DSL-St_ngn15","2035","0.001650"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-Motor","2025","0.016421"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-Motor","2030","0.030575"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-Motor","2035","0.033178"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-Motor","2040","0.035734"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-Motor","2045","0.036270"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-Motor","2050","0.036815"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-Motor","2055","0.037373"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-Motor","2060","0.037934"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-Mtr15","2018","0.033000"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-Mtr15","2025","0.010957"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-Mtr15","2030","0.000233"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-VSD-Mtr","2025","0.027391"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-VSD-Mtr","2030","0.030812"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-VSD-Mtr","2035","0.033178"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-VSD-Mtr","2040","0.035734"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-VSD-Mtr","2045","0.036270"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-VSD-Mtr","2050","0.036815"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-VSD-Mtr","2055","0.037373"
"Tui","VAR_Cap","-","CNST-MoTP-Stat-ELC-VSD-Mtr","2060","0.037934"
"Tui","VAR_Cap","-","CT_COILBDS","2055","0.001636"
"Tui","VAR_Cap","-","CT_COILBDS","2060","0.001872"
"Tui","VAR_Cap","-","CT_CWODDID","2050","0.274933"
"Tui","VAR_Cap","-","CT_CWODDID","2055","0.274933"
"Tui","VAR_Cap","-","CT_CWODDID","2060","0.318785"
"Tui","VAR_Cap","-","CT_CWODPLT","2025","0.002692"
"Tui","VAR_Cap","-","CT_CWODPLT","2030","0.007857"
"Tui","VAR_Cap","-","CT_CWODPLT","2035","0.011669"
"Tui","VAR_Cap","-","CT_CWODPLT","2040","0.012888"
"Tui","VAR_Cap","-","CT_CWODPLT","2045","0.017858"
"Tui","VAR_Cap","-","CT_CWODPLT","2050","0.023167"
"Tui","VAR_Cap","-","CT_CWODPLT","2055","0.022967"
"Tui","VAR_Cap","-","CT_CWODPLT","2060","0.021876"
"Tui","VAR_Cap","-","C_EDU-LT_FLU-ELC00","2018","0.009676"
"Tui","VAR_Cap","-","C_EDU-LT_INC-ELC00","2018","0.000013"
"Tui","VAR_Cap","-","C_EDU-LT_LED-ELC","2025","0.431258"
"Tui","VAR_Cap","-","C_EDU-LT_LED-ELC","2030","0.502971"
"Tui","VAR_Cap","-","C_EDU-LT_LED-ELC","2035","0.560434"
"Tui","VAR_Cap","-","C_EDU-LT_LED-ELC","2040","0.590200"
"Tui","VAR_Cap","-","C_EDU-LT_LED-ELC","2045","0.596295"
"Tui","VAR_Cap","-","C_EDU-LT_LED-ELC","2050","0.599289"
"Tui","VAR_Cap","-","C_EDU-LT_LED-ELC","2055","0.600601"
"Tui","VAR_Cap","-","C_EDU-LT_LED-ELC","2060","0.600949"
"Tui","VAR_Cap","-","C_EDU-LT_LED-ELC00","2018","0.003982"
"Tui","VAR_Cap","-","C_EDU-LT_LED-ELC00","2025","0.002588"
"Tui","VAR_Cap","-","C_EDU-LT_LED-ELC00","2030","0.001593"
"Tui","VAR_Cap","-","C_EDU-LT_LED-ELC00","2035","0.000597"
"Tui","VAR_Cap","-","C_EDU-MPM_-DSL00","2018","0.049890"
"Tui","VAR_Cap","-","C_EDU-MPM_-DSL00","2025","0.032429"
"Tui","VAR_Cap","-","C_EDU-MPM_-DSL00","2030","0.019956"
"Tui","VAR_Cap","-","C_EDU-MPM_-DSL00","2035","0.007484"
"Tui","VAR_Cap","-","C_EDU-MPM_-ELC","2025","0.996560"
"Tui","VAR_Cap","-","C_EDU-MPM_-ELC","2030","1.196745"
"Tui","VAR_Cap","-","C_EDU-MPM_-ELC","2035","1.566146"
"Tui","VAR_Cap","-","C_EDU-MPM_-ELC","2040","1.914648"
"Tui","VAR_Cap","-","C_EDU-MPM_-ELC","2045","2.154319"
"Tui","VAR_Cap","-","C_EDU-MPM_-ELC","2050","2.592177"
"Tui","VAR_Cap","-","C_EDU-MPM_-ELC","2055","2.597848"
"Tui","VAR_Cap","-","C_EDU-MPM_-ELC","2060","2.599356"
"Tui","VAR_Cap","-","C_EDU-MPM_-H2R","2030","0.019253"
"Tui","VAR_Cap","-","C_EDU-MPM_-H2R","2035","0.232561"
"Tui","VAR_Cap","-","C_EDU-MPM_-H2R","2040","0.213308"
"Tui","VAR_Cap","-","C_EDU-MPM_-PET","2030","0.424908"
"Tui","VAR_Cap","-","C_EDU-MPM_-PET","2035","0.424908"
"Tui","VAR_Cap","-","C_EDU-MPM_-PET","2040","0.424908"
"Tui","VAR_Cap","-","C_EDU-MPM_-PET","2045","0.424908"
"Tui","VAR_Cap","-","C_EDU-MPM_-PET00","2018","0.009771"
"Tui","VAR_Cap","-","C_EDU-MPM_-PET00","2025","0.006351"
"Tui","VAR_Cap","-","C_EDU-MPM_-PET00","2030","0.003908"
"Tui","VAR_Cap","-","C_EDU-MPM_-PET00","2035","0.001466"
"Tui","VAR_Cap","-","C_EDU-MPS_-ELC","2025","0.041476"
"Tui","VAR_Cap","-","C_EDU-MPS_-ELC","2030","0.058996"
"Tui","VAR_Cap","-","C_EDU-MPS_-ELC","2035","0.061765"
"Tui","VAR_Cap","-","C_EDU-MPS_-ELC","2040","0.062924"
"Tui","VAR_Cap","-","C_EDU-MPS_-ELC","2045","0.063574"
"Tui","VAR_Cap","-","C_EDU-MPS_-ELC","2050","0.063893"
"Tui","VAR_Cap","-","C_EDU-MPS_-ELC","2055","0.064033"
"Tui","VAR_Cap","-","C_EDU-MPS_-ELC","2060","0.064070"
