"Scenario","Attribute","Commodity","Process","Period","Value"
"Kea","VAR_Cap","-","ADCF-IRG-IrgVSD-ELC","2025","0.051191"
"Kea","VAR_Cap","-","ADCF-IRG-IrgVSD-ELC","2030","0.089684"
"Kea","VAR_Cap","-","ADCF-IRG-IrgVSD-ELC","2035","0.128829"
"Kea","VAR_Cap","-","ADCF-IRG-IrgVSD-ELC","2040","0.147202"
"Kea","VAR_Cap","-","ADCF-IRG-IrgVSD-ELC","2045","0.134567"
"Kea","VAR_Cap","-","ADCF-IRG-IrgVSD-ELC","2050","0.123015"
"Kea","VAR_Cap","-","ADCF-IRG-IrgVSD-ELC","2055","0.112456"
"Kea","VAR_Cap","-","ADCF-IRG-IrgVSD-ELC","2060","0.102802"
"Kea","VAR_Cap","-","ADCF-IRG-IrgVSD_ELC00","2018","0.059820"
"Kea","VAR_Cap","-","ADCF-IRG-IrgVSD_ELC00","2025","0.038883"
"Kea","VAR_Cap","-","ADCF-IRG-IrgVSD_ELC00","2030","0.023928"
"Kea","VAR_Cap","-","ADCF-IRG-IrgVSD_ELC00","2035","0.008973"
"Kea","VAR_Cap","-","ADCF-IRG-Irg_ELC00","2018","0.151124"
"Kea","VAR_Cap","-","ADCF-IRG-Irg_ELC00","2025","0.098230"
"Kea","VAR_Cap","-","ADCF-IRG-Irg_ELC00","2030","0.060449"
"Kea","VAR_Cap","-","ADCF-IRG-Irg_ELC00","2035","0.022669"
"Kea","VAR_Cap","-","ADCF-LIG--ELC","2025","0.001598"
"Kea","VAR_Cap","-","ADCF-LIG--ELC","2030","0.001598"
"Kea","VAR_Cap","-","ADCF-LIG--ELC","2035","0.001450"
"Kea","VAR_Cap","-","ADCF-LIG--ELC","2040","0.001395"
"Kea","VAR_Cap","-","ADCF-LIG--ELC","2045","0.001395"
"Kea","VAR_Cap","-","ADCF-LIG--ELC","2050","0.001289"
"Kea","VAR_Cap","-","ADCF-LIG--ELC","2055","0.001240"
"Kea","VAR_Cap","-","ADCF-LIG--ELC","2060","0.001192"
"Kea","VAR_Cap","-","ADCF-LIG-LT_ELC00","2018","0.001657"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Bike--ELC","2025","0.168948"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Bike--ELC","2030","0.236606"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Bike--ELC","2035","0.222606"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Bike--ELC","2040","0.208715"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Bike--ELC","2045","0.195691"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Bike--ELC","2050","0.183479"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Bike--ELC","2055","0.172030"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Bike--ELC","2060","0.161295"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Bike-_PET00","2018","0.272255"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Bike-_PET00","2025","0.081676"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr--DSL","2025","1.417237"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr--DSL","2030","2.460757"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr--DSL","2035","2.460757"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr--DSL","2040","2.334137"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr--DSL","2045","1.505613"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr--DSL","2050","0.448168"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr--ELC","2035","1.043913"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr--ELC","2040","2.216837"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr--ELC","2045","2.761374"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr--ELC","2050","3.552552"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr--ELC","2055","3.751069"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr--ELC","2060","3.516996"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr-_DSL00","2018","5.200328"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr-_DSL00","2025","3.545678"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr-_DSL00","2030","2.363786"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-MTr-_DSL00","2035","1.181893"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac--DSL","2025","1.587162"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac--DSL","2030","2.742396"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac--DSL","2035","2.422945"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac--DSL","2040","1.155235"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac--ELC","2035","0.865708"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac--ELC","2040","0.865708"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac--ELC","2045","0.865708"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac--H2R","2035","0.062733"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac--H2R","2040","1.121312"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac--H2R","2045","2.080465"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac--H2R","2050","2.762328"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac--H2R","2055","2.589954"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac--H2R","2060","2.428337"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac-_DSL00","2018","4.039433"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac-_DSL00","2025","2.154364"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Trac-_DSL00","2030","0.807887"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti--DSL","2025","0.278385"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti--DSL","2030","0.384917"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti--DSL","2035","0.384917"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti--DSL","2040","0.359064"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti--DSL","2045","0.196164"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti--DSL","2050","0.045753"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti--ELC","2025","0.010984"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti--ELC","2030","0.117516"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti--ELC","2035","0.330661"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti--ELC","2040","0.570146"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti--ELC","2045","0.675062"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti--ELC","2050","0.771107"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti--ELC","2055","0.765887"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti--ELC","2060","0.718094"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti-_DSL00","2018","1.194518"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti-_DSL00","2025","0.814444"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti-_DSL00","2030","0.542963"
"Kea","VAR_Cap","-","ADCF-MoTP-Mob-Uti-_DSL00","2035","0.271481"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VPVSD-ELC","2025","0.022946"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VPVSD-ELC","2030","0.022946"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VPVSD-ELC","2035","0.022946"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VPVSD-ELC","2040","0.022946"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VPVSD-ELC","2045","0.027478"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VPVSD-ELC","2050","0.024071"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VPVSD-ELC","2055","0.035664"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VPVSD-ELC","2060","0.047179"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VPVSD_ELC00","2018","0.087130"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VPVSD_ELC00","2025","0.062734"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VPVSD_ELC00","2030","0.045308"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VPVSD_ELC00","2035","0.027882"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VPVSD_ELC00","2040","0.010456"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VacP-ELC","2025","0.009797"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VacP-ELC","2030","0.033573"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VacP-ELC","2035","0.057055"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VacP-ELC","2040","0.080284"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VacP-ELC","2045","0.087952"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VacP-ELC","2050","0.086917"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VacP-ELC","2055","0.071053"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VacP-ELC","2060","0.055431"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VacP_ELC00","2018","0.055523"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VacP_ELC00","2025","0.039976"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VacP_ELC00","2030","0.028872"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VacP_ELC00","2035","0.017767"
"Kea","VAR_Cap","-","ADCF-MoTP-Stat-VacP_ELC00","2040","0.006663"
"Kea","VAR_Cap","-","ADCF-PUMP--ELC","2025","0.028788"
"Kea","VAR_Cap","-","ADCF-PUMP--ELC","2030","0.049692"
"Kea","VAR_Cap","-","ADCF-PUMP--ELC","2035","0.070337"
"Kea","VAR_Cap","-","ADCF-PUMP--ELC","2040","0.090760"
"Kea","VAR_Cap","-","ADCF-PUMP--ELC","2045","0.101487"
"Kea","VAR_Cap","-","ADCF-PUMP--ELC","2050","0.097581"
"Kea","VAR_Cap","-","ADCF-PUMP--ELC","2055","0.093826"
"Kea","VAR_Cap","-","ADCF-PUMP--ELC","2060","0.090215"
"Kea","VAR_Cap","-","ADCF-PUMP-Pump_ELC00","2018","0.125420"
"Kea","VAR_Cap","-","ADCF-PUMP-Pump_ELC00","2025","0.090302"
"Kea","VAR_Cap","-","ADCF-PUMP-Pump_ELC00","2030","0.065218"
"Kea","VAR_Cap","-","ADCF-PUMP-Pump_ELC00","2035","0.040134"
"Kea","VAR_Cap","-","ADCF-PUMP-Pump_ELC00","2040","0.015050"
"Kea","VAR_Cap","-","ADCF-RFGR--ELC","2025","0.195459"
"Kea","VAR_Cap","-","ADCF-RFGR--ELC","2030","0.336362"
"Kea","VAR_Cap","-","ADCF-RFGR--ELC","2035","0.414277"
"Kea","VAR_Cap","-","ADCF-RFGR--ELC","2040","0.398334"
"Kea","VAR_Cap","-","ADCF-RFGR--ELC","2045","0.383004"
"Kea","VAR_Cap","-","ADCF-RFGR--ELC","2050","0.368265"
"Kea","VAR_Cap","-","ADCF-RFGR--ELC","2055","0.354092"
"Kea","VAR_Cap","-","ADCF-RFGR--ELC","2060","0.340465"
"Kea","VAR_Cap","-","ADCF-RFGR-HRECSys_ELC00","2018","0.256781"
"Kea","VAR_Cap","-","ADCF-RFGR-HRECSys_ELC00","2025","0.136950"
"Kea","VAR_Cap","-","ADCF-RFGR-HRECSys_ELC00","2030","0.051356"
"Kea","VAR_Cap","-","ADCF-RFGR-RF_ELC00","2018","0.216547"
"Kea","VAR_Cap","-","ADCF-RFGR-RF_ELC00","2025","0.115492"
"Kea","VAR_Cap","-","ADCF-RFGR-RF_ELC00","2030","0.043309"
"Kea","VAR_Cap","-","ADCF-WH-Cylinder_ELC00","2018","0.081341"
"Kea","VAR_Cap","-","ADCF-WH-Cylinder_ELC00","2025","0.052871"
"Kea","VAR_Cap","-","ADCF-WH-Cylinder_ELC00","2030","0.032536"
"Kea","VAR_Cap","-","ADCF-WH-Cylinder_ELC00","2035","0.012201"
"Kea","VAR_Cap","-","ADCF-WH-Hreco-ELC","2025","0.138827"
"Kea","VAR_Cap","-","ADCF-WH-Hreco-ELC","2030","0.181693"
"Kea","VAR_Cap","-","ADCF-WH-Hreco-ELC","2035","0.223959"
"Kea","VAR_Cap","-","ADCF-WH-Hreco-ELC","2040","0.245085"
"Kea","VAR_Cap","-","ADCF-WH-Hreco-ELC","2045","0.235653"
"Kea","VAR_Cap","-","ADCF-WH-Hreco-ELC","2050","0.226584"
"Kea","VAR_Cap","-","ADCF-WH-Hreco-ELC","2055","0.217864"
"Kea","VAR_Cap","-","ADCF-WH-Hreco-ELC","2060","0.209479"
"Kea","VAR_Cap","-","ADCF-WH-Hreco_ELC00","2018","0.209886"
"Kea","VAR_Cap","-","ADCF-WH-Hreco_ELC00","2025","0.136426"
"Kea","VAR_Cap","-","ADCF-WH-Hreco_ELC00","2030","0.083954"
"Kea","VAR_Cap","-","ADCF-WH-Hreco_ELC00","2035","0.031483"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_DSL00","2018","0.009219"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_DSL00","2025","0.007929"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_DSL00","2030","0.007007"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_DSL00","2035","0.006085"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_DSL00","2040","0.005163"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_DSL00","2045","0.004241"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_DSL00","2050","0.003319"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_DSL00","2055","0.002397"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_DSL00","2060","0.001475"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_FOL00","2018","0.006419"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_FOL00","2025","0.005521"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_FOL00","2030","0.004879"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_FOL00","2035","0.004237"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_FOL00","2040","0.003595"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_FOL00","2045","0.002953"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_FOL00","2050","0.002311"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_FOL00","2055","0.001669"
"Kea","VAR_Cap","-","AFISH-BOAT-Boat_FOL00","2060","0.001027"
"Kea","VAR_Cap","-","AFISH-BOAT-HYBBOAT-DSL","2025","0.008570"
"Kea","VAR_Cap","-","AFISH-BOAT-HYBBOAT-DSL","2030","0.008570"
"Kea","VAR_Cap","-","AFISH-BOAT-HYBBOAT-DSL","2035","0.008570"
"Kea","VAR_Cap","-","AFISH-BOAT-HYBBOAT-DSL","2040","0.007680"
"Kea","VAR_Cap","-","AFISH-BOAT-HYBBOAT-DSL","2045","0.007517"
"Kea","VAR_Cap","-","AFISH-BOAT-HYBBOAT-DSL","2050","0.007517"
"Kea","VAR_Cap","-","AFISH-BOAT-HYBBOAT-DSL","2055","0.007517"
"Kea","VAR_Cap","-","AFISH-BOAT-HYBBOAT-DSL","2060","0.007357"
"Kea","VAR_Cap","-","AFISH-LIG--ELC","2025","0.000391"
"Kea","VAR_Cap","-","AFISH-LIG--ELC","2030","0.000391"
"Kea","VAR_Cap","-","AFISH-LIG--ELC","2035","0.000366"
"Kea","VAR_Cap","-","AFISH-LIG--ELC","2040","0.000357"
"Kea","VAR_Cap","-","AFISH-LIG--ELC","2045","0.000357"
"Kea","VAR_Cap","-","AFISH-LIG--ELC","2050","0.000341"
"Kea","VAR_Cap","-","AFISH-LIG--ELC","2055","0.000333"
"Kea","VAR_Cap","-","AFISH-LIG--ELC","2060","0.000325"
"Kea","VAR_Cap","-","AFISH-LIG-LT_ELC00","2018","0.000404"
"Kea","VAR_Cap","-","AFISH-RFGR-RF-ELC","2025","0.003246"
"Kea","VAR_Cap","-","AFISH-RFGR-RF-ELC","2030","0.005569"
"Kea","VAR_Cap","-","AFISH-RFGR-RF-ELC","2035","0.006900"
"Kea","VAR_Cap","-","AFISH-RFGR-RF-ELC","2040","0.006739"
"Kea","VAR_Cap","-","AFISH-RFGR-RF-ELC","2045","0.006582"
"Kea","VAR_Cap","-","AFISH-RFGR-RF-ELC","2050","0.006429"
"Kea","VAR_Cap","-","AFISH-RFGR-RF-ELC","2055","0.006279"
"Kea","VAR_Cap","-","AFISH-RFGR-RF-ELC","2060","0.006133"
"Kea","VAR_Cap","-","AFISH-RFGR-RF_ELC00","2018","0.007485"
"Kea","VAR_Cap","-","AFISH-RFGR-RF_ELC00","2025","0.003992"
"Kea","VAR_Cap","-","AFISH-RFGR-RF_ELC00","2030","0.001497"
"Kea","VAR_Cap","-","AFORE-LIG--ELC","2025","0.001142"
"Kea","VAR_Cap","-","AFORE-LIG--ELC","2030","0.001167"
"Kea","VAR_Cap","-","AFORE-LIG--ELC","2035","0.001205"
"Kea","VAR_Cap","-","AFORE-LIG--ELC","2040","0.001254"
"Kea","VAR_Cap","-","AFORE-LIG--ELC","2045","0.001311"
"Kea","VAR_Cap","-","AFORE-LIG--ELC","2050","0.001374"
"Kea","VAR_Cap","-","AFORE-LIG--ELC","2055","0.001306"
"Kea","VAR_Cap","-","AFORE-LIG--ELC","2060","0.001242"
"Kea","VAR_Cap","-","AFORE-LIG-LT_ELC00","2018","0.001126"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-CY--DSL","2025","0.181552"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-CY--DSL","2030","0.402311"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-CY--DSL","2035","0.550929"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-CY--DSL","2040","0.587743"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-CY--DSL","2045","0.630132"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-CY--DSL","2050","0.481514"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-CY--DSL","2055","0.263149"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-CY--H2R","2050","0.195736"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-CY--H2R","2055","0.397339"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-CY--H2R","2060","0.644139"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-CY-_DSL00","2018","0.577384"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-CY-_DSL00","2025","0.307938"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-CY-_DSL00","2030","0.115477"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-GB--DSL","2025","0.316233"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-GB--DSL","2030","0.543490"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-GB--DSL","2035","0.700391"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-GB--DSL","2040","0.450496"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-GB--DSL","2045","0.223239"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-GB--H2R","2040","0.296696"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-GB--H2R","2045","0.577842"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-GB--H2R","2050","0.860982"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-GB--H2R","2055","0.839671"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-GB--H2R","2060","0.818888"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-GB-_DSL00","2018","0.576348"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-GB-_DSL00","2025","0.307386"
"Kea","VAR_Cap","-","AFORE-MoTP-Mob-GB-_DSL00","2030","0.115270"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat--ELC","2025","0.024996"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat--ELC","2030","0.035507"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat--ELC","2035","0.046634"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat--ELC","2040","0.055042"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat--ELC","2045","0.059012"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat--ELC","2050","0.063424"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat--ELC","2055","0.061855"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat--ELC","2060","0.060324"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat-Motor_DSL00","2018","0.010174"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat-Motor_DSL00","2025","0.006613"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat-Motor_DSL00","2030","0.004070"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat-Motor_DSL00","2035","0.001526"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat-Motor_ELC00","2018","0.032282"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat-Motor_ELC00","2025","0.020984"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat-Motor_ELC00","2030","0.012913"
"Kea","VAR_Cap","-","AFORE-MoTP-Stat-Motor_ELC00","2035","0.004842"
"Kea","VAR_Cap","-","AHORT-IRG-IrgVSD-ELC","2025","0.031840"
"Kea","VAR_Cap","-","AHORT-IRG-IrgVSD-ELC","2030","0.048488"
"Kea","VAR_Cap","-","AHORT-IRG-IrgVSD-ELC","2035","0.072436"
"Kea","VAR_Cap","-","AHORT-IRG-IrgVSD-ELC","2040","0.084805"
"Kea","VAR_Cap","-","AHORT-IRG-IrgVSD-ELC","2045","0.079591"
"Kea","VAR_Cap","-","AHORT-IRG-IrgVSD-ELC","2050","0.074709"
"Kea","VAR_Cap","-","AHORT-IRG-IrgVSD-ELC","2055","0.069271"
"Kea","VAR_Cap","-","AHORT-IRG-IrgVSD-ELC","2060","0.064229"
"Kea","VAR_Cap","-","AHORT-IRG-IrgVSD_ELC00","2018","0.033331"
"Kea","VAR_Cap","-","AHORT-IRG-IrgVSD_ELC00","2025","0.021665"
"Kea","VAR_Cap","-","AHORT-IRG-IrgVSD_ELC00","2030","0.013332"
"Kea","VAR_Cap","-","AHORT-IRG-IrgVSD_ELC00","2035","0.005000"
"Kea","VAR_Cap","-","AHORT-IRG-Irg_ELC00","2018","0.084204"
"Kea","VAR_Cap","-","AHORT-IRG-Irg_ELC00","2025","0.054732"
"Kea","VAR_Cap","-","AHORT-IRG-Irg_ELC00","2030","0.033681"
"Kea","VAR_Cap","-","AHORT-IRG-Irg_ELC00","2035","0.012631"
"Kea","VAR_Cap","-","AHORT-LIG--ELC","2025","0.000570"
"Kea","VAR_Cap","-","AHORT-LIG--ELC","2030","0.000570"
"Kea","VAR_Cap","-","AHORT-LIG--ELC","2035","0.000515"
"Kea","VAR_Cap","-","AHORT-LIG--ELC","2040","0.000509"
"Kea","VAR_Cap","-","AHORT-LIG--ELC","2045","0.000509"
"Kea","VAR_Cap","-","AHORT-LIG--ELC","2050","0.000496"
"Kea","VAR_Cap","-","AHORT-LIG--ELC","2055","0.000483"
"Kea","VAR_Cap","-","AHORT-LIG--ELC","2060","0.000471"
"Kea","VAR_Cap","-","AHORT-LIG-LT_ELC00","2018","0.000584"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr--DSL","2025","0.202131"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr--DSL","2030","0.303304"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr--DSL","2035","0.303304"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr--DSL","2040","0.284256"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr--DSL","2045","0.165933"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr--DSL","2050","0.043452"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr--ELC","2035","0.147356"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr--ELC","2040","0.314774"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr--ELC","2045","0.410680"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr--ELC","2050","0.511669"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr--ELC","2055","0.527914"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr--ELC","2060","0.502041"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr-_DSL00","2018","0.662012"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr-_DSL00","2025","0.451372"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr-_DSL00","2030","0.300915"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-MTr-_DSL00","2035","0.150457"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Trac--DSL","2025","2.143933"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Trac--DSL","2030","3.445183"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Trac--DSL","2035","3.315226"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Trac--DSL","2040","3.190666"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Trac--DSL","2045","3.071262"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Trac--DSL","2050","2.956787"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Trac--DSL","2055","2.811875"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Trac--DSL","2060","2.674065"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Trac-_DSL00","2018","3.917927"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Trac-_DSL00","2025","1.632469"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti--DSL","2025","0.079463"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti--DSL","2030","0.100120"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti--DSL","2035","0.100120"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti--DSL","2040","0.092341"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti--DSL","2045","0.045780"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti--DSL","2050","0.008872"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti--ELC","2025","0.003079"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti--ELC","2030","0.023736"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti--ELC","2035","0.083910"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti--ELC","2040","0.152276"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti--ELC","2045","0.189683"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti--ELC","2050","0.217815"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti--ELC","2055","0.215577"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti--ELC","2060","0.205012"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti-_DSL00","2018","0.304129"
"Kea","VAR_Cap","-","AHORT-MoTP-Mob-Uti-_DSL00","2025","0.207361"
