"Scenario","Attribute","Commodity","Process","Period","Value","Sector","Subsector","Technology","Fuel","Enduse","Unit","Parameters","FuelGroup","FuelSourceProcess","CommoditySet","ProcessSet","Technology_Group"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2050","1.052662","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2055","1.037838","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2060","1.023224","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2025","1.132092","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2030","1.102265","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2035","1.073218","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2040","1.058033","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2045","1.056074","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2050","1.054126","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2055","1.052190","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-ELC-Fan","2060","1.050242","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-NGA-BLR15","2018","0.726400","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-NGA-BLR15","2025","0.006944","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-NGA-BLR15","2018","0.726400","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-NGA-BLR15","2025","0.425857","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-NGA-BLR15","2030","0.045629","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-NGA-BLR15","2035","0.202271","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-NGA-BLR15","2040","0.148871","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2025","1.206990","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2030","1.336457","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2035","1.326340","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2040","1.307663","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2045","1.289250","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2050","1.271095","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2055","1.253196","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2060","1.235548","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2025","0.798580","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2030","0.800231","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2035","0.856640","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2040","1.128710","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2045","1.275215","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2050","1.272863","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2055","1.270525","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_PRE","DARY-PH-MVR_PRE-WOD-Boiler","2060","1.256512","Industry","Dairy Product Manufacturing","Boiler","Wood","Process Heat Evaporation/Drying","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-COA-BLR15","2018","0.684100","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-COA-BLR15","2018","0.684100","Industry","Dairy Product Manufacturing","Boiler","Coal","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2025","0.971550","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2030","0.964476","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2035","0.954168","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2040","0.940732","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2045","0.927485","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2050","0.914425","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2055","0.901548","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2060","0.888853","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2025","0.983425","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2030","0.957514","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2035","0.932282","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2040","0.919091","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2045","0.917389","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2050","0.915697","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2055","0.914015","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Tui","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-ELC-Fan","2060","0.912323","Industry","Dairy Product Manufacturing","Fan","Electricity","Process Heat Evaporation/Drying","PJ","End Use Demand","Electricity","","","","Electronics and Lighting"
"Kea","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-NGA-BLR15","2018","0.285900","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-MVR_TVR","DARY-PH-MVR_TVR-NGA-BLR15","2018","0.285900","Industry","Dairy Product Manufacturing","Boiler","Natural Gas","Process Heat Evaporation/Drying","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-DSL-BLR15","2018","0.088900","Industry","Dairy Product Manufacturing","Boiler","Diesel","Process Heat Steam/Hot Water","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-DSL-BLR15","2030","0.000876","Industry","Dairy Product Manufacturing","Boiler","Diesel","Process Heat Steam/Hot Water","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-DSL-BLR15","2018","0.088900","Industry","Dairy Product Manufacturing","Boiler","Diesel","Process Heat Steam/Hot Water","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-DSL-BLR15","2030","0.000925","Industry","Dairy Product Manufacturing","Boiler","Diesel","Process Heat Steam/Hot Water","PJ","End Use Demand","Fossil Fuels","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-Boiler","2035","0.062826","Industry","Dairy Product Manufacturing","Boiler","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-Boiler","2040","0.061764","Industry","Dairy Product Manufacturing","Boiler","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-Boiler","2045","0.062826","Industry","Dairy Product Manufacturing","Boiler","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-Boiler","2050","0.062826","Industry","Dairy Product Manufacturing","Boiler","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-Boiler","2055","0.061808","Industry","Dairy Product Manufacturing","Boiler","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2025","0.391927","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2030","0.389143","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2035","0.384985","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2040","0.370371","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2045","0.374219","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2050","0.368949","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2055","0.363754","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2060","0.358631","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2025","0.395354","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2030","0.386335","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2035","0.376154","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2040","0.360797","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2045","0.369944","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2050","0.369462","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2055","0.368784","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Tui","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-ELC-HPmp","2060","0.368101","Industry","Dairy Product Manufacturing","Heat Pump","Electricity","Process Heat Steam/Hot Water","PJ","End Use Demand","Electricity","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-GEO-Heat","2025","0.010092","Industry","Dairy Product Manufacturing","Heat Exchanger","Geothermal","Process Heat Steam/Hot Water","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
"Kea","VAR_FOut","DARY-PH-STM_HW","DARY-PH-STM_HW-GEO-Heat","2030","0.017174","Industry","Dairy Product Manufacturing","Heat Exchanger","Geothermal","Process Heat Steam/Hot Water","PJ","End Use Demand","Renewables (direct use)","","","","Heating/Cooling"
