STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,SCENARIO_POPPR_NAT_008,Scenario,YEAR_POPPR_NAT_008,Year,MEASURE_POPPR_NAT_008,Measure,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2049,2049,NATINC,,-9500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2049,2049,NETMIG,,900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2049,2049,TOTPOP,,6180200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2050,2050,BTH,,47800,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2050,2050,DTH,,55100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2050,2050,NATINC,,-10400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2050,2050,NETMIG,,1200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2050,2050,TOTPOP,,6206700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2051,2051,BTH,,47300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2051,2051,DTH,,55900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2051,2051,NATINC,,-11600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2051,2051,NETMIG,,1400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2051,2051,TOTPOP,,6240900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2052,2052,BTH,,46900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2052,2052,DTH,,56400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2052,2052,NATINC,,-12800,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2052,2052,NETMIG,,1700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2052,2052,TOTPOP,,6272300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2053,2053,BTH,,46400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2053,2053,DTH,,57000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2053,2053,NATINC,,-14000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2053,2053,NETMIG,,1900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2053,2053,TOTPOP,,6297000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2054,2054,BTH,,45800,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2054,2054,DTH,,57600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2054,2054,NATINC,,-15300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2054,2054,NETMIG,,2200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2054,2054,TOTPOP,,6335100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2055,2055,BTH,,45000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2055,2055,DTH,,58000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2055,2055,NATINC,,-16200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2055,2055,NETMIG,,2400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2055,2055,TOTPOP,,6363000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2056,2056,BTH,,44700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2056,2056,DTH,,58600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2056,2056,NATINC,,-17300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2056,2056,NETMIG,,2700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2056,2056,TOTPOP,,6401800,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2057,2057,BTH,,43900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2057,2057,DTH,,59100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2057,2057,NATINC,,-18200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2057,2057,NETMIG,,2900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2057,2057,TOTPOP,,6421700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2058,2058,BTH,,43700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2058,2058,DTH,,59300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2058,2058,NATINC,,-19100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2058,2058,NETMIG,,3200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2058,2058,TOTPOP,,6457800,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2059,2059,BTH,,43400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2059,2059,DTH,,59700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2059,2059,NATINC,,-19700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2059,2059,NETMIG,,3400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2059,2059,TOTPOP,,6483000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2060,2060,BTH,,42600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2060,2060,DTH,,60100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2060,2060,NATINC,,-20600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2060,2060,NETMIG,,3700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P10,10th percentile,2060,2060,TOTPOP,,6495400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2024,2024,TOTPOP,,5267500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2025,2025,BTH,,57200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2025,2025,DTH,,36100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2025,2025,NATINC,,20500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2025,2025,NETMIG,,21600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2025,2025,TOTPOP,,5314300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2026,2026,BTH,,56700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2026,2026,DTH,,36600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2026,2026,NATINC,,19300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2026,2026,NETMIG,,8400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2026,2026,TOTPOP,,5353200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2027,2027,BTH,,56100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2027,2027,DTH,,37300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2027,2027,NATINC,,18100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2027,2027,NETMIG,,10900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2027,2027,TOTPOP,,5391400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2028,2028,BTH,,55600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2028,2028,DTH,,38000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2028,2028,NATINC,,16900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2028,2028,NETMIG,,12900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2028,2028,TOTPOP,,5435200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2029,2029,BTH,,55300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2029,2029,DTH,,38700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2029,2029,NATINC,,15700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2029,2029,NETMIG,,14400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2029,2029,TOTPOP,,5482700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2030,2030,BTH,,55000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2030,2030,DTH,,39400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2030,2030,NATINC,,14500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2030,2030,NETMIG,,15400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2030,2030,TOTPOP,,5533200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2031,2031,BTH,,54500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2031,2031,DTH,,40200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2031,2031,NATINC,,13500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2031,2031,NETMIG,,15900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2031,2031,TOTPOP,,5580200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2032,2032,BTH,,54300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2032,2032,DTH,,41100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2032,2032,NATINC,,12300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2032,2032,NETMIG,,16100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2032,2032,TOTPOP,,5622700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2033,2033,BTH,,54100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2033,2033,DTH,,41900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2033,2033,NATINC,,11300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2033,2033,NETMIG,,16400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2033,2033,TOTPOP,,5670300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2034,2034,BTH,,54100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2034,2034,DTH,,42800,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2034,2034,NATINC,,10400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2034,2034,NETMIG,,16600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2034,2034,TOTPOP,,5716500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2035,2035,BTH,,54000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2035,2035,DTH,,43700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2035,2035,NATINC,,9500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2035,2035,NETMIG,,16900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2035,2035,TOTPOP,,5762500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2036,2036,BTH,,54000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2036,2036,DTH,,44700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2036,2036,NATINC,,8400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2036,2036,NETMIG,,17100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2036,2036,TOTPOP,,5801400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2037,2037,BTH,,54200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2037,2037,DTH,,45500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2037,2037,NATINC,,7600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2037,2037,NETMIG,,17400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2037,2037,TOTPOP,,5848700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2038,2038,BTH,,54500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2038,2038,DTH,,46500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2038,2038,NATINC,,6900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2038,2038,NETMIG,,17600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2038,2038,TOTPOP,,5899600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2039,2039,BTH,,54500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2039,2039,DTH,,47400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2039,2039,NATINC,,6100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2039,2039,NETMIG,,17900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2039,2039,TOTPOP,,5948200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2040,2040,BTH,,55000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2040,2040,DTH,,48300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2040,2040,NATINC,,5400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2040,2040,NETMIG,,18100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2040,2040,TOTPOP,,5995900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2041,2041,BTH,,55200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2041,2041,DTH,,49200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2041,2041,NATINC,,4800,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2041,2041,NETMIG,,18400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2041,2041,TOTPOP,,6036000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2042,2042,BTH,,55500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2042,2042,DTH,,50100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2042,2042,NATINC,,4100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2042,2042,NETMIG,,18600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2042,2042,TOTPOP,,6078000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2043,2043,BTH,,55500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2043,2043,DTH,,51000,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2043,2043,NATINC,,3200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2043,2043,NETMIG,,18900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2043,2043,TOTPOP,,6122900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2044,2044,BTH,,55500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2044,2044,DTH,,51800,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2044,2044,NATINC,,2500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2044,2044,NETMIG,,19100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2044,2044,TOTPOP,,6166200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2045,2045,BTH,,55500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2045,2045,DTH,,52500,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2045,2045,NATINC,,1300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2045,2045,NETMIG,,19400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2045,2045,TOTPOP,,6208900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2046,2046,BTH,,55300,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2046,2046,DTH,,53400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2046,2046,NATINC,,400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2046,2046,NETMIG,,19600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2046,2046,TOTPOP,,6252400,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2047,2047,BTH,,54900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2047,2047,DTH,,54200,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2047,2047,NATINC,,-600,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2047,2047,NETMIG,,19900,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2047,2047,TOTPOP,,6292100,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2048,2048,BTH,,54700,
DATAFLOW,STATSNZ:POPPR_NAT_008(1.0),"National population projections, characteristics, 2024(base)-2078",I,P25,25th percentile,2048,2048,DTH,,55000,
