Scenario,Attribute,Variable,ProcessGroup,Process,PlantName,TechnologyGroup,Technology,CommodityGroup,Commodity,Fuel,Region,Vintage,TimeSlice,Period,Value,Unit
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeRereHau,Te Rere Hau,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WK-D,2023,0.1267596,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeRereHau,Te Rere Hau,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WK-P,2023,0.0115235999999999,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeRereHau,Te Rere Hau,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,WIN-WE-P,2023,0.0045395999999999,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeRereHau,Te Rere Hau,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WK-D,2023,0.0293591340000005,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeRereHau,Te Rere Hau,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WK-N,2023,0.136188,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeRereHau,Te Rere Hau,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WE-N,2023,0.0544751999999999,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeRereHau,Te Rere Hau,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WE-P,2023,0.0045395999999999,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeUku,Te Uku,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SUM-WK-D,2023,0.0553483296000007,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeUku,Te Uku,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WK-N,2023,0.18361728,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeUku,Te Uku,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WE-D,2023,0.06630624,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeUku,Te Uku,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,WIN-WE-D,2023,0.06630624,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeUku,Te Uku,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WK-D,2023,0.1657656,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeUku,Te Uku,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WK-N,2023,0.1808352,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeUku,Te Uku,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WE-D,2023,0.06630624,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TeUku,Te Uku,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WE-N,2023,0.0723340799999998,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaNorth,Turitea North,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SUM-WK-P,2023,0.0269892,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaNorth,Turitea North,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SUM-WE-N,2023,0.1388016,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaNorth,Turitea North,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SUM-WE-P,2023,0.0115667999999999,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaNorth,Turitea North,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WK-N,2023,0.0510623062864918,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaNorth,Turitea North,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WK-P,2023,0.0282743999999998,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaNorth,Turitea North,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WE-D,2023,0.1225224,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaNorth,Turitea North,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WE-N,2023,0.1336608,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaNorth,Turitea North,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WE-P,2023,0.0111383999999998,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaNorth,Turitea North,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,WIN-WK-D,2023,0.3110184,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaNorth,Turitea North,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,WIN-WK-P,2023,0.0282743999999998,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaNorth,Turitea North,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,WIN-WE-D,2023,0.1225224,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaNorth,Turitea North,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,WIN-WE-N,2023,0.1336608,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaNorth,Turitea North,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WK-P,2023,0.027846,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaNorth,Turitea North,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WE-D,2023,0.1225224,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaSouth,Turitea South,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SUM-WK-D,2023,0.2569644,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaSouth,Turitea South,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SUM-WE-D,2023,0.0668155861135112,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaSouth,Turitea South,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WK-D,2023,0.2692008,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaSouth,Turitea South,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WE-D,2023,0.1060488,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaSouth,Turitea South,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,WIN-WE-P,2023,0.0096407999999997,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaSouth,Turitea South,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WK-D,2023,0.265122,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaSouth,Turitea South,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WE-N,2023,0.1156896,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_TuriteaSouth,Turitea South,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WE-P,2023,0.0096407999999997,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_Waipipi,Waipipi,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SUM-WK-N,2023,0.3619728,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_Waipipi,Waipipi,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WK-D,2023,0.3476088,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_Waipipi,Waipipi,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WK-N,2023,0.029060042400001,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_Waipipi,Waipipi,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WE-P,2023,0.0124487999999997,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_Waipipi,Waipipi,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,WIN-WK-N,2023,0.3792096,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_Waipipi,Waipipi,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,WIN-WE-D,2023,0.1369368,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_Waipipi,Waipipi,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WK-N,2023,0.373464,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_WestWind,West Wind,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SUM-WK-D,2023,0.35575848,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_WestWind,West Wind,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SUM-WK-N,2023,0.292635414000003,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_WestWind,West Wind,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SUM-WK-P,2023,0.03234168,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_WestWind,West Wind,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SUM-WE-D,2023,0.15246792,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_WestWind,West Wind,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SUM-WE-N,2023,0.16632864,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_WestWind,West Wind,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WK-P,2023,0.0338817599999997,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_WestWind,West Wind,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WE-D,2023,0.14682096,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_WestWind,West Wind,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,FAL-WE-N,2023,0.16016832,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_WestWind,West Wind,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,WIN-WK-P,2023,0.0338817599999997,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_WestWind,West Wind,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,WIN-WE-N,2023,0.16016832,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_WestWind,West Wind,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,WIN-WE-P,2023,0.0133473599999997,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_WestWind,West Wind,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WK-P,2023,0.0333683999999999,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WindOn_WestWind,West Wind,Wind,Onshore wind,Energy,ELCWIN,Wind,NI,2023,SPR-WE-P,2023,0.0133473599999997,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WoodCHP_Generic,Generic wood cogeneration,Thermal,Wood Cogen,Energy,ELCWOD,Wood,NI,2023,SUM-WK-D,2023,0.201421776959749,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WoodCHP_Generic,Generic wood cogeneration,Thermal,Wood Cogen,Energy,ELCWOD,Wood,NI,2023,SUM-WK-N,2023,0.130793361662174,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WoodCHP_Generic,Generic wood cogeneration,Thermal,Wood Cogen,Energy,ELCWOD,Wood,NI,2023,SUM-WE-N,2023,0.0941712203967658,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WoodCHP_Generic,Generic wood cogeneration,Thermal,Wood Cogen,Energy,ELCWOD,Wood,NI,2023,FAL-WK-D,2023,0.211013290148308,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WoodCHP_Generic,Generic wood cogeneration,Thermal,Wood Cogen,Energy,ELCWOD,Wood,NI,2023,FAL-WK-N,2023,0.230196316525427,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WoodCHP_Generic,Generic wood cogeneration,Thermal,Wood Cogen,Energy,ELCWOD,Wood,NI,2023,FAL-WK-P,2023,0.0191830263771188,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WoodCHP_Generic,Generic wood cogeneration,Thermal,Wood Cogen,Energy,ELCWOD,Wood,NI,2023,WIN-WK-D,2023,0.211013290148308,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WoodCHP_Generic,Generic wood cogeneration,Thermal,Wood Cogen,Energy,ELCWOD,Wood,NI,2023,WIN-WK-P,2023,0.0191830263771188,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WoodCHP_Generic,Generic wood cogeneration,Thermal,Wood Cogen,Energy,ELCWOD,Wood,NI,2023,WIN-WE-N,2023,0.0906833974191076,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WoodCHP_Generic,Generic wood cogeneration,Thermal,Wood Cogen,Energy,ELCWOD,Wood,NI,2023,SPR-WK-P,2023,0.0188923744623141,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WoodCHP_Generic,Generic wood cogeneration,Thermal,Wood Cogen,Energy,ELCWOD,Wood,NI,2023,SPR-WE-D,2023,0.0831264476341821,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_WoodCHP_Generic,Generic wood cogeneration,Thermal,Wood Cogen,Energy,ELCWOD,Wood,NI,2023,SPR-WE-N,2023,0.0906833974191076,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,SUM-WK-D,2024,0.280979511289618,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,SUM-WK-N,2024,0.101781198858536,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,SUM-WK-P,2024,0.0255435919354198,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,SUM-WE-D,2024,0.120419790552693,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,FAL-WK-D,2024,0.294359488017695,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,FAL-WK-N,2024,0.321119441473849,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,FAL-WK-P,2024,0.0267599534561539,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,FAL-WE-N,2024,0.126501598156365,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,FAL-WE-P,2024,0.0105417998463635,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,WIN-WK-N,2024,0.321119441473849,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,WIN-WK-P,2024,0.0267599534561539,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,WIN-WE-D,2024,0.115959798310001,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,WIN-WE-N,2024,0.108487162692399,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,WIN-WE-P,2024,0.0105417998463635,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,SPR-WK-D,2024,0.289899495775003,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,SPR-WK-P,2024,0.0263544996159093,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,SPR-WE-N,2024,0.126501598156365,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BioRecip_Generic,Generic biogas generation,Thermal,Reciprocating Biogas,Energy,ELCBIG,Biogas,NI,2024,SPR-WE-P,2024,0.0105417998463635,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,SUM-WK-D,2024,0.0466200304931505,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,SUM-WK-N,2024,0.0348203864116236,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,SUM-WK-P,2024,0.0042381845902864,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,SUM-WE-D,2024,0.019980013068493,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,SUM-WE-P,2024,0.0018163648244084,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,FAL-WK-D,2024,0.0488400319452053,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,FAL-WK-N,2024,0.0532800348493149,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,FAL-WK-P,2024,0.0044400029041095,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,FAL-WE-D,2024,0.0192400125844748,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,FAL-WE-N,2024,0.0209891046376089,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,FAL-WE-P,2024,0.001749092053134,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,WIN-WK-N,2024,0.0532800348493149,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,WIN-WK-P,2024,0.0044400029041095,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,WIN-WE-P,2024,0.001749092053134,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,SPR-WK-D,2024,0.0481000314611871,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,SPR-WK-P,2024,0.0043727301328351,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,SPR-WE-D,2024,0.0192400125844748,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_BiogasCHP_Generic,Generic biogas cogeneration,Thermal,Biogas Cogen,Energy,ELCBIG,Biogas,NI,2024,SPR-WE-P,2024,0.001749092053134,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_CCGT_HuntlyUnit5E3P,Huntly Unit 5 (E3P),Thermal,CCGT,Energy,ELCNGA,Natural gas,NI,2024,SUM-WK-D,2024,1.69095777034906,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_CCGT_HuntlyUnit5E3P,Huntly Unit 5 (E3P),Thermal,CCGT,Energy,ELCNGA,Natural gas,NI,2024,SUM-WK-N,2024,1.11985008554257,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_CCGT_HuntlyUnit5E3P,Huntly Unit 5 (E3P),Thermal,CCGT,Energy,ELCNGA,Natural gas,NI,2024,SUM-WK-P,2024,0.130477608832023,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_CCGT_HuntlyUnit5E3P,Huntly Unit 5 (E3P),Thermal,CCGT,Energy,ELCNGA,Natural gas,NI,2024,SUM-WE-D,2024,0.885713399999996,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_CCGT_HuntlyUnit5E3P,Huntly Unit 5 (E3P),Thermal,CCGT,Energy,ELCNGA,Natural gas,NI,2024,SUM-WE-N,2024,0.966232799999999,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_CCGT_HuntlyUnit5E3P,Huntly Unit 5 (E3P),Thermal,CCGT,Energy,ELCNGA,Natural gas,NI,2024,SUM-WE-P,2024,0.0704851910436392,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_CCGT_HuntlyUnit5E3P,Huntly Unit 5 (E3P),Thermal,CCGT,Energy,ELCNGA,Natural gas,NI,2024,FAL-WK-N,2024,2.36190239999999,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_CCGT_HuntlyUnit5E3P,Huntly Unit 5 (E3P),Thermal,CCGT,Energy,ELCNGA,Natural gas,NI,2024,FAL-WK-P,2024,0.196825199999998,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_CCGT_HuntlyUnit5E3P,Huntly Unit 5 (E3P),Thermal,CCGT,Energy,ELCNGA,Natural gas,NI,2024,FAL-WE-D,2024,0.852909199999998,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_CCGT_HuntlyUnit5E3P,Huntly Unit 5 (E3P),Thermal,CCGT,Energy,ELCNGA,Natural gas,NI,2024,FAL-WE-N,2024,0.930446399999997,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_CCGT_HuntlyUnit5E3P,Huntly Unit 5 (E3P),Thermal,CCGT,Energy,ELCNGA,Natural gas,NI,2024,FAL-WE-P,2024,0.0587229057051037,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_CCGT_HuntlyUnit5E3P,Huntly Unit 5 (E3P),Thermal,CCGT,Energy,ELCNGA,Natural gas,NI,2024,WIN-WK-N,2024,1.83604065960257,PJ
times-nz_v300_trad,VAR_FIn,Electricity fuel use,Electricity generation,ELC_CCGT_HuntlyUnit5E3P,Huntly Unit 5 (E3P),Thermal,CCGT,Energy,ELCNGA,Natural gas,NI,2024,WIN-WK-P,2024,0.196825199999998,PJ
