Attribute,Pset_PN,AllRegions,Year
NCAP_AFA,RES*ELC*S_HEAT,1,2024
NCAP_AFA,RES*ELC*S_HEAT,1,2024
NCAP_AFA,RES*ELC*S_HEAT,1,2024
NCAP_AFA,RES*ELC*S_HEAT,1,2024
NCAP_AFA,RES*ELC*S_HEAT,3,0
NCAP_AFA,RES*ELC*S_HEAT,3,0
NCAP_AFA,RES*ELC*S_HEAT,3,0
NCAP_AFA,RES*ELC*S_HEAT,3,0
