Installed distributed generation trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20250317193423

Parameters
Date range,01 Sep 2013 - 28 Feb 2025
Region type,Regional council
Market segment,Residential
Capacity,All combined
Fuel type,Solar (all)

Month end,Region ID,Region name,Capacity,Fuel type,ICP count,ICP uptake rate (%),Total capacity installed (MW),Avg. capacity installed (kW),ICP count - new installations,Avg. capacity - new installations (kW)
31/07/2016,5,Gisborne,All combined,Solar (All),87,0.56494,0.315,3.618,5,2.300
31/07/2016,6,Hawke's Bay,All combined,Solar (All),513,0.78143,1.940,3.782,25,3.070
31/07/2016,7,Taranaki,All combined,Solar (All),232,0.48498,0.809,3.489,12,3.925
31/07/2016,8,Manawatu-Wanganui,All combined,Solar (All),470,0.47837,1.627,3.463,26,4.042
31/07/2016,9,Wellington,All combined,Solar (All),949,0.48547,3.151,3.320,30,3.004
31/07/2016,16,Tasman,All combined,Solar (All),276,1.41213,1.093,3.960,5,2.278
31/07/2016,17,Nelson,All combined,Solar (All),265,1.25849,0.855,3.227,6,2.408
31/07/2016,18,Marlborough,All combined,Solar (All),209,0.98164,0.716,3.425,5,3.000
31/07/2016,12,West Coast,All combined,Solar (All),19,0.12797,0.061,3.234,0,
31/07/2016,13,Canterbury,All combined,Solar (All),1971,0.82147,7.213,3.660,65,3.216
31/07/2016,14,Otago,All combined,Solar (All),688,0.72123,2.415,3.510,15,3.050
31/07/2016,15,Southland,All combined,Solar (All),180,0.44101,0.837,4.651,2,5.000
31/08/2016,1,Northland,All combined,Solar (All),749,1.02755,2.695,3.598,34,3.752
31/08/2016,2,Auckland,All combined,Solar (All),3028,0.58637,10.079,3.329,102,3.113
31/08/2016,3,Waikato,All combined,Solar (All),1258,0.68174,3.976,3.161,30,2.776
31/08/2016,4,Bay of Plenty,All combined,Solar (All),554,0.46176,1.915,3.458,20,3.376
31/08/2016,5,Gisborne,All combined,Solar (All),90,0.58499,0.321,3.564,3,2.000
31/08/2016,6,Hawke's Bay,All combined,Solar (All),544,0.82838,2.031,3.734,31,2.944
31/08/2016,7,Taranaki,All combined,Solar (All),240,0.50160,0.835,3.481,8,3.250
31/08/2016,8,Manawatu-Wanganui,All combined,Solar (All),496,0.50468,1.716,3.461,27,3.482
31/08/2016,9,Wellington,All combined,Solar (All),969,0.49553,3.212,3.314,20,3.024
31/08/2016,16,Tasman,All combined,Solar (All),280,1.43325,1.108,3.959,4,3.865
31/08/2016,17,Nelson,All combined,Solar (All),271,1.28448,0.873,3.222,6,2.738
31/08/2016,18,Marlborough,All combined,Solar (All),216,1.01356,0.749,3.470,7,4.814
31/08/2016,12,West Coast,All combined,Solar (All),19,0.12799,0.061,3.234,0,
31/08/2016,13,Canterbury,All combined,Solar (All),2045,0.85067,7.463,3.649,74,3.265
31/08/2016,14,Otago,All combined,Solar (All),696,0.72844,2.455,3.528,8,4.700
31/08/2016,15,Southland,All combined,Solar (All),182,0.44607,0.844,4.637,2,3.350
30/09/2016,1,Northland,All combined,Solar (All),782,1.07129,2.804,3.586,46,3.554
30/09/2016,2,Auckland,All combined,Solar (All),3123,0.60409,10.385,3.325,93,3.221
30/09/2016,3,Waikato,All combined,Solar (All),1280,0.69294,4.041,3.157,22,3.029
30/09/2016,4,Bay of Plenty,All combined,Solar (All),572,0.47603,1.971,3.446,18,3.096
30/09/2016,5,Gisborne,All combined,Solar (All),92,0.59764,0.326,3.547,2,2.800
30/09/2016,6,Hawke's Bay,All combined,Solar (All),561,0.85422,2.081,3.709,17,2.932
30/09/2016,7,Taranaki,All combined,Solar (All),248,0.51804,0.868,3.501,8,4.125
30/09/2016,8,Manawatu-Wanganui,All combined,Solar (All),515,0.52381,1.787,3.470,19,3.727
30/09/2016,9,Wellington,All combined,Solar (All),991,0.50644,3.290,3.320,25,3.544
30/09/2016,16,Tasman,All combined,Solar (All),284,1.45425,1.121,3.948,4,3.200
30/09/2016,17,Nelson,All combined,Solar (All),279,1.31890,0.897,3.217,8,3.016
30/09/2016,18,Marlborough,All combined,Solar (All),225,1.05510,0.775,3.445,9,2.860
30/09/2016,12,West Coast,All combined,Solar (All),19,0.12792,0.061,3.234,0,
30/09/2016,13,Canterbury,All combined,Solar (All),2131,0.88511,7.752,3.638,86,3.289
30/09/2016,14,Otago,All combined,Solar (All),710,0.74276,2.502,3.524,15,3.120
30/09/2016,15,Southland,All combined,Solar (All),186,0.45582,0.858,4.613,4,3.525
31/10/2016,1,Northland,All combined,Solar (All),807,1.10453,2.897,3.589,24,3.688
31/10/2016,2,Auckland,All combined,Solar (All),3186,0.61586,10.592,3.325,62,3.169
31/10/2016,3,Waikato,All combined,Solar (All),1315,0.71092,4.139,3.147,36,2.791
31/10/2016,4,Bay of Plenty,All combined,Solar (All),601,0.49951,2.076,3.454,29,3.397
31/10/2016,5,Gisborne,All combined,Solar (All),99,0.64378,0.347,3.503,7,2.929
31/10/2016,6,Hawke's Bay,All combined,Solar (All),574,0.87385,2.125,3.702,13,3.425
31/10/2016,7,Taranaki,All combined,Solar (All),250,0.52200,0.875,3.501,2,4.000
31/10/2016,8,Manawatu-Wanganui,All combined,Solar (All),544,0.55301,1.887,3.469,28,3.389
31/10/2016,9,Wellington,All combined,Solar (All),1017,0.51942,3.374,3.317,27,3.222
31/10/2016,16,Tasman,All combined,Solar (All),293,1.49872,1.171,3.998,9,5.567
31/10/2016,17,Nelson,All combined,Solar (All),287,1.35333,0.919,3.202,8,2.684
31/10/2016,18,Marlborough,All combined,Solar (All),228,1.06837,0.784,3.440,3,3.033
31/10/2016,12,West Coast,All combined,Solar (All),19,0.12787,0.061,3.234,0,
31/10/2016,13,Canterbury,All combined,Solar (All),2182,0.90502,7.948,3.643,52,3.807
31/10/2016,14,Otago,All combined,Solar (All),735,0.76714,2.572,3.500,24,2.800
31/10/2016,15,Southland,All combined,Solar (All),187,0.45787,0.861,4.604,1,3.000
30/11/2016,1,Northland,All combined,Solar (All),831,1.13556,2.996,3.606,25,4.045
30/11/2016,2,Auckland,All combined,Solar (All),3261,0.62998,10.843,3.325,73,3.200
30/11/2016,3,Waikato,All combined,Solar (All),1366,0.73752,4.299,3.147,50,3.130
30/11/2016,4,Bay of Plenty,All combined,Solar (All),632,0.52475,2.202,3.485,32,4.000
30/11/2016,5,Gisborne,All combined,Solar (All),100,0.65070,0.350,3.498,1,3.000
30/11/2016,6,Hawke's Bay,All combined,Solar (All),593,0.90211,2.168,3.656,20,2.639
30/11/2016,7,Taranaki,All combined,Solar (All),252,0.52588,0.882,3.498,2,3.100
30/11/2016,8,Manawatu-Wanganui,All combined,Solar (All),555,0.56398,1.914,3.449,12,2.400
30/11/2016,9,Wellington,All combined,Solar (All),1044,0.53280,3.468,3.322,29,3.331
30/11/2016,16,Tasman,All combined,Solar (All),299,1.52957,1.187,3.968,6,2.540
30/11/2016,17,Nelson,All combined,Solar (All),293,1.37863,0.936,3.193,5,2.016
30/11/2016,18,Marlborough,All combined,Solar (All),241,1.12785,0.826,3.429,13,3.246
30/11/2016,12,West Coast,All combined,Solar (All),20,0.13443,0.064,3.223,1,3.000
30/11/2016,13,Canterbury,All combined,Solar (All),2252,0.93272,8.202,3.642,70,3.670
30/11/2016,14,Otago,All combined,Solar (All),755,0.78885,2.646,3.505,21,3.664
30/11/2016,15,Southland,All combined,Solar (All),188,0.45982,0.866,4.606,1,5.000
31/12/2016,1,Northland,All combined,Solar (All),850,1.15831,3.069,3.611,18,3.778
31/12/2016,2,Auckland,All combined,Solar (All),3322,0.64072,11.061,3.330,63,3.424
31/12/2016,3,Waikato,All combined,Solar (All),1415,0.76204,4.446,3.142,49,3.005
31/12/2016,4,Bay of Plenty,All combined,Solar (All),666,0.55198,2.323,3.488,35,3.597
31/12/2016,5,Gisborne,All combined,Solar (All),108,0.70217,0.368,3.404,8,2.225
31/12/2016,6,Hawke's Bay,All combined,Solar (All),604,0.91786,2.212,3.661,11,3.960
31/12/2016,7,Taranaki,All combined,Solar (All),262,0.54617,0.913,3.485,10,3.150
31/12/2016,8,Manawatu-Wanganui,All combined,Solar (All),571,0.57938,1.984,3.474,16,4.334
31/12/2016,9,Wellington,All combined,Solar (All),1071,0.54607,3.555,3.319,26,3.226
31/12/2016,16,Tasman,All combined,Solar (All),306,1.56434,1.210,3.955,7,3.370
31/12/2016,17,Nelson,All combined,Solar (All),302,1.41684,0.960,3.178,9,2.699
31/12/2016,18,Marlborough,All combined,Solar (All),248,1.15915,0.860,3.470,6,4.833
31/12/2016,12,West Coast,All combined,Solar (All),20,0.13416,0.064,3.223,0,
31/12/2016,13,Canterbury,All combined,Solar (All),2310,0.95435,8.419,3.645,59,3.604
31/12/2016,14,Otago,All combined,Solar (All),771,0.80385,2.715,3.522,16,4.331
31/12/2016,15,Southland,All combined,Solar (All),188,0.45944,0.866,4.606,0,
31/01/2017,1,Northland,All combined,Solar (All),875,1.19161,3.162,3.613,25,3.695
31/01/2017,2,Auckland,All combined,Solar (All),3371,0.65006,11.215,3.327,49,3.160
31/01/2017,3,Waikato,All combined,Solar (All),1447,0.77893,4.542,3.139,31,2.904
31/01/2017,4,Bay of Plenty,All combined,Solar (All),678,0.56157,2.355,3.473,12,2.652
31/01/2017,5,Gisborne,All combined,Solar (All),110,0.71573,0.380,3.451,2,6.000
31/01/2017,6,Hawke's Bay,All combined,Solar (All),614,0.93332,2.240,3.649,10,2.887
31/01/2017,7,Taranaki,All combined,Solar (All),272,0.56649,0.937,3.444,10,2.380
31/01/2017,8,Manawatu-Wanganui,All combined,Solar (All),583,0.59148,2.020,3.464,12,2.999
31/01/2017,9,Wellington,All combined,Solar (All),1094,0.55780,3.627,3.315,23,3.178
31/01/2017,16,Tasman,All combined,Solar (All),310,1.58600,1.219,3.933,4,2.308
31/01/2017,17,Nelson,All combined,Solar (All),306,1.43373,0.975,3.186,4,3.750
31/01/2017,18,Marlborough,All combined,Solar (All),250,1.16752,0.870,3.479,2,4.650
31/01/2017,12,West Coast,All combined,Solar (All),20,0.13432,0.064,3.223,0,
31/01/2017,13,Canterbury,All combined,Solar (All),2352,0.97156,8.572,3.645,43,3.616
31/01/2017,14,Otago,All combined,Solar (All),781,0.81467,2.748,3.519,10,3.300
31/01/2017,15,Southland,All combined,Solar (All),190,0.46487,0.876,4.611,2,5.050
28/02/2017,1,Northland,All combined,Solar (All),897,1.21870,3.251,3.624,20,4.031
28/02/2017,2,Auckland,All combined,Solar (All),3434,0.66114,11.415,3.324,59,3.114
28/02/2017,3,Waikato,All combined,Solar (All),1481,0.79580,4.643,3.135,33,2.964
28/02/2017,4,Bay of Plenty,All combined,Solar (All),721,0.59586,2.514,3.487,44,3.637
28/02/2017,5,Gisborne,All combined,Solar (All),117,0.75959,0.398,3.398,7,2.557
28/02/2017,6,Hawke's Bay,All combined,Solar (All),626,0.94991,2.278,3.640,8,2.179
28/02/2017,7,Taranaki,All combined,Solar (All),274,0.56988,0.949,3.463,2,6.000
28/02/2017,8,Manawatu-Wanganui,All combined,Solar (All),593,0.60050,2.056,3.467,10,3.590
28/02/2017,9,Wellington,All combined,Solar (All),1123,0.57190,3.690,3.286,27,2.776
28/02/2017,16,Tasman,All combined,Solar (All),318,1.62419,1.258,3.955,8,4.770
28/02/2017,17,Nelson,All combined,Solar (All),317,1.48089,1.003,3.165,9,2.589
28/02/2017,18,Marlborough,All combined,Solar (All),250,1.16480,0.868,3.474,1,1.380
28/02/2017,12,West Coast,All combined,Solar (All),20,0.13412,0.064,3.223,0,
28/02/2017,13,Canterbury,All combined,Solar (All),2410,0.99262,8.750,3.631,49,3.347
28/02/2017,14,Otago,All combined,Solar (All),795,0.82503,2.798,3.519,12,3.825
28/02/2017,15,Southland,All combined,Solar (All),192,0.46848,0.882,4.594,2,3.000
31/03/2017,1,Northland,All combined,Solar (All),947,1.28496,3.430,3.622,31,3.427
31/03/2017,2,Auckland,All combined,Solar (All),3502,0.67351,11.617,3.317,66,2.926
31/03/2017,3,Waikato,All combined,Solar (All),1515,0.81334,4.763,3.144,35,3.412
31/03/2017,4,Bay of Plenty,All combined,Solar (All),734,0.60580,2.559,3.486,12,3.479
31/03/2017,5,Gisborne,All combined,Solar (All),130,0.84246,0.441,3.394,13,3.285
31/03/2017,6,Hawke's Bay,All combined,Solar (All),649,0.98454,2.360,3.636,24,3.214
31/03/2017,7,Taranaki,All combined,Solar (All),275,0.57138,0.950,3.455,1,1.380
31/03/2017,8,Manawatu-Wanganui,All combined,Solar (All),616,0.62347,2.119,3.440,23,2.764
31/03/2017,9,Wellington,All combined,Solar (All),1149,0.58477,3.771,3.282,25,3.129
31/03/2017,16,Tasman,All combined,Solar (All),324,1.65509,1.297,4.003,6,6.568
31/03/2017,17,Nelson,All combined,Solar (All),329,1.53530,1.040,3.161,12,3.071
31/03/2017,18,Marlborough,All combined,Solar (All),254,1.18239,0.879,3.462,3,2.750
31/03/2017,12,West Coast,All combined,Solar (All),20,0.13419,0.064,3.223,0,
31/03/2017,13,Canterbury,All combined,Solar (All),2467,1.01473,8.945,3.626,56,3.405
31/03/2017,14,Otago,All combined,Solar (All),804,0.83324,2.835,3.527,9,4.200
31/03/2017,15,Southland,All combined,Solar (All),194,0.47295,0.891,4.593,3,4.000
30/04/2017,1,Northland,All combined,Solar (All),955,1.29467,3.459,3.622,12,3.422
30/04/2017,2,Auckland,All combined,Solar (All),3618,0.69520,11.984,3.312,115,3.163
30/04/2017,3,Waikato,All combined,Solar (All),1549,0.83039,4.882,3.152,33,3.321
30/04/2017,4,Bay of Plenty,All combined,Solar (All),761,0.62810,2.657,3.491,29,3.595
30/04/2017,5,Gisborne,All combined,Solar (All),134,0.86833,0.459,3.423,4,4.375
30/04/2017,6,Hawke's Bay,All combined,Solar (All),655,0.99453,2.373,3.623,6,2.215
30/04/2017,7,Taranaki,All combined,Solar (All),279,0.57899,0.959,3.436,4,2.125
30/04/2017,8,Manawatu-Wanganui,All combined,Solar (All),626,0.63306,2.146,3.428,10,2.650
30/04/2017,9,Wellington,All combined,Solar (All),1167,0.59381,3.817,3.271,18,2.552
30/04/2017,16,Tasman,All combined,Solar (All),326,1.66547,1.308,4.013,2,5.690
30/04/2017,17,Nelson,All combined,Solar (All),332,1.54699,1.048,3.156,3,2.573
30/04/2017,18,Marlborough,All combined,Solar (All),258,1.20056,0.892,3.456,4,3.025
30/04/2017,12,West Coast,All combined,Solar (All),20,0.13421,0.064,3.223,0,
30/04/2017,13,Canterbury,All combined,Solar (All),2534,1.04088,9.184,3.624,69,3.506
30/04/2017,14,Otago,All combined,Solar (All),815,0.84376,2.883,3.538,11,3.991
30/04/2017,15,Southland,All combined,Solar (All),194,0.47273,0.891,4.593,0,
31/05/2017,1,Northland,All combined,Solar (All),984,1.33288,3.561,3.619,31,3.444
31/05/2017,2,Auckland,All combined,Solar (All),3686,0.70819,12.202,3.310,68,3.107
31/05/2017,3,Waikato,All combined,Solar (All),1584,0.84798,5.004,3.159,35,3.493
31/05/2017,4,Bay of Plenty,All combined,Solar (All),814,0.66988,2.798,3.437,51,2.566
31/05/2017,5,Gisborne,All combined,Solar (All),140,0.90650,0.482,3.440,6,3.133
31/05/2017,6,Hawke's Bay,All combined,Solar (All),666,1.01105,2.409,3.618,10,3.151
31/05/2017,7,Taranaki,All combined,Solar (All),286,0.59300,0.991,3.465,7,3.757
31/05/2017,8,Manawatu-Wanganui,All combined,Solar (All),638,0.64519,2.179,3.415,12,2.750
31/05/2017,9,Wellington,All combined,Solar (All),1200,0.61031,3.926,3.271,32,3.338
31/05/2017,16,Tasman,All combined,Solar (All),330,1.68651,1.320,4.000,4,2.883
31/05/2017,17,Nelson,All combined,Solar (All),334,1.55363,1.051,3.148,3,2.523
31/05/2017,18,Marlborough,All combined,Solar (All),263,1.22309,0.904,3.439,5,2.592
31/05/2017,12,West Coast,All combined,Solar (All),21,0.14080,0.066,3.138,1,1.440
31/05/2017,13,Canterbury,All combined,Solar (All),2575,1.05655,9.327,3.622,46,3.334
31/05/2017,14,Otago,All combined,Solar (All),827,0.85507,2.927,3.540,12,3.667
31/05/2017,15,Southland,All combined,Solar (All),196,0.47715,0.901,4.597,2,5.000
30/06/2017,1,Northland,All combined,Solar (All),1003,1.35735,3.622,3.611,18,3.070
30/06/2017,2,Auckland,All combined,Solar (All),3728,0.71492,12.348,3.312,47,3.573
30/06/2017,3,Waikato,All combined,Solar (All),1617,0.86435,5.099,3.153,32,2.779
30/06/2017,4,Bay of Plenty,All combined,Solar (All),994,0.81643,3.303,3.323,179,2.796
30/06/2017,5,Gisborne,All combined,Solar (All),141,0.91333,0.485,3.436,1,3.000
30/06/2017,6,Hawke's Bay,All combined,Solar (All),674,1.02231,2.442,3.623,8,3.395
30/06/2017,7,Taranaki,All combined,Solar (All),300,0.62100,1.016,3.387,14,1.789
30/06/2017,8,Manawatu-Wanganui,All combined,Solar (All),648,0.65465,2.210,3.410,10,3.090
30/06/2017,9,Wellington,All combined,Solar (All),1224,0.62275,3.978,3.250,23,2.234
30/06/2017,16,Tasman,All combined,Solar (All),338,1.72863,1.346,3.981,8,3.110
30/06/2017,17,Nelson,All combined,Solar (All),343,1.59305,1.075,3.134,9,2.426
30/06/2017,18,Marlborough,All combined,Solar (All),273,1.26930,0.943,3.455,9,3.199
30/06/2017,12,West Coast,All combined,Solar (All),20,0.13413,0.063,3.145,0,
30/06/2017,13,Canterbury,All combined,Solar (All),2611,1.07000,9.453,3.620,37,3.415
30/06/2017,14,Otago,All combined,Solar (All),839,0.86636,2.970,3.540,11,3.473
30/06/2017,15,Southland,All combined,Solar (All),201,0.48918,0.924,4.597,4,5.000
31/07/2017,1,Northland,All combined,Solar (All),1015,1.37188,3.679,3.624,19,4.096
31/07/2017,2,Auckland,All combined,Solar (All),3773,0.72284,12.493,3.311,41,3.208
31/07/2017,3,Waikato,All combined,Solar (All),1652,0.88180,5.213,3.156,36,3.285
31/07/2017,4,Bay of Plenty,All combined,Solar (All),1043,0.85510,3.458,3.315,50,3.131
31/07/2017,5,Gisborne,All combined,Solar (All),143,0.92575,0.490,3.424,2,2.580
31/07/2017,6,Hawke's Bay,All combined,Solar (All),684,1.03649,2.489,3.639,10,4.717
31/07/2017,7,Taranaki,All combined,Solar (All),301,0.62256,1.015,3.374,2,2.200
31/07/2017,8,Manawatu-Wanganui,All combined,Solar (All),656,0.66217,2.240,3.415,9,3.656
31/07/2017,9,Wellington,All combined,Solar (All),1251,0.63622,4.054,3.240,29,2.831
31/07/2017,16,Tasman,All combined,Solar (All),343,1.75466,1.368,3.989,5,4.490
31/07/2017,17,Nelson,All combined,Solar (All),348,1.61231,1.092,3.137,5,3.322
31/07/2017,18,Marlborough,All combined,Solar (All),275,1.27818,0.949,3.450,2,2.725
31/07/2017,12,West Coast,All combined,Solar (All),20,0.13402,0.063,3.145,0,
31/07/2017,13,Canterbury,All combined,Solar (All),2656,1.08660,9.608,3.617,43,3.350
31/07/2017,14,Otago,All combined,Solar (All),857,0.88351,3.045,3.553,18,4.117
31/07/2017,15,Southland,All combined,Solar (All),292,0.71084,1.368,4.685,91,4.879
31/08/2017,1,Northland,All combined,Solar (All),1031,1.39289,3.734,3.621,20,3.455
31/08/2017,2,Auckland,All combined,Solar (All),3836,0.73420,12.708,3.313,65,3.277
31/08/2017,3,Waikato,All combined,Solar (All),1697,0.90503,5.358,3.158,45,3.227
31/08/2017,4,Bay of Plenty,All combined,Solar (All),1180,0.96602,3.890,3.296,136,3.151
31/08/2017,5,Gisborne,All combined,Solar (All),145,0.93621,0.496,3.422,2,3.210
31/08/2017,6,Hawke's Bay,All combined,Solar (All),700,1.05966,2.542,3.631,16,2.891
31/08/2017,7,Taranaki,All combined,Solar (All),305,0.63020,1.024,3.358,6,1.767
31/08/2017,8,Manawatu-Wanganui,All combined,Solar (All),675,0.68096,2.291,3.394,19,2.656
31/08/2017,9,Wellington,All combined,Solar (All),1295,0.65831,4.204,3.246,44,3.412
31/08/2017,16,Tasman,All combined,Solar (All),349,1.78535,1.385,3.969,6,2.850
31/08/2017,17,Nelson,All combined,Solar (All),357,1.65018,1.117,3.127,9,2.751
31/08/2017,18,Marlborough,All combined,Solar (All),288,1.33767,0.985,3.419,13,2.755
31/08/2017,12,West Coast,All combined,Solar (All),21,0.14072,0.066,3.138,1,3.000
31/08/2017,13,Canterbury,All combined,Solar (All),2729,1.11532,9.856,3.612,74,3.381
31/08/2017,14,Otago,All combined,Solar (All),876,0.90233,3.108,3.548,21,3.186
31/08/2017,15,Southland,All combined,Solar (All),303,0.73728,1.419,4.683,11,4.615
30/09/2017,1,Northland,All combined,Solar (All),1075,1.45078,3.908,3.636,34,3.985
30/09/2017,2,Auckland,All combined,Solar (All),3890,0.74354,12.889,3.313,64,3.228
30/09/2017,3,Waikato,All combined,Solar (All),1742,0.92847,5.518,3.168,49,3.330
30/09/2017,4,Bay of Plenty,All combined,Solar (All),1226,1.00250,4.019,3.278,47,2.825
30/09/2017,5,Gisborne,All combined,Solar (All),149,0.96191,0.512,3.437,4,4.000
30/09/2017,6,Hawke's Bay,All combined,Solar (All),717,1.08454,2.592,3.616,17,2.966
30/09/2017,7,Taranaki,All combined,Solar (All),316,0.65230,1.047,3.313,9,2.331
30/09/2017,8,Manawatu-Wanganui,All combined,Solar (All),696,0.70147,2.348,3.373,21,2.717
30/09/2017,9,Wellington,All combined,Solar (All),1335,0.67824,4.339,3.250,39,3.414
30/09/2017,16,Tasman,All combined,Solar (All),352,1.80005,1.394,3.961,3,2.987
30/09/2017,17,Nelson,All combined,Solar (All),365,1.68350,1.139,3.120,8,2.773
30/09/2017,18,Marlborough,All combined,Solar (All),303,1.40662,1.049,3.461,15,4.346
30/09/2017,12,West Coast,All combined,Solar (All),24,0.16040,0.076,3.158,3,3.300
30/09/2017,13,Canterbury,All combined,Solar (All),2788,1.13779,10.059,3.608,59,3.321
30/09/2017,14,Otago,All combined,Solar (All),889,0.91457,3.168,3.564,14,4.296
30/09/2017,15,Southland,All combined,Solar (All),308,0.74737,1.438,4.670,5,3.888
31/10/2017,1,Northland,All combined,Solar (All),1082,1.45859,3.938,3.640,11,3.664
31/10/2017,2,Auckland,All combined,Solar (All),3958,0.75509,13.131,3.318,72,3.457
31/10/2017,3,Waikato,All combined,Solar (All),1791,0.95319,5.675,3.168,46,3.302
31/10/2017,4,Bay of Plenty,All combined,Solar (All),1265,1.03250,4.134,3.268,38,2.772
31/10/2017,5,Gisborne,All combined,Solar (All),152,0.98204,0.522,3.437,3,3.433
31/10/2017,6,Hawke's Bay,All combined,Solar (All),725,1.09616,2.621,3.615,8,3.573
31/10/2017,7,Taranaki,All combined,Solar (All),321,0.66262,1.069,3.330,5,4.400
31/10/2017,8,Manawatu-Wanganui,All combined,Solar (All),718,0.72325,2.421,3.372,22,3.315
31/10/2017,9,Wellington,All combined,Solar (All),1367,0.69397,4.459,3.262,33,3.556
31/10/2017,16,Tasman,All combined,Solar (All),359,1.83651,1.428,3.979,7,4.599
31/10/2017,17,Nelson,All combined,Solar (All),374,1.72168,1.160,3.101,8,2.093
31/10/2017,18,Marlborough,All combined,Solar (All),309,1.43334,1.069,3.459,6,3.368
31/10/2017,12,West Coast,All combined,Solar (All),24,0.16044,0.076,3.158,0,
31/10/2017,13,Canterbury,All combined,Solar (All),2849,1.16127,10.292,3.612,62,3.775
31/10/2017,14,Otago,All combined,Solar (All),901,0.92534,3.214,3.567,13,3.662
31/10/2017,15,Southland,All combined,Solar (All),309,0.74896,1.443,4.671,3,4.413
30/11/2017,1,Northland,All combined,Solar (All),1102,1.48538,4.018,3.646,20,4.009
30/11/2017,2,Auckland,All combined,Solar (All),4043,0.77060,13.442,3.325,85,3.527
30/11/2017,3,Waikato,All combined,Solar (All),1845,0.98136,5.842,3.167,55,3.075
30/11/2017,4,Bay of Plenty,All combined,Solar (All),1300,1.05963,4.236,3.258,37,3.073
30/11/2017,5,Gisborne,All combined,Solar (All),155,1.00519,0.536,3.461,3,4.667
30/11/2017,6,Hawke's Bay,All combined,Solar (All),740,1.11957,2.673,3.612,15,3.461
30/11/2017,7,Taranaki,All combined,Solar (All),330,0.68230,1.097,3.325,9,3.016
30/11/2017,8,Manawatu-Wanganui,All combined,Solar (All),741,0.74749,2.510,3.387,23,3.678
30/11/2017,9,Wellington,All combined,Solar (All),1410,0.71585,4.595,3.259,43,3.078
30/11/2017,16,Tasman,All combined,Solar (All),364,1.86256,1.486,4.083,5,4.584
30/11/2017,17,Nelson,All combined,Solar (All),385,1.77060,1.207,3.134,11,4.237
30/11/2017,18,Marlborough,All combined,Solar (All),328,1.51915,1.130,3.445,20,3.115
30/11/2017,12,West Coast,All combined,Solar (All),24,0.16041,0.076,3.158,0,
30/11/2017,13,Canterbury,All combined,Solar (All),2928,1.19196,10.570,3.610,78,3.532
30/11/2017,14,Otago,All combined,Solar (All),924,0.94908,3.316,3.589,21,4.702
30/11/2017,15,Southland,All combined,Solar (All),318,0.77480,1.485,4.671,9,4.689
31/12/2017,1,Northland,All combined,Solar (All),1120,1.50538,4.080,3.643,27,3.661
31/12/2017,2,Auckland,All combined,Solar (All),4110,0.78207,13.717,3.338,68,3.962
31/12/2017,3,Waikato,All combined,Solar (All),1876,0.99571,5.931,3.162,31,2.803
31/12/2017,4,Bay of Plenty,All combined,Solar (All),1332,1.08375,4.357,3.271,31,3.745
31/12/2017,5,Gisborne,All combined,Solar (All),157,1.01658,0.546,3.480,2,5.000
31/12/2017,6,Hawke's Bay,All combined,Solar (All),753,1.13731,2.712,3.602,13,3.009
31/12/2017,7,Taranaki,All combined,Solar (All),345,0.71235,1.136,3.292,15,2.561
31/12/2017,8,Manawatu-Wanganui,All combined,Solar (All),756,0.76154,2.569,3.398,15,3.857
31/12/2017,9,Wellington,All combined,Solar (All),1444,0.73237,4.688,3.247,33,2.764
31/12/2017,16,Tasman,All combined,Solar (All),367,1.87705,1.496,4.075,3,3.080
31/12/2017,17,Nelson,All combined,Solar (All),400,1.83436,1.264,3.161,14,3.762
31/12/2017,18,Marlborough,All combined,Solar (All),329,1.52273,1.132,3.440,1,1.840
31/12/2017,12,West Coast,All combined,Solar (All),24,0.16004,0.076,3.158,0,
31/12/2017,13,Canterbury,All combined,Solar (All),2992,1.21583,10.783,3.604,63,3.293
31/12/2017,14,Otago,All combined,Solar (All),952,0.97738,3.440,3.613,27,4.462
31/12/2017,15,Southland,All combined,Solar (All),318,0.77306,1.485,4.671,0,
31/01/2018,1,Northland,All combined,Solar (All),1146,1.53999,4.162,3.632,28,3.417
31/01/2018,2,Auckland,All combined,Solar (All),4141,0.78791,13.852,3.345,35,4.074
31/01/2018,3,Waikato,All combined,Solar (All),1914,1.01629,6.054,3.163,40,3.252
31/01/2018,4,Bay of Plenty,All combined,Solar (All),1359,1.10515,4.448,3.273,27,3.343
31/01/2018,5,Gisborne,All combined,Solar (All),160,1.03734,0.564,3.528,2,6.500
31/01/2018,6,Hawke's Bay,All combined,Solar (All),761,1.14962,2.739,3.599,8,3.328
31/01/2018,7,Taranaki,All combined,Solar (All),354,0.73130,1.172,3.311,9,4.019
31/01/2018,8,Manawatu-Wanganui,All combined,Solar (All),773,0.77978,2.621,3.390,17,3.047
31/01/2018,9,Wellington,All combined,Solar (All),1472,0.74680,4.779,3.246,29,3.189
31/01/2018,16,Tasman,All combined,Solar (All),373,1.90881,1.509,4.046,7,2.677
31/01/2018,17,Nelson,All combined,Solar (All),411,1.88239,1.301,3.166,11,3.363
31/01/2018,18,Marlborough,All combined,Solar (All),337,1.55874,1.163,3.452,8,3.938
31/01/2018,12,West Coast,All combined,Solar (All),26,0.17316,0.084,3.242,2,4.250
31/01/2018,13,Canterbury,All combined,Solar (All),3040,1.23482,10.964,3.606,49,3.647
