Installed distributed generation trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20250317193533

Parameters
Date range,01 Sep 2013 - 28 Feb 2025
Region type,Regional council
Market segment,Commercial
Capacity,All combined
Fuel type,Solar (all)

Month end,Region ID,Region name,Capacity,Fuel type,ICP count,ICP uptake rate (%),Total capacity installed (MW),Avg. capacity installed (kW),ICP count - new installations,Avg. capacity - new installations (kW)
31/10/2016,8,Manawatu-Wanganui,All combined,Solar (All),13,0.12233,0.238,18.331,1,7.500
31/10/2016,9,Wellington,All combined,Solar (All),40,0.21142,0.229,5.718,1,14.000
31/10/2016,16,Tasman,All combined,Solar (All),13,0.81301,0.124,9.546,0,
31/10/2016,17,Nelson,All combined,Solar (All),17,0.69106,0.180,10.600,0,
31/10/2016,18,Marlborough,All combined,Solar (All),9,0.46464,0.101,11.167,0,
31/10/2016,12,West Coast,All combined,Solar (All),2,0.10020,0.013,6.500,0,
31/10/2016,13,Canterbury,All combined,Solar (All),57,0.25063,0.470,8.245,4,10.250
31/10/2016,14,Otago,All combined,Solar (All),17,0.15234,0.193,11.329,0,
31/10/2016,15,Southland,All combined,Solar (All),6,0.14198,0.034,5.667,0,
30/11/2016,1,Northland,All combined,Solar (All),35,0.44999,0.258,7.368,1,5.000
30/11/2016,2,Auckland,All combined,Solar (All),108,0.19170,1.334,12.349,6,4.290
30/11/2016,3,Waikato,All combined,Solar (All),36,0.20192,0.277,7.686,1,30.000
30/11/2016,4,Bay of Plenty,All combined,Solar (All),19,0.15940,0.196,10.308,0,
30/11/2016,5,Gisborne,All combined,Solar (All),5,0.32916,0.028,5.600,0,
30/11/2016,6,Hawke's Bay,All combined,Solar (All),19,0.29267,0.124,6.503,0,
30/11/2016,7,Taranaki,All combined,Solar (All),7,0.13994,0.064,9.129,0,
30/11/2016,8,Manawatu-Wanganui,All combined,Solar (All),13,0.12246,0.238,18.331,0,
30/11/2016,9,Wellington,All combined,Solar (All),41,0.21658,0.234,5.700,1,5.000
30/11/2016,16,Tasman,All combined,Solar (All),13,0.81098,0.124,9.546,0,
30/11/2016,17,Nelson,All combined,Solar (All),17,0.69050,0.180,10.600,0,
30/11/2016,18,Marlborough,All combined,Solar (All),9,0.46272,0.101,11.167,0,
30/11/2016,12,West Coast,All combined,Solar (All),2,0.10030,0.013,6.500,0,
30/11/2016,13,Canterbury,All combined,Solar (All),57,0.24929,0.470,8.245,0,
30/11/2016,14,Otago,All combined,Solar (All),19,0.16940,0.201,10.591,1,3.630
30/11/2016,15,Southland,All combined,Solar (All),6,0.14134,0.034,5.667,0,
31/12/2016,1,Northland,All combined,Solar (All),37,0.47754,0.277,7.478,1,3.800
31/12/2016,2,Auckland,All combined,Solar (All),108,0.19254,1.334,12.349,1,5.000
31/12/2016,3,Waikato,All combined,Solar (All),35,0.19652,0.253,7.220,0,
31/12/2016,4,Bay of Plenty,All combined,Solar (All),21,0.17598,0.211,10.041,1,10.000
31/12/2016,5,Gisborne,All combined,Solar (All),5,0.32830,0.028,5.600,0,
31/12/2016,6,Hawke's Bay,All combined,Solar (All),20,0.30647,0.134,6.678,1,10.000
31/12/2016,7,Taranaki,All combined,Solar (All),7,0.14062,0.064,9.129,0,
31/12/2016,8,Manawatu-Wanganui,All combined,Solar (All),13,0.12261,0.238,18.331,0,
31/12/2016,9,Wellington,All combined,Solar (All),41,0.21638,0.234,5.713,0,
31/12/2016,16,Tasman,All combined,Solar (All),13,0.81403,0.124,9.546,0,
31/12/2016,17,Nelson,All combined,Solar (All),17,0.69106,0.180,10.600,0,
31/12/2016,18,Marlborough,All combined,Solar (All),9,0.46178,0.101,11.167,0,
31/12/2016,12,West Coast,All combined,Solar (All),2,0.10035,0.013,6.500,0,
31/12/2016,13,Canterbury,All combined,Solar (All),59,0.25746,0.478,8.106,1,3.120
31/12/2016,14,Otago,All combined,Solar (All),19,0.16887,0.201,10.591,0,
31/12/2016,15,Southland,All combined,Solar (All),7,0.16444,0.064,9.143,1,30.000
31/01/2017,1,Northland,All combined,Solar (All),37,0.47699,0.280,7.556,2,7.450
31/01/2017,2,Auckland,All combined,Solar (All),112,0.19974,1.391,12.419,4,14.310
31/01/2017,3,Waikato,All combined,Solar (All),35,0.19620,0.253,7.220,0,
31/01/2017,4,Bay of Plenty,All combined,Solar (All),21,0.17535,0.211,10.041,0,
31/01/2017,5,Gisborne,All combined,Solar (All),5,0.32830,0.028,5.600,0,
31/01/2017,6,Hawke's Bay,All combined,Solar (All),21,0.32066,0.137,6.517,1,3.300
31/01/2017,7,Taranaki,All combined,Solar (All),7,0.14076,0.064,9.129,0,
31/01/2017,8,Manawatu-Wanganui,All combined,Solar (All),13,0.12219,0.238,18.331,0,
31/01/2017,9,Wellington,All combined,Solar (All),41,0.21627,0.234,5.713,0,
31/01/2017,16,Tasman,All combined,Solar (All),13,0.80896,0.124,9.546,0,
31/01/2017,17,Nelson,All combined,Solar (All),17,0.68938,0.180,10.600,0,
31/01/2017,18,Marlborough,All combined,Solar (All),9,0.46130,0.101,11.167,0,
31/01/2017,12,West Coast,All combined,Solar (All),3,0.14993,0.019,6.333,0,
31/01/2017,13,Canterbury,All combined,Solar (All),60,0.26176,0.486,8.104,1,8.000
31/01/2017,14,Otago,All combined,Solar (All),19,0.16832,0.201,10.591,0,
31/01/2017,15,Southland,All combined,Solar (All),7,0.16451,0.064,9.143,0,
28/02/2017,1,Northland,All combined,Solar (All),39,0.50518,0.295,7.563,2,7.690
28/02/2017,2,Auckland,All combined,Solar (All),116,0.20741,1.454,12.535,4,15.800
28/02/2017,3,Waikato,All combined,Solar (All),37,0.20768,0.261,7.054,2,4.140
28/02/2017,4,Bay of Plenty,All combined,Solar (All),22,0.18387,0.216,9.812,1,5.000
28/02/2017,5,Gisborne,All combined,Solar (All),5,0.33289,0.028,5.600,0,
28/02/2017,6,Hawke's Bay,All combined,Solar (All),21,0.32110,0.137,6.517,0,
28/02/2017,7,Taranaki,All combined,Solar (All),7,0.14082,0.064,9.129,0,
28/02/2017,8,Manawatu-Wanganui,All combined,Solar (All),15,0.14134,0.250,16.687,2,6.000
28/02/2017,9,Wellington,All combined,Solar (All),41,0.21650,0.234,5.713,0,
28/02/2017,16,Tasman,All combined,Solar (All),13,0.81812,0.124,9.546,0,
28/02/2017,17,Nelson,All combined,Solar (All),17,0.69050,0.180,10.600,0,
28/02/2017,18,Marlborough,All combined,Solar (All),9,0.46488,0.101,11.167,0,
28/02/2017,12,West Coast,All combined,Solar (All),3,0.15045,0.019,6.333,0,
28/02/2017,13,Canterbury,All combined,Solar (All),60,0.26234,0.493,8.219,0,
28/02/2017,14,Otago,All combined,Solar (All),19,0.16902,0.201,10.591,0,
28/02/2017,15,Southland,All combined,Solar (All),7,0.16588,0.064,9.143,0,
31/03/2017,1,Northland,All combined,Solar (All),40,0.51706,0.307,7.677,1,12.100
31/03/2017,2,Auckland,All combined,Solar (All),120,0.21409,1.487,12.392,3,7.667
31/03/2017,3,Waikato,All combined,Solar (All),38,0.21263,0.271,7.131,1,10.000
31/03/2017,4,Bay of Plenty,All combined,Solar (All),22,0.18396,0.216,9.812,0,
31/03/2017,5,Gisborne,All combined,Solar (All),5,0.33400,0.028,5.600,0,
31/03/2017,6,Hawke's Bay,All combined,Solar (All),23,0.35024,0.207,8.994,2,35.000
31/03/2017,7,Taranaki,All combined,Solar (All),8,0.16084,0.070,8.738,1,6.000
31/03/2017,8,Manawatu-Wanganui,All combined,Solar (All),15,0.14143,0.250,16.687,0,
31/03/2017,9,Wellington,All combined,Solar (All),41,0.21598,0.234,5.713,0,
31/03/2017,16,Tasman,All combined,Solar (All),13,0.82123,0.124,9.546,0,
31/03/2017,17,Nelson,All combined,Solar (All),17,0.68742,0.180,10.600,0,
31/03/2017,18,Marlborough,All combined,Solar (All),9,0.46344,0.101,11.167,0,
31/03/2017,12,West Coast,All combined,Solar (All),3,0.15030,0.019,6.333,0,
31/03/2017,13,Canterbury,All combined,Solar (All),63,0.27521,0.542,8.605,4,12.750
31/03/2017,14,Otago,All combined,Solar (All),20,0.17768,0.205,10.246,1,3.700
31/03/2017,15,Southland,All combined,Solar (All),8,0.18850,0.067,8.375,0,
30/04/2017,1,Northland,All combined,Solar (All),40,0.51633,0.307,7.677,0,
30/04/2017,2,Auckland,All combined,Solar (All),128,0.22806,1.524,11.904,8,4.595
30/04/2017,3,Waikato,All combined,Solar (All),38,0.21262,0.271,7.131,0,
30/04/2017,4,Bay of Plenty,All combined,Solar (All),28,0.23390,0.265,9.465,6,8.192
30/04/2017,5,Gisborne,All combined,Solar (All),5,0.33422,0.028,5.600,0,
30/04/2017,6,Hawke's Bay,All combined,Solar (All),23,0.34707,0.207,8.994,0,
30/04/2017,7,Taranaki,All combined,Solar (All),8,0.16090,0.070,8.738,0,
30/04/2017,8,Manawatu-Wanganui,All combined,Solar (All),15,0.14147,0.250,16.687,0,
30/04/2017,9,Wellington,All combined,Solar (All),41,0.21554,0.234,5.713,0,
30/04/2017,16,Tasman,All combined,Solar (All),13,0.82123,0.124,9.546,0,
30/04/2017,17,Nelson,All combined,Solar (All),17,0.68715,0.180,10.600,0,
30/04/2017,18,Marlborough,All combined,Solar (All),9,0.46201,0.101,11.167,0,
30/04/2017,12,West Coast,All combined,Solar (All),3,0.15038,0.019,6.333,0,
30/04/2017,13,Canterbury,All combined,Solar (All),65,0.28252,0.567,8.725,2,12.500
30/04/2017,14,Otago,All combined,Solar (All),21,0.18635,0.210,9.996,0,
30/04/2017,15,Southland,All combined,Solar (All),8,0.18828,0.067,8.375,0,
31/05/2017,1,Northland,All combined,Solar (All),41,0.52917,0.310,7.563,0,
31/05/2017,2,Auckland,All combined,Solar (All),135,0.23880,1.571,11.634,5,3.366
31/05/2017,3,Waikato,All combined,Solar (All),39,0.21804,0.276,7.076,1,5.000
31/05/2017,4,Bay of Plenty,All combined,Solar (All),30,0.25027,0.291,9.692,2,12.870
31/05/2017,5,Gisborne,All combined,Solar (All),5,0.33400,0.028,5.600,0,
31/05/2017,6,Hawke's Bay,All combined,Solar (All),22,0.33068,0.204,9.266,0,
31/05/2017,7,Taranaki,All combined,Solar (All),8,0.16097,0.070,8.738,0,
31/05/2017,8,Manawatu-Wanganui,All combined,Solar (All),15,0.14146,0.250,16.687,0,
31/05/2017,9,Wellington,All combined,Solar (All),41,0.21508,0.234,5.713,0,
31/05/2017,16,Tasman,All combined,Solar (All),13,0.82174,0.124,9.546,0,
31/05/2017,17,Nelson,All combined,Solar (All),17,0.68576,0.180,10.600,0,
31/05/2017,18,Marlborough,All combined,Solar (All),10,0.51256,0.111,11.050,1,10.000
31/05/2017,12,West Coast,All combined,Solar (All),3,0.15023,0.019,6.333,0,
31/05/2017,13,Canterbury,All combined,Solar (All),67,0.29024,0.582,8.688,2,7.500
31/05/2017,14,Otago,All combined,Solar (All),21,0.18620,0.210,9.996,0,
31/05/2017,15,Southland,All combined,Solar (All),8,0.18815,0.067,8.375,0,
30/06/2017,1,Northland,All combined,Solar (All),41,0.52917,0.317,7.733,1,10.000
30/06/2017,2,Auckland,All combined,Solar (All),140,0.24842,1.589,11.347,4,7.110
30/06/2017,3,Waikato,All combined,Solar (All),40,0.22289,0.281,7.025,1,5.000
30/06/2017,4,Bay of Plenty,All combined,Solar (All),29,0.24181,0.286,9.853,0,
30/06/2017,5,Gisborne,All combined,Solar (All),5,0.33602,0.028,5.600,0,
30/06/2017,6,Hawke's Bay,All combined,Solar (All),22,0.33399,0.204,9.266,0,
30/06/2017,7,Taranaki,All combined,Solar (All),8,0.16110,0.070,8.738,0,
30/06/2017,8,Manawatu-Wanganui,All combined,Solar (All),16,0.15104,0.295,18.456,1,45.000
30/06/2017,9,Wellington,All combined,Solar (All),43,0.22502,0.241,5.598,2,2.150
30/06/2017,16,Tasman,All combined,Solar (All),14,0.88496,0.169,12.079,1,45.000
30/06/2017,17,Nelson,All combined,Solar (All),18,0.72435,0.184,10.242,1,4.160
30/06/2017,18,Marlborough,All combined,Solar (All),10,0.51125,0.111,11.050,0,
30/06/2017,12,West Coast,All combined,Solar (All),4,0.20080,0.022,5.500,0,
30/06/2017,13,Canterbury,All combined,Solar (All),74,0.32035,0.791,10.691,6,34.500
30/06/2017,14,Otago,All combined,Solar (All),21,0.18582,0.398,18.949,1,193.000
30/06/2017,15,Southland,All combined,Solar (All),7,0.16560,0.064,9.143,0,
31/07/2017,1,Northland,All combined,Solar (All),43,0.55320,0.342,7.953,2,12.450
31/07/2017,2,Auckland,All combined,Solar (All),145,0.25681,1.688,11.642,4,18.665
31/07/2017,3,Waikato,All combined,Solar (All),43,0.23947,0.294,6.837,3,4.333
31/07/2017,4,Bay of Plenty,All combined,Solar (All),30,0.25021,0.288,9.592,1,2.000
31/07/2017,5,Gisborne,All combined,Solar (All),5,0.33512,0.028,5.600,0,
31/07/2017,6,Hawke's Bay,All combined,Solar (All),22,0.33343,0.204,9.266,0,
31/07/2017,7,Taranaki,All combined,Solar (All),8,0.16145,0.070,8.738,0,
31/07/2017,8,Manawatu-Wanganui,All combined,Solar (All),17,0.15979,0.297,17.453,1,1.400
31/07/2017,9,Wellington,All combined,Solar (All),44,0.22967,0.271,6.153,1,30.000
31/07/2017,16,Tasman,All combined,Solar (All),14,0.88552,0.169,12.079,0,
31/07/2017,17,Nelson,All combined,Solar (All),18,0.72435,0.184,10.242,0,
31/07/2017,18,Marlborough,All combined,Solar (All),10,0.51020,0.111,11.050,0,
31/07/2017,12,West Coast,All combined,Solar (All),4,0.20070,0.022,5.500,0,
31/07/2017,13,Canterbury,All combined,Solar (All),75,0.32389,0.793,10.575,1,2.000
31/07/2017,14,Otago,All combined,Solar (All),24,0.21186,0.421,17.547,3,7.733
31/07/2017,15,Southland,All combined,Solar (All),11,0.25999,0.105,9.573,4,10.325
31/08/2017,1,Northland,All combined,Solar (All),43,0.55384,0.342,7.953,0,
31/08/2017,2,Auckland,All combined,Solar (All),147,0.26024,1.696,11.535,1,3.000
31/08/2017,3,Waikato,All combined,Solar (All),45,0.25127,0.318,7.064,2,11.950
31/08/2017,4,Bay of Plenty,All combined,Solar (All),31,0.25784,0.290,9.358,1,2.340
31/08/2017,5,Gisborne,All combined,Solar (All),5,0.33557,0.028,5.600,0,
31/08/2017,6,Hawke's Bay,All combined,Solar (All),22,0.33379,0.204,9.266,0,
31/08/2017,7,Taranaki,All combined,Solar (All),8,0.16168,0.070,8.738,0,
31/08/2017,8,Manawatu-Wanganui,All combined,Solar (All),17,0.15983,0.297,17.453,0,
31/08/2017,9,Wellington,All combined,Solar (All),44,0.22961,0.271,6.153,1,1.000
31/08/2017,16,Tasman,All combined,Solar (All),14,0.88552,0.169,12.079,0,
31/08/2017,17,Nelson,All combined,Solar (All),18,0.72202,0.184,10.242,0,
31/08/2017,18,Marlborough,All combined,Solar (All),12,0.61224,0.136,11.358,2,12.900
31/08/2017,12,West Coast,All combined,Solar (All),4,0.20050,0.022,5.500,0,
31/08/2017,13,Canterbury,All combined,Solar (All),77,0.33144,0.814,10.573,2,10.500
31/08/2017,14,Otago,All combined,Solar (All),25,0.22028,0.431,17.245,1,10.000
31/08/2017,15,Southland,All combined,Solar (All),11,0.26073,0.105,9.573,0,
30/09/2017,1,Northland,All combined,Solar (All),44,0.56686,0.350,7.954,0,
30/09/2017,2,Auckland,All combined,Solar (All),146,0.25809,1.674,11.463,0,
30/09/2017,3,Waikato,All combined,Solar (All),47,0.26232,0.321,6.827,0,
30/09/2017,4,Bay of Plenty,All combined,Solar (All),30,0.24898,0.280,9.336,0,
30/09/2017,5,Gisborne,All combined,Solar (All),5,0.33490,0.028,5.600,0,
30/09/2017,6,Hawke's Bay,All combined,Solar (All),23,0.34754,0.210,9.124,1,6.000
30/09/2017,7,Taranaki,All combined,Solar (All),8,0.16149,0.070,8.738,0,
30/09/2017,8,Manawatu-Wanganui,All combined,Solar (All),18,0.16908,0.303,16.856,1,6.700
30/09/2017,9,Wellington,All combined,Solar (All),45,0.23467,0.281,6.238,0,
30/09/2017,16,Tasman,All combined,Solar (All),14,0.88552,0.169,12.079,0,
30/09/2017,17,Nelson,All combined,Solar (All),19,0.76030,0.194,10.201,1,9.450
30/09/2017,18,Marlborough,All combined,Solar (All),13,0.66259,0.151,11.608,1,14.600
30/09/2017,12,West Coast,All combined,Solar (All),4,0.20020,0.022,5.500,0,
30/09/2017,13,Canterbury,All combined,Solar (All),79,0.33955,0.894,11.318,2,40.000
30/09/2017,14,Otago,All combined,Solar (All),26,0.22865,0.436,16.774,1,5.000
30/09/2017,15,Southland,All combined,Solar (All),11,0.26085,0.105,9.573,0,
31/10/2017,1,Northland,All combined,Solar (All),44,0.56533,0.350,7.954,0,
31/10/2017,2,Auckland,All combined,Solar (All),150,0.26551,1.706,11.373,4,8.633
31/10/2017,3,Waikato,All combined,Solar (All),48,0.26849,0.345,7.183,2,11.950
31/10/2017,4,Bay of Plenty,All combined,Solar (All),30,0.24913,0.280,9.336,0,
31/10/2017,5,Gisborne,All combined,Solar (All),5,0.33602,0.028,5.600,0,
31/10/2017,6,Hawke's Bay,All combined,Solar (All),24,0.36265,0.213,8.894,1,3.600
31/10/2017,7,Taranaki,All combined,Solar (All),8,0.16093,0.070,8.738,0,
31/10/2017,8,Manawatu-Wanganui,All combined,Solar (All),18,0.16927,0.303,16.856,0,
31/10/2017,9,Wellington,All combined,Solar (All),47,0.24492,0.287,6.115,1,1.610
31/10/2017,16,Tasman,All combined,Solar (All),14,0.88384,0.169,12.079,0,
31/10/2017,17,Nelson,All combined,Solar (All),19,0.75697,0.194,10.201,0,
31/10/2017,18,Marlborough,All combined,Solar (All),14,0.71030,0.551,39.350,1,400.000
31/10/2017,12,West Coast,All combined,Solar (All),4,0.20030,0.022,5.500,0,
31/10/2017,13,Canterbury,All combined,Solar (All),79,0.33917,0.932,11.799,1,40.000
31/10/2017,14,Otago,All combined,Solar (All),26,0.22833,0.436,16.774,0,
31/10/2017,15,Southland,All combined,Solar (All),11,0.26110,0.105,9.573,0,
30/11/2017,1,Northland,All combined,Solar (All),44,0.56030,0.350,7.956,0,
30/11/2017,2,Auckland,All combined,Solar (All),154,0.26949,1.771,11.499,4,22.558
30/11/2017,3,Waikato,All combined,Solar (All),50,0.27738,0.351,7.020,1,3.240
30/11/2017,4,Bay of Plenty,All combined,Solar (All),32,0.26530,0.292,9.112,1,6.480
30/11/2017,5,Gisborne,All combined,Solar (All),6,0.40000,0.033,5.500,1,5.000
30/11/2017,6,Hawke's Bay,All combined,Solar (All),24,0.35907,0.213,8.894,0,
30/11/2017,7,Taranaki,All combined,Solar (All),9,0.17989,0.074,8.189,0,
30/11/2017,8,Manawatu-Wanganui,All combined,Solar (All),19,0.17742,0.305,16.074,1,2.000
30/11/2017,9,Wellington,All combined,Solar (All),49,0.25104,0.302,6.172,2,7.500
30/11/2017,16,Tasman,All combined,Solar (All),14,0.87500,0.169,12.079,0,
30/11/2017,17,Nelson,All combined,Solar (All),19,0.75547,0.194,10.201,0,
30/11/2017,18,Marlborough,All combined,Solar (All),14,0.70529,0.551,39.350,0,
30/11/2017,12,West Coast,All combined,Solar (All),4,0.20000,0.022,5.500,0,
30/11/2017,13,Canterbury,All combined,Solar (All),79,0.33824,0.932,11.799,0,
30/11/2017,14,Otago,All combined,Solar (All),26,0.22698,0.436,16.774,0,
30/11/2017,15,Southland,All combined,Solar (All),12,0.28143,0.125,10.442,1,20.000
31/12/2017,1,Northland,All combined,Solar (All),46,0.58413,0.361,7.848,1,4.950
31/12/2017,2,Auckland,All combined,Solar (All),161,0.28096,1.811,11.246,6,4.862
31/12/2017,3,Waikato,All combined,Solar (All),51,0.28085,0.366,7.177,1,15.000
31/12/2017,4,Bay of Plenty,All combined,Solar (All),33,0.27334,0.302,9.138,0,
31/12/2017,5,Gisborne,All combined,Solar (All),6,0.40027,0.033,5.500,0,
31/12/2017,6,Hawke's Bay,All combined,Solar (All),24,0.35917,0.213,8.894,0,
31/12/2017,7,Taranaki,All combined,Solar (All),9,0.17943,0.074,8.189,0,
31/12/2017,8,Manawatu-Wanganui,All combined,Solar (All),19,0.17730,0.305,16.074,0,
31/12/2017,9,Wellington,All combined,Solar (All),49,0.25093,0.302,6.172,0,
31/12/2017,16,Tasman,All combined,Solar (All),16,0.99564,0.174,10.905,2,2.690
31/12/2017,17,Nelson,All combined,Solar (All),19,0.75487,0.194,10.201,0,
31/12/2017,18,Marlborough,All combined,Solar (All),14,0.70458,0.551,39.350,0,
31/12/2017,12,West Coast,All combined,Solar (All),4,0.19980,0.022,5.500,0,
31/12/2017,13,Canterbury,All combined,Solar (All),83,0.35364,1.002,12.068,4,17.375
31/12/2017,14,Otago,All combined,Solar (All),25,0.21779,0.431,17.245,0,
31/12/2017,15,Southland,All combined,Solar (All),13,0.30438,0.135,10.408,1,10.000
31/01/2018,1,Northland,All combined,Solar (All),47,0.59562,0.376,7.991,1,14.540
31/01/2018,2,Auckland,All combined,Solar (All),164,0.28598,1.829,11.152,3,6.100
31/01/2018,3,Waikato,All combined,Solar (All),53,0.29111,0.470,8.868,1,100.000
31/01/2018,4,Bay of Plenty,All combined,Solar (All),33,0.27295,0.302,9.138,0,
31/01/2018,5,Gisborne,All combined,Solar (All),5,0.33512,0.028,5.600,0,
31/01/2018,6,Hawke's Bay,All combined,Solar (All),24,0.35805,0.231,9.644,0,
31/01/2018,7,Taranaki,All combined,Solar (All),9,0.17896,0.074,8.189,0,
31/01/2018,8,Manawatu-Wanganui,All combined,Solar (All),19,0.17714,0.305,16.074,0,
31/01/2018,9,Wellington,All combined,Solar (All),49,0.25065,0.302,6.172,0,
31/01/2018,16,Tasman,All combined,Solar (All),16,0.99256,0.174,10.905,0,
31/01/2018,17,Nelson,All combined,Solar (All),19,0.75517,0.194,10.201,0,
31/01/2018,18,Marlborough,All combined,Solar (All),14,0.70316,0.551,39.350,0,
31/01/2018,12,West Coast,All combined,Solar (All),4,0.19980,0.022,5.500,0,
31/01/2018,13,Canterbury,All combined,Solar (All),85,0.36223,1.021,12.007,2,9.500
31/01/2018,14,Otago,All combined,Solar (All),26,0.22648,0.436,16.774,0,
31/01/2018,15,Southland,All combined,Solar (All),14,0.32818,0.142,10.146,1,6.750
28/02/2018,1,Northland,All combined,Solar (All),48,0.60945,0.407,8.470,2,18.500
28/02/2018,2,Auckland,All combined,Solar (All),165,0.28878,1.893,11.471,4,17.358
28/02/2018,3,Waikato,All combined,Solar (All),57,0.31389,0.497,8.718,4,6.725
28/02/2018,4,Bay of Plenty,All combined,Solar (All),31,0.25654,0.292,9.419,1,9.900
28/02/2018,5,Gisborne,All combined,Solar (All),5,0.33580,0.028,5.600,0,
28/02/2018,6,Hawke's Bay,All combined,Solar (All),24,0.35741,0.231,9.644,0,
28/02/2018,7,Taranaki,All combined,Solar (All),8,0.15959,0.070,8.738,0,
28/02/2018,8,Manawatu-Wanganui,All combined,Solar (All),20,0.18669,0.315,15.730,1,9.200
28/02/2018,9,Wellington,All combined,Solar (All),51,0.26019,0.310,6.086,1,1.500
28/02/2018,16,Tasman,All combined,Solar (All),16,0.99317,0.174,10.905,0,
28/02/2018,17,Nelson,All combined,Solar (All),19,0.75577,0.194,10.201,0,
28/02/2018,18,Marlborough,All combined,Solar (All),14,0.70600,0.551,39.350,0,
28/02/2018,12,West Coast,All combined,Solar (All),4,0.19980,0.022,5.500,0,
28/02/2018,13,Canterbury,All combined,Solar (All),86,0.36632,1.033,12.007,1,12.000
28/02/2018,14,Otago,All combined,Solar (All),26,0.22674,0.436,16.774,0,
28/02/2018,15,Southland,All combined,Solar (All),14,0.32872,0.142,10.146,0,
31/03/2018,1,Northland,All combined,Solar (All),50,0.62956,0.413,8.251,1,2.000
31/03/2018,2,Auckland,All combined,Solar (All),168,0.29185,1.911,11.373,3,6.000
31/03/2018,3,Waikato,All combined,Solar (All),58,0.31760,0.505,8.706,1,8.000
31/03/2018,4,Bay of Plenty,All combined,Solar (All),33,0.27259,0.302,9.139,1,6.600
31/03/2018,5,Gisborne,All combined,Solar (All),5,0.33647,0.028,5.600,0,
31/03/2018,6,Hawke's Bay,All combined,Solar (All),24,0.35698,0.231,9.644,0,
31/03/2018,7,Taranaki,All combined,Solar (All),8,0.15974,0.070,8.738,0,
31/03/2018,8,Manawatu-Wanganui,All combined,Solar (All),20,0.18627,0.315,15.730,0,
31/03/2018,9,Wellington,All combined,Solar (All),51,0.25971,0.310,6.086,0,
31/03/2018,16,Tasman,All combined,Solar (All),16,0.99010,0.174,10.905,0,
31/03/2018,17,Nelson,All combined,Solar (All),17,0.67407,0.179,10.548,0,
31/03/2018,18,Marlborough,All combined,Solar (All),14,0.70565,0.551,39.350,0,
31/03/2018,12,West Coast,All combined,Solar (All),4,0.19861,0.022,5.500,0,
31/03/2018,13,Canterbury,All combined,Solar (All),88,0.37437,1.053,11.961,2,10.000
31/03/2018,14,Otago,All combined,Solar (All),26,0.22626,0.436,16.774,0,
31/03/2018,15,Southland,All combined,Solar (All),15,0.35178,0.147,9.777,1,4.600
30/04/2018,1,Northland,All combined,Solar (All),51,0.64297,0.445,8.727,1,32.500
30/04/2018,2,Auckland,All combined,Solar (All),170,0.29531,1.920,11.295,2,4.700
30/04/2018,3,Waikato,All combined,Solar (All),60,0.32884,0.511,8.517,2,3.050
30/04/2018,4,Bay of Plenty,All combined,Solar (All),37,0.30568,0.344,9.296,4,10.590
30/04/2018,5,Gisborne,All combined,Solar (All),5,0.33647,0.028,5.600,0,
30/04/2018,6,Hawke's Bay,All combined,Solar (All),24,0.35661,0.231,9.644,0,
30/04/2018,7,Taranaki,All combined,Solar (All),8,0.16045,0.070,8.738,0,
30/04/2018,8,Manawatu-Wanganui,All combined,Solar (All),20,0.18653,0.315,15.730,0,
30/04/2018,9,Wellington,All combined,Solar (All),52,0.26356,0.350,6.739,1,40.000
30/04/2018,16,Tasman,All combined,Solar (All),16,0.99317,0.174,10.905,0,
30/04/2018,17,Nelson,All combined,Solar (All),17,0.67407,0.179,10.548,0,
30/04/2018,18,Marlborough,All combined,Solar (All),14,0.70529,0.551,39.350,0,
30/04/2018,12,West Coast,All combined,Solar (All),4,0.19900,0.022,5.500,0,
30/04/2018,13,Canterbury,All combined,Solar (All),89,0.37877,1.056,11.868,1,1.660
30/04/2018,14,Otago,All combined,Solar (All),26,0.22585,0.436,16.774,0,
30/04/2018,15,Southland,All combined,Solar (All),15,0.35178,0.147,9.777,0,
31/05/2018,1,Northland,All combined,Solar (All),52,0.65541,0.460,8.847,1,15.000
31/05/2018,2,Auckland,All combined,Solar (All),172,0.29860,1.933,11.236,1,10.000
31/05/2018,3,Waikato,All combined,Solar (All),61,0.33458,0.514,8.428,2,3.100
31/05/2018,4,Bay of Plenty,All combined,Solar (All),38,0.31366,0.399,10.499,1,55.000
31/05/2018,5,Gisborne,All combined,Solar (All),5,0.33761,0.028,5.600,0,
31/05/2018,6,Hawke's Bay,All combined,Solar (All),25,0.37103,0.245,9.818,1,14.000
31/05/2018,7,Taranaki,All combined,Solar (All),8,0.16080,0.070,8.738,0,
31/05/2018,8,Manawatu-Wanganui,All combined,Solar (All),20,0.18662,0.315,15.730,0,
31/05/2018,9,Wellington,All combined,Solar (All),53,0.26840,0.365,6.895,1,15.000
31/05/2018,16,Tasman,All combined,Solar (All),16,0.99688,0.174,10.905,0,
31/05/2018,17,Nelson,All combined,Solar (All),18,0.71174,0.199,11.073,1,20.000
31/05/2018,18,Marlborough,All combined,Solar (All),14,0.70387,0.551,39.350,0,
31/05/2018,12,West Coast,All combined,Solar (All),4,0.19871,0.022,5.500,0,
31/05/2018,13,Canterbury,All combined,Solar (All),88,0.37383,1.051,11.946,0,
31/05/2018,14,Otago,All combined,Solar (All),26,0.22554,0.436,16.774,0,
