Installed distributed generation trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20250317193533

Parameters
Date range,01 Sep 2013 - 28 Feb 2025
Region type,Regional council
Market segment,Commercial
Capacity,All combined
Fuel type,Solar (all)

Month end,Region ID,Region name,Capacity,Fuel type,ICP count,ICP uptake rate (%),Total capacity installed (MW),Avg. capacity installed (kW),ICP count - new installations,Avg. capacity - new installations (kW)
28/02/2015,15,Southland,All combined,Solar (All),4,0.09270,0.017,4.250,0,
31/03/2015,1,Northland,All combined,Solar (All),11,0.12838,0.065,5.945,1,6.000
31/03/2015,2,Auckland,All combined,Solar (All),41,0.07118,0.842,20.548,4,17.375
31/03/2015,3,Waikato,All combined,Solar (All),18,0.09328,0.118,6.572,1,5.000
31/03/2015,4,Bay of Plenty,All combined,Solar (All),12,0.10362,0.145,12.083,0,
31/03/2015,5,Gisborne,All combined,Solar (All),2,0.13689,0.010,5.000,0,
31/03/2015,6,Hawke's Bay,All combined,Solar (All),8,0.12866,0.043,5.325,0,
31/03/2015,7,Taranaki,All combined,Solar (All),1,0.01779,0.003,3.000,0,
31/03/2015,8,Manawatu-Wanganui,All combined,Solar (All),5,0.04723,0.124,24.700,1,5.000
31/03/2015,9,Wellington,All combined,Solar (All),26,0.13934,0.116,4.442,0,
31/03/2015,16,Tasman,All combined,Solar (All),7,0.43695,0.085,12.114,1,3.800
31/03/2015,17,Nelson,All combined,Solar (All),12,0.50399,0.112,9.325,0,
31/03/2015,18,Marlborough,All combined,Solar (All),4,0.20790,0.044,11.000,0,
31/03/2015,12,West Coast,All combined,Solar (All),1,0.05086,0.003,3.000,0,
31/03/2015,13,Canterbury,All combined,Solar (All),29,0.12895,0.164,5.642,1,7.000
31/03/2015,14,Otago,All combined,Solar (All),13,0.11698,0.141,10.830,1,8.600
31/03/2015,15,Southland,All combined,Solar (All),4,0.09257,0.017,4.250,0,
30/04/2015,1,Northland,All combined,Solar (All),12,0.14011,0.068,5.700,1,3.000
30/04/2015,2,Auckland,All combined,Solar (All),43,0.07446,0.853,19.848,2,5.500
30/04/2015,3,Waikato,All combined,Solar (All),18,0.09323,0.118,6.572,0,
30/04/2015,4,Bay of Plenty,All combined,Solar (All),12,0.10349,0.145,12.083,0,
30/04/2015,5,Gisborne,All combined,Solar (All),2,0.13699,0.010,5.000,0,
30/04/2015,6,Hawke's Bay,All combined,Solar (All),8,0.12831,0.043,5.325,0,
30/04/2015,7,Taranaki,All combined,Solar (All),1,0.01779,0.003,3.000,0,
30/04/2015,8,Manawatu-Wanganui,All combined,Solar (All),5,0.04721,0.124,24.700,0,
30/04/2015,9,Wellington,All combined,Solar (All),26,0.13914,0.116,4.442,0,
30/04/2015,16,Tasman,All combined,Solar (All),8,0.50031,0.095,11.850,1,10.000
30/04/2015,17,Nelson,All combined,Solar (All),12,0.50293,0.112,9.325,0,
30/04/2015,18,Marlborough,All combined,Solar (All),4,0.20801,0.044,11.000,0,
30/04/2015,12,West Coast,All combined,Solar (All),1,0.05079,0.003,3.000,0,
30/04/2015,13,Canterbury,All combined,Solar (All),30,0.13332,0.168,5.587,1,4.000
30/04/2015,14,Otago,All combined,Solar (All),13,0.11669,0.141,10.830,0,
30/04/2015,15,Southland,All combined,Solar (All),5,0.11604,0.023,4.600,1,6.000
31/05/2015,1,Northland,All combined,Solar (All),13,0.15260,0.074,5.654,1,5.100
31/05/2015,2,Auckland,All combined,Solar (All),53,0.09141,0.948,17.879,9,10.767
31/05/2015,3,Waikato,All combined,Solar (All),18,0.09298,0.118,6.572,0,
31/05/2015,4,Bay of Plenty,All combined,Solar (All),12,0.10333,0.145,12.083,0,
31/05/2015,5,Gisborne,All combined,Solar (All),2,0.13254,0.010,5.000,0,
31/05/2015,6,Hawke's Bay,All combined,Solar (All),10,0.15946,0.052,5.160,1,6.000
31/05/2015,7,Taranaki,All combined,Solar (All),4,0.07106,0.020,5.000,0,
31/05/2015,8,Manawatu-Wanganui,All combined,Solar (All),5,0.04699,0.124,24.700,0,
31/05/2015,9,Wellington,All combined,Solar (All),26,0.13849,0.116,4.442,0,
31/05/2015,16,Tasman,All combined,Solar (All),8,0.49875,0.095,11.850,0,
31/05/2015,17,Nelson,All combined,Solar (All),11,0.45929,0.110,10.036,0,
31/05/2015,18,Marlborough,All combined,Solar (All),4,0.20833,0.044,11.000,0,
31/05/2015,12,West Coast,All combined,Solar (All),1,0.05094,0.003,3.000,0,
31/05/2015,13,Canterbury,All combined,Solar (All),31,0.13655,0.174,5.601,2,5.000
31/05/2015,14,Otago,All combined,Solar (All),13,0.11652,0.142,10.938,1,10.000
31/05/2015,15,Southland,All combined,Solar (All),5,0.11553,0.023,4.600,0,
30/06/2015,1,Northland,All combined,Solar (All),13,0.15359,0.074,5.654,0,
30/06/2015,2,Auckland,All combined,Solar (All),57,0.09787,0.995,17.458,2,12.500
30/06/2015,3,Waikato,All combined,Solar (All),18,0.09289,0.118,6.572,0,
30/06/2015,4,Bay of Plenty,All combined,Solar (All),12,0.10320,0.145,12.083,0,
30/06/2015,5,Gisborne,All combined,Solar (All),3,0.19907,0.016,5.333,1,6.000
30/06/2015,6,Hawke's Bay,All combined,Solar (All),10,0.15939,0.052,5.160,0,
30/06/2015,7,Taranaki,All combined,Solar (All),4,0.07117,0.020,5.000,0,
30/06/2015,8,Manawatu-Wanganui,All combined,Solar (All),6,0.05621,0.133,22.167,1,9.500
30/06/2015,9,Wellington,All combined,Solar (All),27,0.14340,0.126,4.648,0,
30/06/2015,16,Tasman,All combined,Solar (All),10,0.62578,0.105,10.480,2,5.000
30/06/2015,17,Nelson,All combined,Solar (All),14,0.58651,0.163,11.671,3,17.667
30/06/2015,18,Marlborough,All combined,Solar (All),4,0.20790,0.044,11.000,0,
30/06/2015,12,West Coast,All combined,Solar (All),1,0.05094,0.003,3.000,0,
30/06/2015,13,Canterbury,All combined,Solar (All),31,0.13652,0.174,5.601,0,
30/06/2015,14,Otago,All combined,Solar (All),13,0.11626,0.142,10.938,0,
30/06/2015,15,Southland,All combined,Solar (All),5,0.11478,0.023,4.600,0,
31/07/2015,1,Northland,All combined,Solar (All),18,0.21347,0.124,6.883,5,10.080
31/07/2015,2,Auckland,All combined,Solar (All),60,0.10338,1.040,17.335,3,15.000
31/07/2015,3,Waikato,All combined,Solar (All),18,0.09265,0.118,6.572,1,4.000
31/07/2015,4,Bay of Plenty,All combined,Solar (All),13,0.11159,0.150,11.538,1,5.000
31/07/2015,5,Gisborne,All combined,Solar (All),3,0.19947,0.016,5.333,0,
31/07/2015,6,Hawke's Bay,All combined,Solar (All),10,0.15931,0.052,5.160,0,
31/07/2015,7,Taranaki,All combined,Solar (All),4,0.07133,0.020,5.000,0,
31/07/2015,8,Manawatu-Wanganui,All combined,Solar (All),6,0.05617,0.133,22.167,0,
31/07/2015,9,Wellington,All combined,Solar (All),27,0.14323,0.126,4.648,0,
31/07/2015,16,Tasman,All combined,Solar (All),10,0.62893,0.105,10.480,0,
31/07/2015,17,Nelson,All combined,Solar (All),14,0.58528,0.163,11.671,0,
31/07/2015,18,Marlborough,All combined,Solar (All),4,0.20779,0.044,11.000,0,
31/07/2015,12,West Coast,All combined,Solar (All),1,0.05126,0.003,3.000,0,
31/07/2015,13,Canterbury,All combined,Solar (All),33,0.14596,0.184,5.564,2,5.000
31/07/2015,14,Otago,All combined,Solar (All),12,0.10714,0.141,11.766,0,
31/07/2015,15,Southland,All combined,Solar (All),5,0.11507,0.023,4.600,0,
31/08/2015,1,Northland,All combined,Solar (All),20,0.23549,0.145,7.250,2,10.550
31/08/2015,2,Auckland,All combined,Solar (All),61,0.10487,1.042,17.084,1,2.000
31/08/2015,3,Waikato,All combined,Solar (All),18,0.09247,0.118,6.572,0,
31/08/2015,4,Bay of Plenty,All combined,Solar (All),13,0.11116,0.150,11.538,0,
31/08/2015,5,Gisborne,All combined,Solar (All),3,0.19881,0.016,5.333,0,
31/08/2015,6,Hawke's Bay,All combined,Solar (All),11,0.17513,0.061,5.575,1,9.720
31/08/2015,7,Taranaki,All combined,Solar (All),4,0.07124,0.020,5.000,0,
31/08/2015,8,Manawatu-Wanganui,All combined,Solar (All),7,0.06545,0.167,23.857,1,34.000
31/08/2015,9,Wellington,All combined,Solar (All),29,0.15352,0.133,4.569,2,3.500
31/08/2015,16,Tasman,All combined,Solar (All),10,0.63052,0.105,10.480,0,
31/08/2015,17,Nelson,All combined,Solar (All),14,0.58236,0.163,11.671,0,
31/08/2015,18,Marlborough,All combined,Solar (All),4,0.20779,0.044,11.000,0,
31/08/2015,12,West Coast,All combined,Solar (All),1,0.05126,0.003,3.000,0,
31/08/2015,13,Canterbury,All combined,Solar (All),33,0.14567,0.184,5.564,0,
31/08/2015,14,Otago,All combined,Solar (All),13,0.11587,0.146,11.245,1,5.000
31/08/2015,15,Southland,All combined,Solar (All),5,0.11526,0.023,4.600,0,
30/09/2015,1,Northland,All combined,Solar (All),22,0.25931,0.152,6.891,2,3.300
30/09/2015,2,Auckland,All combined,Solar (All),68,0.11688,1.080,15.878,5,5.000
30/09/2015,3,Waikato,All combined,Solar (All),19,0.09756,0.122,6.437,1,4.000
30/09/2015,4,Bay of Plenty,All combined,Solar (All),14,0.11926,0.153,10.929,1,3.000
30/09/2015,5,Gisborne,All combined,Solar (All),4,0.26543,0.025,6.250,1,9.000
30/09/2015,6,Hawke's Bay,All combined,Solar (All),11,0.17466,0.061,5.575,0,
30/09/2015,7,Taranaki,All combined,Solar (All),4,0.07134,0.020,5.000,0,
30/09/2015,8,Manawatu-Wanganui,All combined,Solar (All),7,0.06554,0.167,23.857,0,
30/09/2015,9,Wellington,All combined,Solar (All),29,0.15334,0.133,4.569,0,
30/09/2015,16,Tasman,All combined,Solar (All),10,0.63052,0.105,10.480,0,
30/09/2015,17,Nelson,All combined,Solar (All),16,0.66418,0.175,10.950,2,5.900
30/09/2015,18,Marlborough,All combined,Solar (All),4,0.20812,0.044,11.000,0,
30/09/2015,12,West Coast,All combined,Solar (All),1,0.05120,0.003,3.000,0,
30/09/2015,13,Canterbury,All combined,Solar (All),38,0.16683,0.218,5.727,3,9.333
30/09/2015,14,Otago,All combined,Solar (All),14,0.12456,0.148,10.585,1,2.000
30/09/2015,15,Southland,All combined,Solar (All),5,0.11515,0.023,4.600,0,
31/10/2015,1,Northland,All combined,Solar (All),23,0.27621,0.167,7.243,0,
31/10/2015,2,Auckland,All combined,Solar (All),72,0.12386,1.096,15.217,4,3.975
31/10/2015,3,Waikato,All combined,Solar (All),20,0.10257,0.124,6.215,1,2.000
31/10/2015,4,Bay of Plenty,All combined,Solar (All),14,0.11966,0.153,10.929,0,
31/10/2015,5,Gisborne,All combined,Solar (All),4,0.26578,0.025,6.250,0,
31/10/2015,6,Hawke's Bay,All combined,Solar (All),11,0.17427,0.061,5.575,0,
31/10/2015,7,Taranaki,All combined,Solar (All),4,0.07131,0.020,5.000,0,
31/10/2015,8,Manawatu-Wanganui,All combined,Solar (All),8,0.07508,0.177,22.125,1,10.000
31/10/2015,9,Wellington,All combined,Solar (All),29,0.15381,0.133,4.569,0,
31/10/2015,16,Tasman,All combined,Solar (All),11,0.69226,0.109,9.918,1,4.300
31/10/2015,17,Nelson,All combined,Solar (All),16,0.66556,0.175,10.950,0,
31/10/2015,18,Marlborough,All combined,Solar (All),4,0.20822,0.044,11.000,0,
31/10/2015,12,West Coast,All combined,Solar (All),1,0.05099,0.003,3.000,0,
31/10/2015,13,Canterbury,All combined,Solar (All),41,0.18016,0.233,5.686,3,5.167
31/10/2015,14,Otago,All combined,Solar (All),14,0.12464,0.148,10.585,0,
31/10/2015,15,Southland,All combined,Solar (All),5,0.11484,0.023,4.600,0,
30/11/2015,1,Northland,All combined,Solar (All),23,0.29658,0.167,7.276,2,4.975
30/11/2015,2,Auckland,All combined,Solar (All),64,0.11648,1.114,17.404,5,8.766
30/11/2015,3,Waikato,All combined,Solar (All),20,0.11279,0.111,5.570,1,2.100
30/11/2015,4,Bay of Plenty,All combined,Solar (All),15,0.12985,0.157,10.433,1,3.500
30/11/2015,5,Gisborne,All combined,Solar (All),4,0.26684,0.025,6.250,0,
30/11/2015,6,Hawke's Bay,All combined,Solar (All),11,0.17458,0.061,5.575,0,
30/11/2015,7,Taranaki,All combined,Solar (All),4,0.08333,0.020,5.000,0,
30/11/2015,8,Manawatu-Wanganui,All combined,Solar (All),8,0.07739,0.177,22.125,0,
30/11/2015,9,Wellington,All combined,Solar (All),30,0.16078,0.138,4.583,1,5.000
30/11/2015,16,Tasman,All combined,Solar (All),12,0.75424,0.119,9.925,1,10.000
30/11/2015,17,Nelson,All combined,Solar (All),17,0.70335,0.180,10.600,1,5.000
30/11/2015,18,Marlborough,All combined,Solar (All),5,0.26178,0.053,10.580,1,8.900
30/11/2015,12,West Coast,All combined,Solar (All),1,0.05120,0.003,3.000,0,
30/11/2015,13,Canterbury,All combined,Solar (All),41,0.18091,0.230,5.613,0,
30/11/2015,14,Otago,All combined,Solar (All),15,0.13419,0.150,10.013,1,2.000
30/11/2015,15,Southland,All combined,Solar (All),5,0.11677,0.023,4.600,0,
31/12/2015,1,Northland,All combined,Solar (All),24,0.30968,0.172,7.185,2,10.050
31/12/2015,2,Auckland,All combined,Solar (All),69,0.12389,1.140,16.516,5,5.148
31/12/2015,3,Waikato,All combined,Solar (All),23,0.12962,0.137,5.974,3,8.667
31/12/2015,4,Bay of Plenty,All combined,Solar (All),17,0.14733,0.169,9.965,2,6.450
31/12/2015,5,Gisborne,All combined,Solar (All),5,0.32808,0.028,5.600,1,3.000
31/12/2015,6,Hawke's Bay,All combined,Solar (All),11,0.17358,0.061,5.575,0,
31/12/2015,7,Taranaki,All combined,Solar (All),4,0.08318,0.020,5.000,0,
31/12/2015,8,Manawatu-Wanganui,All combined,Solar (All),8,0.07741,0.177,22.125,0,
31/12/2015,9,Wellington,All combined,Solar (All),30,0.16039,0.138,4.583,0,
31/12/2015,16,Tasman,All combined,Solar (All),12,0.75853,0.119,9.925,0,
31/12/2015,17,Nelson,All combined,Solar (All),17,0.70539,0.180,10.600,0,
31/12/2015,18,Marlborough,All combined,Solar (All),5,0.26042,0.053,10.580,0,
31/12/2015,12,West Coast,All combined,Solar (All),1,0.05120,0.003,3.000,0,
31/12/2015,13,Canterbury,All combined,Solar (All),43,0.18910,0.252,5.860,2,3.500
31/12/2015,14,Otago,All combined,Solar (All),17,0.15158,0.173,10.188,2,11.500
31/12/2015,15,Southland,All combined,Solar (All),5,0.11674,0.023,4.600,0,
31/01/2016,1,Northland,All combined,Solar (All),25,0.31610,0.192,7.698,1,20.000
31/01/2016,2,Auckland,All combined,Solar (All),67,0.11905,1.180,17.609,3,5.867
31/01/2016,3,Waikato,All combined,Solar (All),23,0.12832,0.137,5.974,0,
31/01/2016,4,Bay of Plenty,All combined,Solar (All),17,0.14693,0.169,9.965,0,
31/01/2016,5,Gisborne,All combined,Solar (All),5,0.32637,0.028,5.600,0,
31/01/2016,6,Hawke's Bay,All combined,Solar (All),12,0.18883,0.064,5.360,1,3.000
31/01/2016,7,Taranaki,All combined,Solar (All),4,0.07963,0.020,5.000,0,
31/01/2016,8,Manawatu-Wanganui,All combined,Solar (All),8,0.07493,0.177,22.125,0,
31/01/2016,9,Wellington,All combined,Solar (All),31,0.16533,0.148,4.758,1,10.000
31/01/2016,16,Tasman,All combined,Solar (All),12,0.74212,0.119,9.925,0,
31/01/2016,17,Nelson,All combined,Solar (All),17,0.70161,0.180,10.600,0,
31/01/2016,18,Marlborough,All combined,Solar (All),5,0.25920,0.053,10.580,0,
31/01/2016,12,West Coast,All combined,Solar (All),1,0.05053,0.003,3.000,0,
31/01/2016,13,Canterbury,All combined,Solar (All),45,0.19785,0.265,5.889,2,6.500
31/01/2016,14,Otago,All combined,Solar (All),17,0.15142,0.173,10.188,0,
31/01/2016,15,Southland,All combined,Solar (All),5,0.11704,0.023,4.600,0,
29/02/2016,1,Northland,All combined,Solar (All),25,0.31558,0.192,7.698,0,
29/02/2016,2,Auckland,All combined,Solar (All),70,0.12422,1.218,17.400,3,12.723
29/02/2016,3,Waikato,All combined,Solar (All),25,0.13890,0.147,5.896,2,5.000
29/02/2016,4,Bay of Plenty,All combined,Solar (All),18,0.15437,0.174,9.689,1,5.000
29/02/2016,5,Gisborne,All combined,Solar (All),5,0.32595,0.028,5.600,0,
29/02/2016,6,Hawke's Bay,All combined,Solar (All),12,0.18809,0.064,5.360,0,
29/02/2016,7,Taranaki,All combined,Solar (All),4,0.07877,0.020,5.000,0,
29/02/2016,8,Manawatu-Wanganui,All combined,Solar (All),9,0.08394,0.195,21.667,1,18.000
29/02/2016,9,Wellington,All combined,Solar (All),32,0.17058,0.160,5.007,1,12.720
29/02/2016,16,Tasman,All combined,Solar (All),12,0.74166,0.119,9.925,0,
29/02/2016,17,Nelson,All combined,Solar (All),17,0.70190,0.180,10.600,0,
29/02/2016,18,Marlborough,All combined,Solar (All),6,0.31104,0.059,9.750,1,5.600
29/02/2016,12,West Coast,All combined,Solar (All),1,0.05066,0.003,3.000,0,
29/02/2016,13,Canterbury,All combined,Solar (All),46,0.20222,0.270,5.870,2,12.500
29/02/2016,14,Otago,All combined,Solar (All),17,0.15143,0.173,10.188,0,
29/02/2016,15,Southland,All combined,Solar (All),5,0.11712,0.023,4.600,0,
31/03/2016,1,Northland,All combined,Solar (All),25,0.31986,0.192,7.698,0,
31/03/2016,2,Auckland,All combined,Solar (All),69,0.12262,1.197,17.348,2,5.750
31/03/2016,3,Waikato,All combined,Solar (All),29,0.16334,0.167,5.766,4,4.950
31/03/2016,4,Bay of Plenty,All combined,Solar (All),17,0.14509,0.169,9.965,0,
31/03/2016,5,Gisborne,All combined,Solar (All),5,0.32723,0.028,5.600,0,
31/03/2016,6,Hawke's Bay,All combined,Solar (All),13,0.20431,0.084,6.486,1,20.000
31/03/2016,7,Taranaki,All combined,Solar (All),4,0.07949,0.020,5.000,0,
31/03/2016,8,Manawatu-Wanganui,All combined,Solar (All),9,0.08460,0.195,21.667,0,
31/03/2016,9,Wellington,All combined,Solar (All),32,0.17053,0.160,5.007,0,
31/03/2016,16,Tasman,All combined,Solar (All),12,0.74673,0.119,9.925,0,
31/03/2016,17,Nelson,All combined,Solar (All),17,0.70248,0.180,10.600,0,
31/03/2016,18,Marlborough,All combined,Solar (All),6,0.31332,0.059,9.750,0,
31/03/2016,12,West Coast,All combined,Solar (All),1,0.05063,0.003,3.000,0,
31/03/2016,13,Canterbury,All combined,Solar (All),47,0.20867,0.295,6.277,2,17.000
31/03/2016,14,Otago,All combined,Solar (All),16,0.14447,0.171,10.693,0,
31/03/2016,15,Southland,All combined,Solar (All),5,0.11950,0.023,4.600,0,
30/04/2016,1,Northland,All combined,Solar (All),28,0.35632,0.208,7.444,2,6.485
30/04/2016,2,Auckland,All combined,Solar (All),71,0.12626,1.184,16.670,4,3.400
30/04/2016,3,Waikato,All combined,Solar (All),29,0.16337,0.167,5.766,0,
30/04/2016,4,Bay of Plenty,All combined,Solar (All),18,0.15344,0.174,9.683,1,4.900
30/04/2016,5,Gisborne,All combined,Solar (All),5,0.32916,0.028,5.600,0,
30/04/2016,6,Hawke's Bay,All combined,Solar (All),15,0.23552,0.097,6.488,2,6.500
30/04/2016,7,Taranaki,All combined,Solar (All),6,0.11914,0.038,6.317,2,8.950
30/04/2016,8,Manawatu-Wanganui,All combined,Solar (All),9,0.08467,0.195,21.667,0,
30/04/2016,9,Wellington,All combined,Solar (All),32,0.17069,0.160,5.007,0,
30/04/2016,16,Tasman,All combined,Solar (All),12,0.74534,0.119,9.925,0,
30/04/2016,17,Nelson,All combined,Solar (All),17,0.69988,0.180,10.600,0,
30/04/2016,18,Marlborough,All combined,Solar (All),7,0.36668,0.086,12.214,1,27.000
30/04/2016,12,West Coast,All combined,Solar (All),1,0.05053,0.003,3.000,0,
30/04/2016,13,Canterbury,All combined,Solar (All),48,0.21288,0.300,6.250,1,5.000
30/04/2016,14,Otago,All combined,Solar (All),16,0.14440,0.171,10.693,0,
30/04/2016,15,Southland,All combined,Solar (All),5,0.11959,0.023,4.600,0,
31/05/2016,1,Northland,All combined,Solar (All),29,0.36811,0.218,7.532,1,10.000
31/05/2016,2,Auckland,All combined,Solar (All),75,0.13302,1.193,15.903,5,3.442
31/05/2016,3,Waikato,All combined,Solar (All),31,0.17395,0.198,6.394,0,
31/05/2016,4,Bay of Plenty,All combined,Solar (All),18,0.15279,0.174,9.683,0,
31/05/2016,5,Gisborne,All combined,Solar (All),5,0.32938,0.028,5.600,0,
31/05/2016,6,Hawke's Bay,All combined,Solar (All),16,0.25051,0.097,6.083,2,5.000
31/05/2016,7,Taranaki,All combined,Solar (All),6,0.11912,0.038,6.317,0,
31/05/2016,8,Manawatu-Wanganui,All combined,Solar (All),9,0.08455,0.195,21.667,0,
31/05/2016,9,Wellington,All combined,Solar (All),33,0.17591,0.170,5.158,1,10.000
31/05/2016,16,Tasman,All combined,Solar (All),12,0.74349,0.119,9.925,0,
31/05/2016,17,Nelson,All combined,Solar (All),17,0.70045,0.180,10.600,0,
31/05/2016,18,Marlborough,All combined,Solar (All),7,0.36307,0.086,12.214,0,
31/05/2016,12,West Coast,All combined,Solar (All),1,0.05033,0.003,3.000,0,
31/05/2016,13,Canterbury,All combined,Solar (All),49,0.21700,0.381,7.776,0,
31/05/2016,14,Otago,All combined,Solar (All),18,0.16205,0.177,9.838,2,3.000
31/05/2016,15,Southland,All combined,Solar (All),5,0.11916,0.023,4.600,0,
30/06/2016,1,Northland,All combined,Solar (All),32,0.40532,0.230,7.200,2,4.485
30/06/2016,2,Auckland,All combined,Solar (All),86,0.15221,1.233,14.335,8,3.380
30/06/2016,3,Waikato,All combined,Solar (All),34,0.19035,0.214,6.300,3,3.667
30/06/2016,4,Bay of Plenty,All combined,Solar (All),19,0.16139,0.214,11.279,1,40.000
30/06/2016,5,Gisborne,All combined,Solar (All),5,0.32830,0.028,5.600,0,
30/06/2016,6,Hawke's Bay,All combined,Solar (All),17,0.26579,0.104,6.092,0,
30/06/2016,7,Taranaki,All combined,Solar (All),6,0.11955,0.038,6.317,0,
30/06/2016,8,Manawatu-Wanganui,All combined,Solar (All),10,0.09398,0.211,21.100,1,16.000
30/06/2016,9,Wellington,All combined,Solar (All),33,0.17573,0.170,5.158,0,
30/06/2016,16,Tasman,All combined,Solar (All),13,0.80695,0.124,9.546,1,5.000
30/06/2016,17,Nelson,All combined,Solar (All),17,0.70132,0.180,10.600,0,
30/06/2016,18,Marlborough,All combined,Solar (All),7,0.36288,0.086,12.214,0,
30/06/2016,12,West Coast,All combined,Solar (All),1,0.05013,0.003,3.000,0,
30/06/2016,13,Canterbury,All combined,Solar (All),52,0.23019,0.420,8.077,3,13.000
30/06/2016,14,Otago,All combined,Solar (All),18,0.16165,0.177,9.838,0,
30/06/2016,15,Southland,All combined,Solar (All),5,0.11936,0.023,4.600,0,
31/07/2016,1,Northland,All combined,Solar (All),32,0.41057,0.247,7.731,1,20.000
31/07/2016,2,Auckland,All combined,Solar (All),81,0.14516,1.197,14.781,7,4.857
31/07/2016,3,Waikato,All combined,Solar (All),33,0.18621,0.207,6.279,1,1.000
31/07/2016,4,Bay of Plenty,All combined,Solar (All),18,0.15315,0.211,11.739,0,
31/07/2016,5,Gisborne,All combined,Solar (All),5,0.33156,0.028,5.600,0,
31/07/2016,6,Hawke's Bay,All combined,Solar (All),17,0.26529,0.104,6.092,0,
31/07/2016,7,Taranaki,All combined,Solar (All),6,0.12007,0.038,6.317,0,
31/07/2016,8,Manawatu-Wanganui,All combined,Solar (All),10,0.09431,0.211,21.100,0,
31/07/2016,9,Wellington,All combined,Solar (All),36,0.19139,0.178,4.937,2,2.750
31/07/2016,16,Tasman,All combined,Solar (All),13,0.81250,0.124,9.546,0,
31/07/2016,17,Nelson,All combined,Solar (All),17,0.70132,0.180,10.600,0,
31/07/2016,18,Marlborough,All combined,Solar (All),7,0.36420,0.086,12.214,0,
31/07/2016,12,West Coast,All combined,Solar (All),1,0.05008,0.003,3.000,0,
31/07/2016,13,Canterbury,All combined,Solar (All),53,0.23538,0.427,8.057,1,7.500
31/07/2016,14,Otago,All combined,Solar (All),18,0.16200,0.177,9.838,0,
31/07/2016,15,Southland,All combined,Solar (All),5,0.11908,0.023,4.600,0,
31/08/2016,1,Northland,All combined,Solar (All),33,0.42482,0.249,7.542,1,1.500
31/08/2016,2,Auckland,All combined,Solar (All),88,0.15738,1.252,14.224,7,6.349
31/08/2016,3,Waikato,All combined,Solar (All),34,0.19185,0.245,7.197,1,34.500
31/08/2016,4,Bay of Plenty,All combined,Solar (All),18,0.15291,0.211,11.739,0,
31/08/2016,5,Gisborne,All combined,Solar (All),5,0.33047,0.028,5.600,0,
31/08/2016,6,Hawke's Bay,All combined,Solar (All),18,0.28011,0.114,6.309,1,10.000
31/08/2016,7,Taranaki,All combined,Solar (All),7,0.14017,0.064,9.129,1,26.000
31/08/2016,8,Manawatu-Wanganui,All combined,Solar (All),11,0.10372,0.221,20.091,1,10.000
31/08/2016,9,Wellington,All combined,Solar (All),36,0.19082,0.178,4.937,0,
31/08/2016,16,Tasman,All combined,Solar (All),13,0.81047,0.124,9.546,0,
31/08/2016,17,Nelson,All combined,Solar (All),17,0.69787,0.180,10.600,0,
31/08/2016,18,Marlborough,All combined,Solar (All),8,0.41408,0.089,11.063,1,3.000
31/08/2016,12,West Coast,All combined,Solar (All),2,0.10020,0.013,6.500,1,10.000
31/08/2016,13,Canterbury,All combined,Solar (All),54,0.23921,0.431,7.981,1,3.990
31/08/2016,14,Otago,All combined,Solar (All),18,0.16157,0.196,10.866,0,
31/08/2016,15,Southland,All combined,Solar (All),6,0.14242,0.034,5.667,1,11.000
30/09/2016,1,Northland,All combined,Solar (All),33,0.42477,0.249,7.542,0,
30/09/2016,2,Auckland,All combined,Solar (All),100,0.17837,1.302,13.018,13,4.160
30/09/2016,3,Waikato,All combined,Solar (All),34,0.19125,0.245,7.197,0,
30/09/2016,4,Bay of Plenty,All combined,Solar (All),18,0.15241,0.191,10.592,1,10.000
30/09/2016,5,Gisborne,All combined,Solar (All),5,0.33025,0.028,5.600,0,
30/09/2016,6,Hawke's Bay,All combined,Solar (All),18,0.27937,0.114,6.309,0,
30/09/2016,7,Taranaki,All combined,Solar (All),7,0.13994,0.064,9.129,0,
30/09/2016,8,Manawatu-Wanganui,All combined,Solar (All),12,0.11298,0.231,19.233,1,9.800
30/09/2016,9,Wellington,All combined,Solar (All),38,0.20110,0.195,5.124,2,8.500
30/09/2016,16,Tasman,All combined,Solar (All),13,0.81047,0.124,9.546,0,
30/09/2016,17,Nelson,All combined,Solar (All),17,0.69275,0.180,10.600,0,
30/09/2016,18,Marlborough,All combined,Solar (All),9,0.46536,0.101,11.167,1,12.000
30/09/2016,12,West Coast,All combined,Solar (All),2,0.10005,0.013,6.500,0,
30/09/2016,13,Canterbury,All combined,Solar (All),53,0.23357,0.429,8.094,0,
30/09/2016,14,Otago,All combined,Solar (All),18,0.16097,0.196,10.866,0,
30/09/2016,15,Southland,All combined,Solar (All),6,0.14228,0.034,5.667,0,
31/10/2016,1,Northland,All combined,Solar (All),34,0.43769,0.253,7.438,1,4.000
31/10/2016,2,Auckland,All combined,Solar (All),101,0.17980,1.303,12.900,2,2.520
31/10/2016,3,Waikato,All combined,Solar (All),34,0.19119,0.245,7.197,0,
31/10/2016,4,Bay of Plenty,All combined,Solar (All),19,0.16039,0.196,10.308,1,5.200
31/10/2016,5,Gisborne,All combined,Solar (All),5,0.32852,0.028,5.600,0,
31/10/2016,6,Hawke's Bay,All combined,Solar (All),18,0.27851,0.114,6.309,0,
31/10/2016,7,Taranaki,All combined,Solar (All),7,0.13986,0.064,9.129,0,
