techname,sets,tact,tcap
ELC_SolarTrack_GenericSolar12,ELE,PJ,GW
ELC_SolarTrack_GenericSolar13,ELE,PJ,GW
ELC_SolarTrack_GenericSolar14,ELE,PJ,GW
ELC_SolarTrack_GenericSolar15,ELE,PJ,GW
ELC_SolarTrack_GenericSolar16,ELE,PJ,GW
ELC_SolarTrack_GenericSolar17,ELE,PJ,GW
ELC_SolarTrack_GenericSolar18,ELE,PJ,GW
ELC_SolarTrack_GenericSolar19,ELE,PJ,GW
ELC_SolarTrack_GenericSolar2,ELE,PJ,GW
ELC_SolarTrack_GenericSolar21,ELE,PJ,GW
ELC_SolarTrack_GenericSolar23,ELE,PJ,GW
ELC_SolarTrack_GenericSolar25,ELE,PJ,GW
ELC_SolarTrack_GenericSolar26,ELE,PJ,GW
ELC_SolarTrack_GenericSolar28,ELE,PJ,GW
ELC_SolarTrack_GenericSolar29,ELE,PJ,GW
ELC_SolarTrack_GenericSolar3,ELE,PJ,GW
ELC_SolarTrack_GenericSolar30,ELE,PJ,GW
ELC_SolarTrack_GenericSolar31,ELE,PJ,GW
ELC_SolarTrack_GenericSolar33,ELE,PJ,GW
ELC_SolarTrack_GenericSolar35,ELE,PJ,GW
ELC_SolarTrack_GenericSolar36,ELE,PJ,GW
ELC_SolarTrack_GenericSolar38,ELE,PJ,GW
ELC_SolarTrack_GenericSolar39,ELE,PJ,GW
ELC_SolarTrack_GenericSolar40,ELE,PJ,GW
ELC_SolarTrack_GenericSolar41,ELE,PJ,GW
ELC_SolarTrack_GenericSolar42,ELE,PJ,GW
ELC_SolarTrack_GenericSolar43,ELE,PJ,GW
ELC_SolarTrack_GenericSolar45,ELE,PJ,GW
ELC_SolarTrack_GenericSolar46,ELE,PJ,GW
ELC_SolarTrack_GenericSolar47,ELE,PJ,GW
ELC_SolarTrack_GenericSolar48,ELE,PJ,GW
ELC_SolarTrack_GenericSolar49,ELE,PJ,GW
ELC_SolarTrack_GenericSolar51,ELE,PJ,GW
ELC_SolarTrack_GenericSolar54,ELE,PJ,GW
ELC_SolarTrack_GenericSolar55,ELE,PJ,GW
ELC_SolarTrack_GenericSolar56,ELE,PJ,GW
ELC_SolarTrack_GenericSolar57,ELE,PJ,GW
ELC_SolarTrack_GenericSolar58,ELE,PJ,GW
ELC_SolarTrack_GenericSolar6,ELE,PJ,GW
ELC_SolarTrack_GenericSolar60,ELE,PJ,GW
ELC_SolarTrack_GenericSolar61,ELE,PJ,GW
ELC_SolarTrack_GenericSolar62,ELE,PJ,GW
ELC_SolarTrack_GenericSolar63,ELE,PJ,GW
ELC_SolarTrack_GenericSolar65,ELE,PJ,GW
ELC_SolarTrack_GenericSolar67,ELE,PJ,GW
ELC_SolarTrack_GenericSolar69,ELE,PJ,GW
ELC_SolarTrack_GenericSolar7,ELE,PJ,GW
ELC_SolarTrack_GenericSolar71,ELE,PJ,GW
ELC_SolarTrack_GenericSolar72,ELE,PJ,GW
ELC_SolarTrack_GenericSolar73,ELE,PJ,GW
ELC_SolarTrack_GenericSolar74,ELE,PJ,GW
ELC_SolarTrack_GenericSolar75,ELE,PJ,GW
ELC_SolarTrack_GenericSolar76,ELE,PJ,GW
ELC_SolarTrack_GenericSolar77,ELE,PJ,GW
ELC_SolarTrack_GenericSolar78,ELE,PJ,GW
ELC_SolarTrack_GenericSolar79,ELE,PJ,GW
ELC_SolarTrack_GenericSolar8,ELE,PJ,GW
ELC_SolarTrack_GenericSolar80,ELE,PJ,GW
ELC_SolarTrack_GenericSolar81,ELE,PJ,GW
ELC_SolarTrack_GenericSolar82,ELE,PJ,GW
ELC_SolarTrack_GenericSolar83,ELE,PJ,GW
ELC_SolarTrack_GenericSolar84,ELE,PJ,GW
ELC_SolarTrack_GenericSolar85,ELE,PJ,GW
ELC_SolarTrack_GenericSolar86,ELE,PJ,GW
ELC_SolarTrack_GenericSolar87,ELE,PJ,GW
ELC_SolarTrack_GenericSolar88,ELE,PJ,GW
ELC_SolarTrack_GenericSolar90,ELE,PJ,GW
ELC_SolarTrack_GloritSolarFarm,ELE,PJ,GW
ELC_SolarTrack_GreytownSolarFarm,ELE,PJ,GW
ELC_SolarTrack_GreytownSolarFarmFNSF,ELE,PJ,GW
ELC_SolarTrack_HawkeSBayAirportSolarFarm,ELE,PJ,GW
ELC_SolarTrack_HelensvilleSolarFarm,ELE,PJ,GW
ELC_SolarTrack_KaiparaSolarFarm,ELE,PJ,GW
ELC_SolarTrack_KarioiSolarFarm,ELE,PJ,GW
ELC_SolarTrack_KowhaiParkSolarFarm,ELE,PJ,GW
ELC_SolarTrack_LauristonSolarFarm,ELE,PJ,GW
ELC_SolarTrack_LodestoneDargaville,ELE,PJ,GW
ELC_SolarTrack_LodestoneTeHerengaOTeRaSolarFarm,ELE,PJ,GW
ELC_SolarTrack_LodestoneWhitianga,ELE,PJ,GW
ELC_SolarTrack_MangamaireSolarFarm,ELE,PJ,GW
ELC_SolarTrack_ManiototoSolarFarm,ELE,PJ,GW
ELC_SolarTrack_MarangaRaSolarFarm,ELE,PJ,GW
ELC_SolarTrack_MartonSolarFarm,ELE,PJ,GW
ELC_SolarTrack_MartonSolarFarmEnergyFarmsLtd,ELE,PJ,GW
ELC_SolarTrack_MartonSolarFarmHarmony,ELE,PJ,GW
ELC_SolarTrack_MastertonSolarFarmNZClearnEnergy,ELE,PJ,GW
ELC_SolarTrack_MaungaturotoSolarFarm,ELE,PJ,GW
ELC_SolarTrack_MoroaRoadSolarFarm,ELE,PJ,GW
ELC_SolarTrack_MtSomersSolarFarm,ELE,PJ,GW
ELC_SolarTrack_NasebySolarFarm,ELE,PJ,GW
ELC_SolarTrack_OhauASolarPlant,ELE,PJ,GW
ELC_SolarTrack_OngaongaSolarFarmSkySolar,ELE,PJ,GW
ELC_SolarTrack_OngaongaSolarHelios,ELE,PJ,GW
ELC_SolarTrack_OpunakeSolarFarmEnergyFarmsLtd,ELE,PJ,GW
ELC_SolarTrack_OpunakeSolarFarmHarmonyEnergy,ELE,PJ,GW
ELC_SolarTrack_PalmerstonNorthSolarFarm,ELE,PJ,GW
ELC_SolarTrack_PukenuiSolarFarm,ELE,PJ,GW
ELC_SolarTrack_RangiririSolarFarm,ELE,PJ,GW
ELC_SolarTrack_RangitaikiSolarStage1,ELE,PJ,GW
ELC_SolarTrack_RangitaikiSolarStage2,ELE,PJ,GW
ELC_SolarTrack_RangitaikiSolarStage3,ELE,PJ,GW
ELC_SolarTrack_RuakakaSolarFarm,ELE,PJ,GW
ELC_SolarTrack_SkinnerRoadSolarFarm,ELE,PJ,GW
ELC_SolarTrack_SwannanoaSolarFarm,ELE,PJ,GW
ELC_SolarTrack_TaranakiSolarFarmMeridian,ELE,PJ,GW
ELC_SolarTrack_TasmanDistrictSolarFarm,ELE,PJ,GW
ELC_SolarTrack_TauheiSolarFarm,ELE,PJ,GW
ELC_SolarTrack_ThePointSolarFarm,ELE,PJ,GW
ELC_SolarTrack_ThreeStreamsSolarFarm,ELE,PJ,GW
ELC_SolarTrack_TikokinoSolarFarm,ELE,PJ,GW
ELC_SolarTrack_TwinRiversSolarFarm,ELE,PJ,GW
ELC_SolarTrack_WaiotaheSolarFarm,ELE,PJ,GW
ELC_SolarTrack_WaiparaSolarFarm,ELE,PJ,GW
ELC_SolarTrack_WairarapaSolarFarm,ELE,PJ,GW
ELC_SolarTrack_WaitaraSolarFarm,ELE,PJ,GW
ELC_SolarTrack_WaiterimuSolarFarm,ELE,PJ,GW
ELC_SolarTrack_WarengaSolarFarm,ELE,PJ,GW
ELC_SolarTrack_WellsfordSolarFarm,ELE,PJ,GW
ELC_WindFixOff_Southland,ELE,PJ,GW
ELC_WindFixOff_Taranaki,ELE,PJ,GW
ELC_WindFixOff_Waikato,ELE,PJ,GW
ELC_WindFloatOff_Taranaki,ELE,PJ,GW
ELC_WindFloatOff_Waikato,ELE,PJ,GW
ELC_WindOn_CastleHillWindFarm,ELE,PJ,GW
ELC_WindOn_Generic,ELE,PJ,GW
ELC_WindOn_GenericWind13,ELE,PJ,GW
ELC_WindOn_GenericWind18,ELE,PJ,GW
ELC_WindOn_GenericWind20,ELE,PJ,GW
ELC_WindOn_GenericWind21,ELE,PJ,GW
ELC_WindOn_GenericWind22,ELE,PJ,GW
ELC_WindOn_GenericWind24,ELE,PJ,GW
ELC_WindOn_GenericWind25,ELE,PJ,GW
ELC_WindOn_GenericWind26,ELE,PJ,GW
ELC_WindOn_GenericWind27,ELE,PJ,GW
ELC_WindOn_GenericWind29,ELE,PJ,GW
ELC_WindOn_GenericWind30,ELE,PJ,GW
ELC_WindOn_GenericWind32,ELE,PJ,GW
ELC_WindOn_GenericWind33,ELE,PJ,GW
ELC_WindOn_GenericWind34,ELE,PJ,GW
ELC_WindOn_GenericWind36,ELE,PJ,GW
ELC_WindOn_GenericWind37,ELE,PJ,GW
ELC_WindOn_GenericWind41,ELE,PJ,GW
ELC_WindOn_GenericWind42,ELE,PJ,GW
ELC_WindOn_GenericWind43,ELE,PJ,GW
ELC_WindOn_GenericWind45,ELE,PJ,GW
ELC_WindOn_GenericWind46,ELE,PJ,GW
ELC_WindOn_GenericWind47,ELE,PJ,GW
ELC_WindOn_GenericWind48,ELE,PJ,GW
ELC_WindOn_GenericWind49,ELE,PJ,GW
ELC_WindOn_GenericWind51,ELE,PJ,GW
ELC_WindOn_GenericWind52,ELE,PJ,GW
ELC_WindOn_GenericWind55,ELE,PJ,GW
ELC_WindOn_GenericWind56,ELE,PJ,GW
ELC_WindOn_GenericWind57,ELE,PJ,GW
ELC_WindOn_GenericWind58,ELE,PJ,GW
ELC_WindOn_GenericWind60,ELE,PJ,GW
ELC_WindOn_GenericWind61,ELE,PJ,GW
ELC_WindOn_GenericWind62,ELE,PJ,GW
ELC_WindOn_GenericWind63,ELE,PJ,GW
ELC_WindOn_GenericWind65,ELE,PJ,GW
ELC_WindOn_GenericWind66,ELE,PJ,GW
ELC_WindOn_GenericWind69,ELE,PJ,GW
ELC_WindOn_GenericWind70,ELE,PJ,GW
ELC_WindOn_GenericWind71,ELE,PJ,GW
ELC_WindOn_GenericWind72,ELE,PJ,GW
ELC_WindOn_GenericWind73,ELE,PJ,GW
ELC_WindOn_GenericWind74,ELE,PJ,GW
ELC_WindOn_GenericWind75,ELE,PJ,GW
ELC_WindOn_GenericWind76,ELE,PJ,GW
ELC_WindOn_GenericWind77,ELE,PJ,GW
ELC_WindOn_GenericWind79,ELE,PJ,GW
ELC_WindOn_GenericWind80,ELE,PJ,GW
ELC_WindOn_GenericWind82,ELE,PJ,GW
ELC_WindOn_HapuakoheWindFarm,ELE,PJ,GW
ELC_WindOn_HarapakiWindFarm,ELE,PJ,GW
ELC_WindOn_JerichoWindFarm,ELE,PJ,GW
ELC_WindOn_KaihikuWindFarm,ELE,PJ,GW
ELC_WindOn_KaimaiWindFarm,ELE,PJ,GW
ELC_WindOn_Kaiwaikawe,ELE,PJ,GW
ELC_WindOn_KaiwaraDownsS1,ELE,PJ,GW
ELC_WindOn_KaiweraDownsWindStage2,ELE,PJ,GW
ELC_WindOn_MahinerangiStage2,ELE,PJ,GW
ELC_WindOn_ManawatuWindMeridian,ELE,PJ,GW
ELC_WindOn_MillCreek,ELE,PJ,GW
ELC_WindOn_MountCassWindFarm,ELE,PJ,GW
ELC_WindOn_MtMunroWindFarm,ELE,PJ,GW
ELC_WindOn_OtotokaWindFarm,ELE,PJ,GW
ELC_WindOn_PahiatuaWindFarm,ELE,PJ,GW
ELC_WindOn_ProjectHuriwaka,ELE,PJ,GW
ELC_WindOn_ProjectHurunuiWindFarm,ELE,PJ,GW
ELC_WindOn_PuketoiWindFarm,ELE,PJ,GW
ELC_WindOn_SouthlandWindFarm,ELE,PJ,GW
ELC_WindOn_TaranakiWindMeridian,ELE,PJ,GW
ELC_WindOn_TararuaStage12,ELE,PJ,GW
ELC_WindOn_TararuaStage3,ELE,PJ,GW
ELC_WindOn_TaumatatotaraStage1,ELE,PJ,GW
ELC_WindOn_TeApiti,ELE,PJ,GW
ELC_WindOn_TeRereHau,ELE,PJ,GW
ELC_WindOn_TeRereHauExpansion,ELE,PJ,GW
ELC_WindOn_TeRereHauRepower,ELE,PJ,GW
ELC_WindOn_TeUku,ELE,PJ,GW
ELC_WindOn_TuriteaNorth,ELE,PJ,GW
ELC_WindOn_TuriteaSouth,ELE,PJ,GW
ELC_WindOn_Waipipi,ELE,PJ,GW
ELC_WindOn_WaiukuWindFarm,ELE,PJ,GW
ELC_WindOn_WestWind,ELE,PJ,GW
ELC_WindOn_WhiteHill,ELE,PJ,GW
ELC_WoodCHP_Generic,ELE,PJ,GW
ELC_WoodCHP_Kinleith,ELE,PJ,GW
EXPOIL,EXP,PJ,PJa
FOOD-COA-BOILR-PH_INT,DMD,PJ,GW
FOOD-COA-BOILR-PH_LOW,DMD,PJ,GW
FOOD-COA-IOVEN-CH_INT,DMD,PJ,GW
FOOD-ELC-ACOMP-COMP_AIR,DMD,PJ,GW
FOOD-ELC-BOILR-PH_INT,DMD,PJ,GW
FOOD-ELC-BOILR-PH_LOW,DMD,PJ,GW
FOOD-ELC-ELCTR-ELCTR,DMD,PJ,GW
FOOD-ELC-FRIDG-FRIDG,DMD,PJ,GW
FOOD-ELC-HEATR-SH_LOW,DMD,PJ,GW
FOOD-ELC-HPPH-PH_LOW,DMD,PJ,GW
FOOD-ELC-HPSH-SH_LOW,DMD,PJ,GW
FOOD-ELC-IOVEN-CH_INT,DMD,PJ,GW
FOOD-ELC-LIGHT-LIGHT,DMD,PJ,GW
FOOD-ELC-MOTOR-MTV_STA,DMD,PJ,GW
FOOD-ELC-PUMP-PUMP,DMD,PJ,GW
FOOD-ELC-SGHP-PH_INT,DMD,PJ,GW
FOOD-ELC-SGHP-PH_LOW,DMD,PJ,GW
FOOD-NGA-BOILR-PH_INT,DMD,PJ,GW
FOOD-NGA-BOILR-PH_LOW,DMD,PJ,GW
FOOD-NGA-IOVEN-CH_INT,DMD,PJ,GW
FOOD-WOD-BOILR-PH_INT,DMD,PJ,GW
FTE_AGRBIG,PRE,PJ,GW
FTE_AGRCOA,PRE,PJ,GW
FTE_AGRDSL,PRE,PJ,GW
FTE_AGRELC,PRE,PJ,GW
FTE_AGRGEO,PRE,PJ,GW
FTE_AGRH2R,PRE,PJ,GW
FTE_AGRLPG,PRE,PJ,GW
FTE_AGRNGA,PRE,PJ,GW
FTE_AGRPET,PRE,PJ,GW
FTE_COMBIG,PRE,PJ,GW
FTE_COMBIM,PRE,PJ,GW
FTE_COMCOA,PRE,PJ,GW
FTE_COMDSL,PRE,PJ,GW
FTE_COMELC,PRE,PJ,GW
FTE_COMGEO,PRE,PJ,GW
FTE_COMLPG,PRE,PJ,GW
FTE_COMNGA,PRE,PJ,GW
FTE_COMPET,PRE,PJ,GW
FTE_COMWOD,PRE,PJ,GW
FTE_ELCBIG,PRE,PJ,GW
FTE_ELCCOA,PRE,PJ,GW
FTE_ELCDSL,PRE,PJ,GW
FTE_ELCGEO,PRE,PJ,GW
FTE_ELCHYD,PRE,PJ,GW
FTE_ELCNGA,PRE,PJ,GW
FTE_ELCSOL,PRE,PJ,GW
FTE_ELCWIN,PRE,PJ,GW
FTE_ELCWOD,PRE,PJ,GW
FTE_FSTKNGA,PRE,PJ,GW
FTE_INDBIG,PRE,PJ,GW
FTE_INDCOA,PRE,PJ,GW
FTE_INDDSL,PRE,PJ,GW
FTE_INDELC,PRE,PJ,GW
FTE_INDFOL,PRE,PJ,GW
FTE_INDGEO,PRE,PJ,GW
FTE_INDH2R,PRE,PJ,GW
FTE_INDLPG,PRE,PJ,GW
FTE_INDNGA,PRE,PJ,GW
FTE_INDOSWOD,PRE,PJ,GW
FTE_INDPET,PRE,PJ,GW
FTE_INDWOD,PRE,PJ,GW
FTE_RESBIM,PRE,PJ,GW
FTE_RESCOA,PRE,PJ,GW
FTE_RESDSL,PRE,PJ,GW
FTE_RESELC,PRE,PJ,GW
FTE_RESLPG,PRE,PJ,GW
FTE_RESNGA,PRE,PJ,GW
FTE_RESPET,PRE,PJ,GW
FTE_RESSOL,PRE,PJ,GW
FTE_RESWOD,PRE,PJ,GW
FTE_TRABIL,DISTR,PJ,PJa
FTE_TRADSL,DISTR,PJ,PJa
FTE_TRAELC,DISTR,PJ,GW
FTE_TRAFOL,DISTR,PJ,PJa
FTE_TRAH2R,DISTR,PJ,GW
FTE_TRAJET,DISTR,PJ,PJa
FTE_TRALPG,DISTR,PJ,PJa
FTE_TRANGA,DISTR,PJ,PJa
FTE_TRAPET,DISTR,PJ,PJa
G_ELC_HV,PRE,PJ,GW
G_ELC_LV,PRE,PJ,GW
G_NGA_DIST,PRE,PJ,Pja
G_NGA_DIST,PRE,,
H2_ALK,PRE,PJ,PJa
H2_PEM,PRE,PJ,PJa
IMPCOA,IMP,PJ,PJa
IMPDSL,IMP,PJ,PJa
IMPFOL,IMP,PJ,PJa
IMPJET,IMP,PJ,PJa
IMPLNG,IMP,PJ,PJa
IMPLPG,IMP,PJ,PJa
IMPPET,IMP,PJ,PJa
IMPSAF,IMP,PJ,PJa
JD-WH_LOW-FLEX,STG,PJ,PJa
LNGPORTSTD,PRE,PJ,StandardPort
MEAT-COA-BOILR-PH_INT,DMD,PJ,GW
MEAT-COA-BOILR-PH_LOW,DMD,PJ,GW
MEAT-ELC-BOILR-PH_LOW,DMD,PJ,GW
MEAT-ELC-FRIDG-FRIDG,DMD,PJ,GW
MEAT-ELC-HEATR-PH_LOW,DMD,PJ,GW
MEAT-ELC-HPPH-PH_LOW,DMD,PJ,GW
MEAT-ELC-HPSH-SH_LOW,DMD,PJ,GW
MEAT-ELC-LIGHT-LIGHT,DMD,PJ,GW
MEAT-ELC-MOTOR-MTV_STA,DMD,PJ,GW
MEAT-ELC-SGHP-PH_INT,DMD,PJ,GW
MEAT-ELC-SGHP-PH_LOW,DMD,PJ,GW
MEAT-NGA-BOILR-PH_INT,DMD,PJ,GW
MEAT-NGA-BOILR-PH_LOW,DMD,PJ,GW
MEAT-WOD-BOILR-PH_INT,DMD,PJ,GW
METH-ELC-HPSH-SH_LOW,DMD,PJ,GW
METH-NGA-FDSTK-FDSTK,DMD,PJ,GW
METH-NGA-REFRM-PH_HIGH,DMD,PJ,GW
MINAGRWST00,MIN,PJ,PJa
MINAGRWST01,MIN,PJ,PJa
MINANMMNR00,MIN,PJ,PJa
MINCOA,MIN,PJ,PJa
MINE-COA-BOILR-SH_LOW,DMD,PJ,GW
MINE-DSL-ENGIN-MTV_STA,DMD,PJ,GW
MINE-DSL-ICENG-MTV_MOB,DMD,PJ,GW
MINE-ELC-BEV-MTV_MOB,DMD,PJ,GW
MINE-ELC-BOILR-PH_LOW,DMD,PJ,GW
MINE-ELC-ELCTR-ELCTR,DMD,PJ,GW
MINE-ELC-HPSH-SH_LOW,DMD,PJ,GW
MINE-ELC-LIGHT-LIGHT,DMD,PJ,GW
MINE-ELC-MOTOR-MTV_STA,DMD,PJ,GW
MINE-H2R-HFCV-MTV_MOB,DMD,PJ,GW
MINE-NGA-BOILR-PH_INT,DMD,PJ,GW
MINE-PET-ENGIN-MTV_STA,DMD,PJ,GW
MINE-PET-ICENG-MTV_MOB,DMD,PJ,GW
MINE-WOD-BOILR-PH_INT,DMD,PJ,GW
MINLPG,MIN,PJ,PJa
MINMNCWST00,MIN,PJ,PJa
MINMNCWST01,MIN,PJ,PJa
MINNGA-KAP,MIN,PJ,PJa
MINNGA-OTH,MIN,PJ,PJa
MINOIL,MIN,PJ,PJa
MINOILWST00,MIN,PJ,PJa
MINOILWST01,MIN,PJ,PJa
MINWODSUPCUR00,MIN,PJ,PJa
MINWODSUPCUR01,MIN,PJ,PJa
MINWODSUPCUR02,MIN,PJ,PJa
MINWODSUPCUR03,MIN,PJ,PJa
MINWODSUPOSWOD,MIN,PJ,PJa
MINWODWST00,MIN,PJ,PJa
MINWODWST01,MIN,PJ,PJa
MINWODWST02,MIN,PJ,PJa
MINWODWST03,MIN,PJ,PJa
MINWODWST04,MIN,PJ,PJa
MINWODWST05,MIN,PJ,PJa
MINWODWST06,MIN,PJ,PJa
MINWODWST07,MIN,PJ,PJa
MNRL-COA-FURNC-PH_HIGH,DMD,PJ,GW
MNRL-ELC-FURNC-PH_HIGH,DMD,PJ,GW
MNRL-ELC-HPPH-PH_LOW,DMD,PJ,GW
MNRL-ELC-HPSH-SH_LOW,DMD,PJ,GW
MNRL-ELC-LIGHT-LIGHT,DMD,PJ,GW
MNRL-ELC-MOTOR-MTV_STA,DMD,PJ,GW
MNRL-ELC-PUMP-PUMP,DMD,PJ,GW
MNRL-NGA-BOILR-PH_INT,DMD,PJ,GW
MNRL-NGA-BOILR-PH_LOW,DMD,PJ,GW
MNRL-NGA-FURNC-PH_HIGH,DMD,PJ,GW
MNRL-NGA-FURNC-PH_INT,DMD,PJ,GW
MNRL-WOD-BIOFURNC-PH_HIGH,DMD,PJ,GW
Methanol-CLOSURE,DMD,PJ,PJa
NEWTECH,DMD,PJ,GW
OTHR-BIG-BOILR-PH_INT,DMD,PJ,GW
OTHR-COA-BOILR-PH_INT,DMD,PJ,GW
OTHR-COA-BOILR-PH_LOW,DMD,PJ,GW
OTHR-DSL-ICENG-MTV_MOB,DMD,PJ,GW
OTHR-ELC-BEV-MTV_MOB,DMD,PJ,GW
OTHR-ELC-BOILR-PH_LOW,DMD,PJ,GW
OTHR-ELC-EFURNC-PH_HIGH,DMD,PJ,GW
OTHR-ELC-ELCTR-ELCTR,DMD,PJ,GW
OTHR-ELC-HEATR-PH_INT,DMD,PJ,GW
OTHR-ELC-HEATR-PH_LOW,DMD,PJ,GW
OTHR-ELC-HPPH-PH_LOW,DMD,PJ,GW
OTHR-ELC-HPSH-SH_LOW,DMD,PJ,GW
OTHR-ELC-LIGHT-LIGHT,DMD,PJ,GW
OTHR-ELC-MOTOR-MTV_STA,DMD,PJ,GW
OTHR-ELC-SGHP-PH_INT,DMD,PJ,GW
OTHR-ELC-SGHP-PH_LOW,DMD,PJ,GW
OTHR-ELC-UNALC-UNALC,DMD,PJ,GW
OTHR-FOL-FURNC-PH_INT,DMD,PJ,GW
OTHR-H2R-HFCV-MTV_MOB,DMD,PJ,GW
OTHR-LPG-BOILR-PH_INT,DMD,PJ,GW
OTHR-NGA-BOILR-PH_INT,DMD,PJ,GW
OTHR-NGA-BOILR-PH_LOW,DMD,PJ,GW
OTHR-NGA-FURNC-PH_HIGH,DMD,PJ,GW
OTHR-PET-ICENG-MTV_MOB,DMD,PJ,GW
PULP-COA-BOILR-PH_INT,DMD,PJ,GW
PULP-ELC-ACOMP-COMP_AIR,DMD,PJ,GW
PULP-ELC-EFURNC-PH_HIGH,DMD,PJ,GW
PULP-ELC-ELCTR-ELCTR,DMD,PJ,GW
PULP-ELC-FAN-FAN,DMD,PJ,GW
PULP-ELC-HPPH-PH_LOW,DMD,PJ,GW
PULP-ELC-HPSH-SH_LOW,DMD,PJ,GW
PULP-ELC-LIGHT-LIGHT,DMD,PJ,GW
PULP-ELC-MOTOR-MTV_STA,DMD,PJ,GW
PULP-ELC-PUMP-PUMP,DMD,PJ,GW
PULP-ELC-REFIN-REFIN,DMD,PJ,GW
PULP-ELC-SGHP-PH_INT,DMD,PJ,GW
PULP-ELC-SGHP-PH_LOW,DMD,PJ,GW
PULP-GEO-HEATX-PH_INT,DMD,PJ,GW
PULP-NGA-BOILR-PH_INT,DMD,PJ,GW
PULP-NGA-BURNR-PH_LOW,DMD,PJ,GW
PULP-NGA-BURNR-SH_LOW,DMD,PJ,GW
PULP-NGA-FURNC-PH_HIGH,DMD,PJ,GW
PULP-OSWOD-BOILR-PH_INT,DMD,PJ,GW
REF_ANDGST,PRE,PJ,PJa
RES-DD-COA-HEATR_C-S_HEAT,DMD,PJ,GW
RES-DD-DSL-ICENG-MTV_MOB,DMD,PJ,GW
RES-DD-ELC-CDRY-C_DRY,DMD,PJ,GW
RES-DD-ELC-COOK-CH_INT,DMD,PJ,GW
RES-DD-ELC-CWASH-C_WASH,DMD,PJ,GW
RES-DD-ELC-DWASH-D_WASH,DMD,PJ,GW
RES-DD-ELC-FRIDG-FRIDG,DMD,PJ,GW
RES-DD-ELC-HEATR-S_HEAT,DMD,PJ,GW
RES-DD-ELC-HPSH-S_HEAT,DMD,PJ,GW
RES-DD-ELC-HPUMP_C-S_COOL,DMD,PJ,GW
RES-DD-ELC-HWATER_C-WH_LOW,DMD,PJ,GW
RES-DD-ELC-IT_ENT-ELCTR,DMD,PJ,GW
RES-DD-ELC-L_FLUOR-LIGHT,DMD,PJ,GW
RES-DD-ELC-L_INCAN-LIGHT,DMD,PJ,GW
RES-DD-ELC-L_LED-LIGHT,DMD,PJ,GW
RES-DD-ELC-RES_MISC-ELCTR,DMD,PJ,GW
RES-DD-LPG-BURNR-S_HEAT,DMD,PJ,GW
RES-DD-LPG-COOK-CH_INT,DMD,PJ,GW
RES-DD-LPG-HWATER_G-WH_LOW,DMD,PJ,GW
RES-DD-NGA-BURNR-S_HEAT,DMD,PJ,GW
RES-DD-NGA-COOK-CH_INT,DMD,PJ,GW
RES-DD-NGA-HWATER_G-WH_LOW,DMD,PJ,GW
RES-DD-PET-ICENG-MTV_MOB,DMD,PJ,GW
RES-DD-SOL-HWATER_C-WH_LOW,DMD,PJ,GW
RES-DD-WOD-BURNR-S_HEAT,DMD,PJ,GW
RES-DD-WOD-BURNR_W-WH_LOW,DMD,PJ,GW
RES-JD-COA-HEATR_C-S_HEAT,DMD,PJ,GW
RES-JD-DSL-ICENG-MTV_MOB,DMD,PJ,GW
RES-JD-ELC-CDRY-C_DRY,DMD,PJ,GW
RES-JD-ELC-COOK-CH_INT,DMD,PJ,GW
RES-JD-ELC-CWASH-C_WASH,DMD,PJ,GW
RES-JD-ELC-DWASH-D_WASH,DMD,PJ,GW
RES-JD-ELC-FRIDG-FRIDG,DMD,PJ,GW
RES-JD-ELC-HEATR-S_HEAT,DMD,PJ,GW
RES-JD-ELC-HPSH-S_HEAT,DMD,PJ,GW
RES-JD-ELC-HPUMP_C-S_COOL,DMD,PJ,GW
RES-JD-ELC-HWATER_C-WH_LOW,DMD,PJ,GW
RES-JD-ELC-IT_ENT-ELCTR,DMD,PJ,GW
RES-JD-ELC-L_FLUOR-LIGHT,DMD,PJ,GW
RES-JD-ELC-L_INCAN-LIGHT,DMD,PJ,GW
RES-JD-ELC-L_LED-LIGHT,DMD,PJ,GW
RES-JD-ELC-RES_MISC-ELCTR,DMD,PJ,GW
RES-JD-LPG-BURNR-S_HEAT,DMD,PJ,GW
RES-JD-LPG-COOK-CH_INT,DMD,PJ,GW
RES-JD-LPG-HWATER_G-WH_LOW,DMD,PJ,GW
RES-JD-NGA-BURNR-S_HEAT,DMD,PJ,GW
RES-JD-NGA-COOK-CH_INT,DMD,PJ,GW
RES-JD-NGA-HWATER_G-WH_LOW,DMD,PJ,GW
RES-JD-PET-ICENG-MTV_MOB,DMD,PJ,GW
RES-JD-SOL-HWATER_C-WH_LOW,DMD,PJ,GW
RES-JD-WOD-BURNR-S_HEAT,DMD,PJ,GW
RES-JD-WOD-BURNR_W-WH_LOW,DMD,PJ,GW
STEEL-ELC-EAF,DMD,PJ,GW
STEEL-ELC-EFURNC-ISTEEL,DMD,PJ,GW
STEEL-ELC-EFURNC-PH_HIGH,DMD,PJ,GW
STEEL-ELC-ELCTR-ELCTR,DMD,PJ,GW
STEEL-ELC-FRIDG-FRIDG,DMD,PJ,GW
STEEL-ELC-HEATR-PH_LOW,DMD,PJ,GW
STEEL-ELC-HPPH-PH_LOW,DMD,PJ,GW
STEEL-ELC-HPSH-SH_LOW,DMD,PJ,GW
STEEL-ELC-LIGHT-LIGHT,DMD,PJ,GW
