UC_N,Pset_Set,Pset_PN,Pset_CI,Pset_CO,Cset_CN,UC_ATTR,Year,LimType,UC_CAP,UC_RHST,UC_RHST~0,UC_Desc
UC_BEV_BUS_limit,,T_P_B*BEV*,,,,,2016,LO,1,0.000721,5,Minimal number of BE busses in the fleet
